# Completeness = 204 / 245
RA	Dec	magnitude
113.449829	-14.523886	3.896420
115.096700	-15.264043	4.385929
116.486907	-14.563779	4.935122
115.311462	-9.551221	3.660842
116.509347	-6.772932	5.016689
117.544069	-9.183442	5.156718
108.279969	-11.251309	5.216747
108.564641	-9.947522	5.409335
107.557004	-4.236140	4.632417
114.319245	-4.110906	5.014442
126.414835	-3.906531	3.902255
122.148456	-2.983801	4.109110
119.933732	-3.679598	4.560082
129.689237	3.341364	4.107481
130.806063	3.398658	4.267924
126.397964	2.102166	5.164180
120.566278	2.335041	3.972009
120.305857	-1.392942	4.112860
124.128632	9.185324	3.000183
101.905066	-8.998497	4.173226
105.484865	-5.722033	4.417954
105.728221	-4.239222	4.924080
96.989850	-4.762159	5.007534
107.966081	-0.492743	4.140848
108.583575	3.111408	5.008996
94.998290	-2.944486	4.134867
96.807348	0.299204	4.879373
98.408011	-1.220232	5.048101
101.965123	2.412106	4.171695
101.832516	8.037203	4.293932
95.941955	4.592917	4.362506
112.040530	8.925574	3.776754
112.008631	6.941777	5.180653
113.024777	1.914476	5.189567
116.567368	10.768139	5.224513
105.908622	10.951767	4.672274
108.914393	7.977756	4.674316
111.412061	9.276053	4.723000
109.523032	16.540226	3.579925
112.449093	12.006478	4.158181
115.513401	14.208462	4.508947
