# Completeness = 328 / 381
RA	Dec	magnitude
92.812173	-65.588888	4.080623
91.764342	-62.154881	4.646002
96.767078	-58.002141	5.439818
113.915673	-52.533887	4.444037
111.590996	-51.018452	4.815300
102.484267	-50.614848	2.618499
102.463789	-53.622367	4.155083
98.744028	-52.975562	4.325825
112.307260	-43.300593	2.640516
104.066632	-48.721107	4.081483
105.214369	-51.402496	4.298885
119.194435	-52.982241	3.441479
118.325618	-48.102908	4.174098
122.372115	-47.345239	4.196464
119.560125	-49.244871	4.460214
130.156507	-46.648720	3.553634
131.099636	-42.649191	3.825603
129.410907	-42.989037	4.099751
130.146928	-45.191081	4.903563
116.313674	-37.968560	2.875049
118.054230	-40.575749	3.393327
117.309528	-46.373170	4.034592
117.083330	-47.078074	4.406257
118.160978	-38.862797	4.436491
122.839504	-39.618530	3.810210
123.512428	-40.348179	4.069396
121.067426	-32.674800	4.099488
125.345880	-33.054350	4.357318
107.212723	-39.655621	4.782602
102.477562	-46.612900	5.011282
106.011530	-42.336959	5.198454
92.543229	-40.353461	4.480907
94.255140	-37.737073	5.216852
96.004139	-36.707519	5.357079
102.460199	-32.508459	3.491103
102.718150	-34.367313	4.575386
106.307431	-35.939813	4.713686
109.285594	-37.097444	2.083237
112.677446	-30.962276	4.403862
114.342045	-34.968397	4.411278
109.576582	-36.733926	4.583200
114.863794	-38.307952	4.787930
115.951931	-28.954808	3.896106
115.884875	-28.410754	3.919099
117.021485	-25.937149	4.403800
105.429755	-27.934809	2.760549
109.145737	-27.881007	3.739262
108.702667	-26.772632	3.982992
108.563349	-26.352487	4.514025
117.323539	-24.859795	3.023800
109.153459	-23.315577	4.106995
109.677012	-24.954364	4.282144
113.513059	-22.295860	4.305430
