# Completeness = 186 / 226
RA	Dec	magnitude
290.431764	-15.955043	4.414471
295.630028	-16.124042	4.965533
293.780276	-10.560455	4.772184
298.534514	-8.574296	5.060513
297.694784	-10.763366	5.282485
288.314728	-12.282715	4.954533
286.100673	-5.684849	5.032084
292.666081	-2.788935	4.122641
290.137611	-5.415560	4.707403
302.826353	-0.821443	3.249787
303.307946	-1.009452	4.859192
309.584602	-1.105205	4.074997
309.181853	-2.550023	4.255721
307.412813	-2.885628	4.580437
298.118243	1.005622	3.747671
294.180317	-1.286696	4.306137
305.794434	5.342805	5.042223
300.802520	4.730296	5.817997
286.562159	-4.882960	3.433643
285.420019	-5.739281	3.700353
281.793607	-4.747946	3.890501
284.265568	-5.846498	4.520452
291.629536	0.338561	4.460513
289.635453	1.085208	4.806654
286.240405	-4.031541	5.047995
275.325059	-2.901943	2.990450
275.216901	3.377217	4.604254
284.055154	4.203745	4.568889
284.061227	4.202254	4.925873
293.523260	7.378243	4.087266
293.441783	5.465586	4.566677
296.564986	10.613253	2.223692
298.828509	6.404627	3.481975
298.562463	8.461094	4.411910
286.352505	13.863053	3.001118
287.249587	6.072862	5.111804
289.454168	11.595485	5.241356
291.245777	11.947271	4.971372
288.833715	15.083604	5.288018
292.342537	14.595913	5.288270
