# Completeness = 126 / 148
RA	Dec	magnitude
56.810584	-74.238453	2.474004
48.992587	-77.388177	5.405928
37.921696	-79.109631	5.005702
2.508328	-82.224137	5.007471
42.618004	-75.067065	4.331589
83.686598	-73.741115	4.629465
82.972777	-76.339716	4.846947
76.891910	-63.399879	4.110050
63.606558	-62.473613	3.125906
60.224219	-62.159127	3.346067
6.482505	-77.252795	2.680732
35.436644	-68.659404	4.053240
39.898388	-68.266947	4.112274
13.408517	-62.871344	4.356992
16.828467	-61.775339	5.125900
24.186847	-58.270968	5.191002
48.138321	-57.321488	4.538129
44.699387	-64.071265	4.939990
53.145664	-50.378273	5.367917
40.165312	-54.549886	5.095549
34.976319	-55.944713	5.158563
45.732926	-46.975011	5.406259
