# Completeness = 129 / 156
RA	Dec	magnitude
247.784648	-16.612898	4.052528
249.289798	-10.566976	2.556596
252.458878	-10.783439	4.498244
243.462087	-11.837792	4.763124
241.091976	-11.373351	4.851151
243.586211	-3.694968	2.016425
244.580750	-4.692332	2.977211
255.264827	-4.222993	4.267726
265.049722	-2.152337	5.116931
268.147487	1.304949	5.244788
251.297687	-3.084978	5.183702
256.384425	-0.892068	5.561939
261.628676	4.140389	3.818025
237.814564	-3.090622	5.090608
245.517414	1.029268	4.739257
229.829978	1.763125	4.921657
230.258131	0.714875	5.009805
236.067574	6.425833	2.325354
237.704589	4.478007	3.699778
247.141607	0.664698	4.878614
243.314447	5.021075	4.928994
254.415755	9.374985	2.882089
253.501719	10.165206	4.326058
242.116931	8.534284	4.522522
242.152002	8.613046	4.859575
248.150406	11.487689	4.232570
246.354155	14.033003	4.573544
