# Completeness = 218 / 260
RA	Dec	magnitude
185.338493	-60.400740	3.103825
186.870153	-58.991750	3.996654
193.648175	-57.177984	3.999046
184.608962	-64.003115	4.039910
181.720764	-64.613895	4.060890
204.998506	-49.949901	3.836441
206.664146	-51.432887	4.383455
198.072976	-59.920649	4.521811
198.560951	-59.103918	4.788322
183.786010	-58.748974	2.773012
184.748410	-55.143050	4.273186
186.632114	-51.450680	4.796371
187.475877	-56.524891	5.026444
193.278239	-48.943423	3.870740
196.727477	-49.906303	4.224331
196.569400	-48.463360	4.667264
195.888444	-49.527315	4.809668
214.850841	-46.058117	3.544546
210.431310	-45.603489	4.187586
215.177660	-45.187386	4.688169
220.489793	-37.793636	3.986582
216.534182	-45.221488	4.535299
219.079095	-46.245374	4.999646
207.375997	-41.687803	3.378937
207.403981	-42.473815	3.426197
209.567631	-42.100843	3.808906
215.138937	-37.885342	4.066854
182.089393	-50.722481	2.508257
189.424435	-48.541335	3.850043
187.009702	-50.230697	3.893331
193.359481	-40.179005	4.207996
198.011117	-37.802817	4.662345
187.491235	-41.735991	4.978289
180.916803	-42.434552	5.032893
183.511006	-45.723889	5.046077
189.968630	-39.987421	4.607563
201.533462	-39.755319	4.844375
206.734724	-36.251982	5.125829
206.419399	-33.044368	4.144167
207.956485	-32.994216	4.513189
199.730736	-23.171711	2.776534
202.427988	-23.281267	3.152486
