# Completeness = 154 / 184
RA	Dec	magnitude
283.692530	-87.606446	4.884717
352.017471	-87.482160	5.090444
309.577573	-81.289231	5.104788
335.008503	-80.439939	3.318115
358.025510	-82.018893	4.855697
342.595576	-80.123901	5.295854
334.460046	-77.511494	5.417467
300.149356	-72.911090	3.963491
318.335991	-70.126351	4.203653
316.179685	-77.025412	4.964048
321.069914	-69.733909	5.060186
349.158178	-70.251011	5.055793
346.218131	-68.819945	5.446605
322.188226	-69.505590	3.761446
334.624779	-60.259775	2.396663
338.250642	-61.982210	3.720557
280.758918	-71.428820	3.660477
287.472158	-68.424642	5.063954
302.195040	-66.187091	3.364138
311.239085	-66.203166	3.405488
300.469029	-66.944280	4.957144
284.237527	-67.233423	4.262779
281.362422	-64.871925	4.724598
300.436621	-59.376004	3.137527
298.808327	-59.195844	4.381327
313.702664	-58.454254	3.322984
319.967421	-53.449721	4.449587
316.309488	-54.727207	4.816760
312.370931	-46.226711	4.303025
312.875219	-51.608202	4.733231
