# Completeness = 248 / 295
RA	Dec	magnitude
221.965343	-79.044826	3.362282
216.726258	-83.667946	3.879832
214.557331	-81.008048	4.835109
245.086454	-78.695914	3.366725
248.359946	-78.897496	3.620061
211.331114	-76.796907	3.050322
184.585799	-79.312183	4.167445
201.277817	-74.888409	4.730606
228.579949	-70.079513	4.253746
224.469432	-76.662728	4.847765
247.119879	-70.083910	4.743968
260.497384	-67.770704	4.387793
251.666460	-67.109751	5.070085
238.783806	-63.432511	2.784391
229.726618	-68.679685	2.882312
234.180364	-66.317283	3.768162
243.859494	-63.685742	3.560336
247.705558	-61.633550	4.832532
246.989483	-64.057826	5.202838
195.571439	-71.548962	3.254950
188.115970	-72.133015	3.816169
181.192145	-76.518859	4.466885
181.956186	-75.366932	4.747916
220.624723	-64.976177	3.167361
207.947693	-69.401268	4.940401
214.963061	-61.273372	5.181315
184.390084	-67.960853	2.703426
191.569549	-68.108147	3.548876
188.726712	-67.756911	3.921297
191.570150	-68.107978	3.980647
201.002311	-64.535765	4.294250
209.411607	-63.686847	4.399307
200.657784	-60.988477	4.471185
214.142917	-59.913723	4.781366
229.377706	-58.801812	4.060981
229.412087	-63.610426	4.471704
223.892874	-60.114669	4.832973
226.201828	-64.031313	4.900535
228.070415	-52.099570	3.180022
227.816566	-55.346068	5.117611
219.471578	-49.425958	4.001947
215.081352	-56.386529	4.271601
218.154196	-50.457234	4.378950
212.477310	-53.439351	4.482681
227.982984	-48.738042	3.870617
230.533522	-47.928384	4.856768
224.072081	-52.809522	5.365458
