# Completeness = 19 / 41
RA	Dec	magnitude
347.478877	-22.457659	4.491361
345.024299	-25.164534	5.263217
349.286679	-28.438722	5.429002
350.314487	-26.986819	5.439647
347.436055	-28.088559	5.459980
355.440927	-17.816529	4.604875
355.393509	-18.027391	4.714772
353.319259	-20.914471	4.719816
357.839038	-18.909182	5.153671
356.050460	-18.276959	5.223691
340.896652	-18.830500	4.189073
341.887527	-19.614292	4.974130
343.688429	-16.272351	5.224309
349.850451	-18.075328	5.373022
348.667352	-10.688888	5.554132
344.898593	-13.070904	5.604688
