# Completeness = 41 / 79
RA	Dec	magnitude
83.846501	-4.838359	4.485090
77.182320	-4.456136	4.981437
76.690261	-4.655169	5.085554
83.914508	-4.856029	5.174668
78.654044	-0.562857	5.197448
82.348555	-3.446433	5.469069
74.100749	-5.171365	5.483439
80.440614	-0.382460	4.669240
81.120388	-0.890732	4.795365
85.211308	-1.128791	4.895093
83.172304	-1.591839	5.303750
83.516828	-1.470383	5.306620
83.381022	-1.156077	5.309615
83.569779	3.766828	5.321539
83.158346	0.011881	5.507179
88.683470	0.968617	5.595687
73.345029	2.508154	4.478994
67.969446	-0.044045	4.511414
76.348867	1.177610	4.575784
69.306966	0.998299	5.312362
75.459821	0.722006	5.536574
72.185929	3.588457	5.696211
81.709293	3.095668	4.553473
80.708342	3.544443	4.937566
78.683515	5.156183	5.032533
79.796674	2.595598	5.231286
