# Completeness = 23 / 49
RA	Dec	magnitude
141.034584	-80.786278	5.217743
134.163815	-85.663001	5.349698
126.078664	-80.913220	5.374726
150.181620	-82.214532	5.512283
156.098524	-74.031737	3.909765
161.444861	-80.540160	4.399862
146.587577	-76.776369	5.184688
111.408059	-79.094168	5.128973
104.143588	-79.420198	5.413119
130.330619	-78.963244	5.442643
100.011917	-80.813358	5.559507
135.285676	-68.683920	5.137516
141.774815	-71.601533	5.160510
129.771765	-70.386918	5.165365
139.320557	-68.689770	5.241289
125.518090	-73.399846	5.263492
124.953777	-71.514746	5.327797
139.354640	-74.894172	5.591899
