# Completeness = 25 / 56
RA	Dec	magnitude
303.365426	60.640818	5.262661
293.291982	60.158714	5.689947
298.842109	58.249856	5.836067
291.610722	62.557329	5.911307
295.914595	57.042824	6.048093
293.693230	63.434158	6.053621
300.369032	64.820923	4.464787
305.298069	63.980181	5.075905
301.222314	68.027117	5.423429
310.796206	66.657600	5.552067
302.896650	62.078871	5.578086
304.903156	62.257532	5.700020
304.385833	66.855012	5.769553
290.167205	65.714714	4.584147
284.106987	65.257959	5.392639
273.821393	68.755536	5.667682
287.509776	66.102914	5.994557
283.600080	71.297386	4.489741
281.444949	74.085912	4.995534
293.850778	69.805566	5.348976
