# Completeness = 19 / 42
RA	Dec	magnitude
316.602791	-32.341584	4.888074
313.417691	-39.810295	4.936025
312.753117	-37.913408	5.056479
315.741303	-38.631932	5.206048
315.614081	-38.531730	5.609565
318.322691	-27.619857	4.900105
316.504984	-30.125430	5.421928
317.524839	-29.721079	6.039031
310.082733	-33.431693	5.163952
306.361836	-28.663245	5.561073
303.961052	-30.005248	5.743185
312.696413	-32.054889	5.834729
310.351133	-26.000021	5.934816
311.523629	-25.271596	4.030625
314.197681	-26.296669	5.574096
313.527313	-27.925311	5.622816
