# Completeness = 22 / 47
RA	Dec	magnitude
306.942266	-5.654268	5.578896
306.427161	-2.800548	5.747388
304.930455	-1.078368	5.754313
312.321706	-0.563449	4.669272
309.854150	0.486387	4.865902
311.764749	-2.487000	5.648657
306.174012	1.368476	5.701079
314.294126	0.463501	5.717590
301.096446	-0.709833	5.215051
297.796209	-2.461169	5.501711
298.686821	0.273564	5.592933
295.180566	-0.621195	5.613424
307.070153	2.937207	5.961942
303.973202	7.670389	5.964940
303.008298	7.684446	5.971435
304.251320	7.071714	6.122624
