# Completeness = 32 / 66
RA	Dec	magnitude
100.601396	17.644920	5.204605
98.400622	14.154780	5.258575
102.606234	13.413150	5.302592
100.321762	11.003240	5.337725
105.572917	15.335902	5.478878
110.486637	20.443553	4.457776
105.606483	17.755639	4.767023
105.638643	16.674410	5.044696
105.065921	16.078979	5.091136
92.964225	21.868228	5.171872
93.854697	16.143124	5.302575
93.005597	19.790490	5.724092
94.099137	17.181563	5.779270
97.791581	16.938420	5.897854
92.757381	18.130446	5.968900
93.922211	18.297451	5.996219
102.999750	23.601683	5.144586
102.887666	21.760986	5.250348
103.827592	25.375803	5.602784
99.772158	22.030778	5.809522
96.182293	25.048713	6.009790
104.696740	26.081498	6.069029
