# Completeness = 29 / 53
RA	Dec	magnitude
139.282094	-14.574092	5.519096
137.298068	-12.357701	5.523223
134.684179	-16.131778	5.651815
133.128312	-13.232945	5.797881
133.659309	-11.377415	5.819498
141.943953	-6.071625	5.162531
137.398131	-8.787680	5.204980
139.172283	-8.744756	5.458269
137.175659	-8.589536	5.611510
142.981667	-10.370248	5.760155
126.115944	-8.520091	5.337485
131.539811	-10.829938	5.390416
129.932366	-9.587036	5.446176
131.528492	-11.006694	5.529629
128.867400	-7.982226	5.707087
132.340435	-3.443127	5.275396
