# Completeness = 28 / 57
RA	Dec	magnitude
271.364454	2.495224	3.987364
270.438415	1.305004	4.433036
270.065837	4.368586	4.758471
272.667996	3.324238	5.122143
271.365912	2.494199	5.539218
272.475119	3.118971	5.546168
268.308539	6.101728	5.661366
274.789537	7.259778	5.092636
279.115963	9.121918	5.272436
276.411645	8.031978	5.339126
276.994887	6.193997	5.670773
265.384672	6.313144	5.569562
263.652904	9.586657	5.800199
261.579198	7.595617	5.854472
270.238383	15.093115	6.106617
265.841770	14.295297	6.117013
268.558773	11.129793	6.155297
266.071852	14.410135	6.162354
271.836275	15.234678	6.246204
