# Completeness = 28 / 58
RA	Dec	magnitude
65.388333	46.498723	4.782536
72.788593	48.740520	5.374020
74.942934	53.155404	5.564556
88.740950	59.888290	5.173921
85.757100	56.581651	5.800827
89.949770	54.546818	5.806740
86.626780	56.115314	5.898814
85.334753	53.478731	5.990948
72.001566	56.756552	5.225679
64.805478	50.048446	5.388618
69.992254	53.472565	5.435337
73.762937	55.259075	5.485018
65.047969	50.920907	5.506033
68.007691	53.910821	5.712364
64.301291	50.865801	5.828056
74.289783	59.120205	5.195844
80.866136	57.544157	5.216468
76.535166	58.972341	5.261821
76.624155	61.169390	5.516090
89.396453	66.096046	5.782466
