# Completeness = 65 / 113
RA	Dec	magnitude
109.205813	-36.592604	4.986543
111.182615	-31.808864	5.058623
109.659049	-36.742708	5.064229
116.394311	-34.164962	5.194014
110.882864	-32.202042	5.356617
110.752864	-31.923756	5.373729
115.315767	-38.533463	5.379207
113.462632	-36.338365	5.382319
112.273617	-38.811999	5.388409
115.799816	-36.050027	5.572542
119.094666	-30.284636	4.678067
119.417067	-30.334542	4.740834
117.397307	-33.288946	4.866850
118.064191	-34.704379	4.940166
118.494553	-26.348797	5.038758
120.767266	-32.463509	5.454997
107.580456	-27.491509	5.203824
108.712965	-27.038125	5.211322
108.837714	-30.686386	5.316168
106.718586	-24.960560	5.655449
107.429243	-25.231019	5.656799
107.429054	-27.883252	5.823504
103.392855	-28.541758	5.869607
114.707707	-26.803751	4.421562
113.845077	-28.369369	4.609010
114.705637	-26.801708	4.631690
114.575180	-25.364835	4.657461
112.464204	-23.024272	4.765226
110.870936	-27.834314	4.770483
110.267985	-25.891588	4.860951
109.668232	-24.558683	4.988013
109.713595	-26.585838	5.024112
