# Completeness = 44 / 85
RA	Dec	magnitude
237.210090	-52.438303	5.584009
235.655084	-49.489635	5.592821
242.507153	-49.236706	5.606035
237.880170	-47.060955	5.647169
237.489384	-48.912454	5.831314
237.568228	-45.401864	6.059287
239.975557	-54.020958	6.062862
239.875888	-41.744515	4.733053
240.850685	-38.602665	4.870595
243.813597	-47.372223	5.102956
245.621065	-43.912111	5.526956
241.817831	-36.755884	5.613798
244.572700	-46.449836	5.754441
232.351078	-46.732731	4.540360
231.333966	-38.733685	4.559559
233.971738	-44.958481	4.680546
226.178664	-40.861490	4.730577
228.206480	-44.500511	4.788659
233.506887	-40.066587	4.825293
226.329982	-41.067244	4.842067
234.050134	-44.397077	4.886434
229.016714	-41.491178	5.064031
235.659379	-37.425016	4.960588
239.222938	-33.966283	5.079535
231.825434	-36.767664	5.425261
239.338798	-36.185417	5.519164
236.684133	-34.682570	5.587417
239.225527	-33.964443	5.602274
