# Completeness = 27 / 59
RA	Dec	magnitude
284.773980	13.621689	5.117089
281.672414	18.705800	5.487989
280.964621	10.901143	5.765409
284.695518	13.906441	5.866344
291.619529	19.891284	5.188395
284.025283	18.104697	5.389316
288.888959	18.516397	5.533033
291.555209	20.097578	5.594915
288.822504	21.232151	5.628496
285.719285	19.661007	5.690639
286.660255	24.250850	5.767746
275.536308	23.285517	4.665092
275.704665	17.826685	4.855870
272.220309	20.045140	5.059922
274.478580	17.981469	5.089626
273.319352	21.880579	5.603998
281.518751	26.662235	4.460252
284.939942	26.230355	4.865078
278.192373	23.616834	5.341857
283.068414	21.425097	5.377762
277.398793	23.866184	5.838985
