# Completeness = 79 / 131
RA	Dec	magnitude
121.668044	-45.265964	4.550747
118.265086	-49.612977	4.572828
122.857854	-42.987258	4.683607
123.392825	-50.196076	4.745517
119.465391	-45.577535	4.768989
121.265475	-53.107933	5.089133
123.400584	-46.991582	5.092365
122.399568	-44.122753	5.150408
122.429767	-47.937149	5.180870
130.487087	-45.410692	5.115778
129.503868	-46.904210	5.139904
127.364468	-44.724780	5.143241
130.079566	-40.263842	5.194364
126.466191	-42.153013	5.412157
132.413108	-40.320162	5.457675
128.621817	-37.611122	5.562410
129.415295	-40.435447	5.702090
115.925475	-40.934506	4.814523
115.737400	-45.175578	4.834570
116.854082	-38.511120	5.025613
119.326682	-44.109830	5.037912
118.264553	-36.363758	5.134423
116.881246	-46.608451	5.170034
119.867709	-39.297011	5.185173
117.035597	-40.652498	5.205245
119.240781	-43.500361	5.272162
124.638192	-36.658843	4.398420
123.372948	-35.899472	4.750914
123.492921	-36.322246	5.026661
125.337645	-36.484145	5.139921
124.572541	-35.451702	5.220325
125.820549	-38.286106	5.239001
120.525576	-37.049989	5.253667
122.972316	-35.773034	5.268675
118.545856	-35.877269	5.444371
