# Completeness = 19 / 42
RA	Dec	magnitude
41.982995	-12.460854	4.868352
43.135678	-12.770555	5.812265
40.392116	-14.549118	5.871366
48.958428	-8.819524	4.733678
53.990388	-11.193433	5.323981
52.003935	-11.286799	5.446537
52.400158	-12.674713	5.540398
45.484026	-9.961424	5.548176
43.059100	-8.267133	5.252446
38.677866	-7.859729	5.284039
35.507075	-10.777900	5.335939
44.155772	-3.712519	5.137276
46.069123	-7.600776	5.209040
44.675212	-2.783179	5.215474
47.828194	-3.811673	5.256217
45.212038	-2.878585	5.271341
