# Completeness = 29 / 63
RA	Dec	magnitude
277.843429	-62.278504	4.577619
284.650741	-60.200404	4.657272
272.608245	-62.001231	5.311746
273.918824	-63.055477	5.332698
281.298245	-61.095296	5.508409
281.349181	-56.882061	5.729240
273.567750	-63.689939	5.968167
298.157316	-54.971014	5.497398
292.988012	-54.165300	5.628267
295.806665	-56.260484	5.639750
293.224535	-53.185648	5.701169
292.469393	-55.442043	5.891924
277.486866	-57.523249	5.486130
276.767595	-53.110160	5.634505
272.489617	-59.040194	5.771730
278.629536	-52.891709	5.823505
284.615802	-52.938667	4.819884
289.090573	-45.465984	4.914882
286.583385	-52.341430	5.007184
291.089648	-43.722081	5.328735
285.990114	-51.019261	5.574718
293.339985	-45.271886	5.575333
286.742540	-45.970458	5.640316
