# Completeness = 52 / 97
RA	Dec	magnitude
198.811870	-67.894632	4.749032
192.437484	-71.986274	5.219484
205.306166	-71.868106	5.413732
181.545740	-73.556794	5.420310
199.829007	-72.035835	5.569555
188.042175	-73.001083	5.590635
194.131799	-72.185270	5.601061
208.704421	-67.652170	5.209016
212.628673	-70.305481	5.332593
216.779322	-65.821711	5.340777
216.276268	-68.195351	5.406480
217.818915	-67.717451	5.617400
214.161227	-66.587925	5.708743
210.217225	-66.269020	5.877706
199.304048	-66.783469	4.365726
185.530234	-67.522133	5.151627
197.115843	-67.796764	5.437376
185.550103	-68.307547	5.440825
181.161566	-68.328947	5.543622
197.029759	-65.306029	5.589323
193.792430	-68.906793	5.746269
181.582955	-68.651413	5.874251
201.306430	-64.485245	5.204391
205.504277	-58.787120	5.346007
206.795211	-62.589716	5.515118
210.859920	-56.213532	5.558422
204.703888	-57.622742	5.658012
205.043894	-64.576552	5.687508
199.573824	-61.328146	5.689359
209.366977	-57.711120	5.894053
