# Completeness = 36 / 69
RA	Dec	magnitude
350.478944	31.812431	5.423769
350.222667	38.182062	5.653559
343.935548	36.351394	5.718545
349.968683	42.078098	5.219237
351.036887	41.612862	5.248243
353.694816	38.024053	5.534423
353.656296	40.236233	5.546851
358.889409	47.355772	5.693960
351.781363	42.912086	5.738770
345.651929	42.757796	5.012317
340.369361	40.225427	5.210194
341.021772	39.465222	5.410152
343.529718	40.377031	5.503276
342.487117	41.051210	5.519355
342.045735	37.416411	5.541899
344.098448	41.603855	5.563773
340.023960	40.670049	5.630435
349.874348	48.625557	5.163304
354.784596	50.471724	5.331331
353.235648	46.123676	5.604608
352.531084	49.133159	5.690173
358.840701	48.638206	5.721973
