# Completeness = 22 / 49
RA	Dec	magnitude
317.117198	6.989371	5.348522
311.951424	6.008150	5.649290
316.361003	5.957601	5.812360
315.016821	7.516331	5.934988
312.496413	5.544585	5.952981
320.723630	6.811188	5.129973
319.716877	11.203451	5.235017
322.103526	8.195531	5.501913
309.683291	13.315127	5.190834
308.487993	13.027380	5.379508
309.454842	11.377637	5.418499
307.359751	9.897781	5.632195
306.433899	10.055829	5.694880
313.902946	13.721485	4.867437
311.661867	16.123222	5.017348
314.607830	10.839133	5.269335
313.910888	12.568700	5.520574
315.757595	14.730048	5.523605
