# Completeness = 42 / 79
RA	Dec	magnitude
279.896298	-43.186072	4.499952
277.939283	-45.914930	4.889999
278.008111	-45.757427	5.034720
276.725078	-48.117484	5.217680
277.483277	-47.220597	5.294867
272.768333	-47.513257	5.744811
287.087651	-40.496819	4.249207
285.778991	-42.095309	4.709641
283.113640	-46.595124	4.790763
284.070467	-42.710803	5.064681
282.210522	-43.680118	5.422138
282.364404	-45.809847	5.555444
282.395801	-43.434211	5.573776
273.973134	-44.206399	5.171989
276.075988	-44.110353	5.199458
275.870151	-36.237967	5.259289
277.984258	-43.507420	5.277691
275.721128	-36.669671	5.294181
273.302898	-41.336138	5.419032
278.346364	-38.726074	5.606336
281.936045	-40.406248	4.987054
280.945595	-38.323682	5.090086
281.238191	-39.686216	5.100423
278.490702	-33.016612	5.253687
284.168740	-37.343364	5.320734
