# Completeness = 37 / 70
RA	Dec	magnitude
91.242392	5.419964	5.387851
87.554482	4.423234	5.512440
94.316263	5.100714	5.565168
93.248266	6.016202	5.611567
87.625119	2.024680	5.637880
89.476946	1.224323	5.644011
97.951322	11.544535	5.184288
94.277618	9.942122	5.328156
98.823319	9.988306	5.396363
93.937345	12.551064	5.451777
98.096990	11.673356	5.802357
83.705170	9.489575	4.313984
84.268495	11.034935	5.298023
83.819398	8.700700	5.426565
83.785343	9.935019	5.464440
93.013692	16.130328	4.911102
95.017573	14.651056	4.967146
86.928804	13.899545	5.246468
87.620492	14.305440	5.294897
88.092799	14.171772	5.569982
89.206515	11.520808	5.595974
89.721771	12.808288	5.601938
