# Completeness = 53 / 93
RA	Dec	magnitude
313.311555	44.387273	4.728380
315.600795	44.790959	4.950846
311.955303	47.831787	5.067395
313.327431	45.181662	5.189621
312.406909	50.127110	5.206710
314.581737	44.472024	5.304338
315.295582	46.155784	5.348647
313.957502	47.417638	5.531616
319.309497	55.798062	5.504082
325.162806	54.324663	5.504203
326.301648	52.267570	5.582744
324.740052	57.489018	5.612378
328.004463	55.796757	5.684506
317.565056	53.563085	5.724093
323.235923	49.977681	5.745666
310.552645	50.340036	5.377267
307.943617	56.779821	5.590997
305.127687	53.595680	5.653773
308.277549	54.456984	5.731695
307.838429	52.309800	5.935260
307.363001	56.068215	5.959072
318.196840	60.097985	4.945885
321.855125	59.750008	4.977233
314.856177	59.438649	5.049916
319.635032	61.184384	5.185165
322.747032	60.459415	5.458203
311.754387	58.416750	5.642879
