# Completeness = 40 / 79
RA	Dec	magnitude
98.764194	-22.964720	4.500661
103.251194	-26.957925	4.808660
103.945516	-22.941425	5.269926
104.391092	-24.630410	5.413267
104.649543	-25.414129	5.560013
105.274753	-25.215610	5.606254
101.347248	-23.462327	5.698586
110.556367	-19.016630	4.912242
110.596181	-20.506633	5.376627
108.350222	-22.674415	5.444655
103.328134	-19.032721	5.578688
106.196116	-22.031844	5.743814
103.761407	-20.404923	5.784071
107.923308	-20.882961	5.823684
97.155991	-17.465969	5.432847
93.785020	-20.272046	5.457678
94.557173	-19.966941	5.479229
99.095155	-18.659821	5.487134
97.549269	-19.214986	5.611500
93.824085	-18.477473	5.689766
95.942268	-15.071246	5.731232
104.027686	-14.043403	4.592912
101.712873	-14.425936	5.244873
102.590657	-17.084563	5.265003
101.497421	-14.796208	5.272669
99.194151	-13.321173	5.338533
