# Completeness = 112 / 130
RA	Dec	magnitude
156.522011	-16.836645	3.266733
165.811624	-11.303943	5.264592
151.280949	-13.064541	4.567612
154.406791	-8.068898	5.168725
156.433854	-7.059247	4.935474
157.572660	-0.637137	5.036000
177.677121	1.763519	3.468565
165.457025	-2.484748	4.026126
162.168893	-1.958860	5.142053
170.283727	6.029268	4.054757
169.322746	2.009924	4.500076
144.964212	-1.143089	3.466299
138.591681	2.312888	3.881346
142.287732	-2.769078	4.465013
144.612967	4.649066	4.213269
158.202765	9.306570	3.825666
151.975755	9.997219	3.838813
150.053214	8.044122	3.883179
