# Completeness = 125 / 150
RA	Dec	magnitude
83.406311	-62.489769	3.593462
88.526682	-63.087335	4.344005
87.457574	-56.166990	4.172709
79.842392	-50.604955	5.305933
64.007328	-51.485829	4.187571
76.242196	-49.577844	4.454087
86.821235	-51.066136	3.823242
87.721778	-52.109215	4.898322
86.614100	-46.597114	5.046144
89.786802	-42.815181	3.637656
80.850256	-39.678390	4.807367
70.139634	-41.864088	4.350951
73.728351	-39.628510	5.581359
82.803265	-35.470651	3.545657
76.102363	-35.483166	4.194447
56.316127	-47.359514	5.480812
63.500728	-42.295271	3.526655
62.711913	-41.993292	4.776711
50.000344	-43.066553	4.063915
57.363275	-36.200477	3.928332
55.708052	-37.313829	4.250111
68.887403	-30.562398	3.565926
68.376714	-29.767701	4.224946
56.983635	-30.168911	5.256703
65.773678	-24.892215	5.202132
