# Completeness = 195 / 232
RA	Dec	magnitude
275.806806	-61.493872	3.799543
283.054290	-62.187650	4.165446
272.145257	-63.669411	4.289329
290.713556	-54.424298	5.012289
291.950447	-54.325228	5.228655
293.988297	-53.008292	5.362882
283.165465	-52.107800	4.910602
274.281353	-56.023407	5.261704
290.659598	-44.459039	3.945255
290.805324	-44.800018	4.178862
293.804055	-48.099363	4.578217
301.846379	-52.880742	4.191610
297.558644	-47.557438	5.108287
300.167109	-49.608610	5.228491
309.392134	-47.291208	2.852150
308.479541	-44.516203	4.849891
300.889798	-37.941067	4.268914
299.934112	-35.276420	4.342102
276.743291	-45.968696	3.488739
271.657724	-50.091523	3.643981
277.208693	-49.071610	3.814260
287.507344	-39.340963	3.762567
290.971750	-40.616471	3.950460
287.368566	-37.904903	4.097298
272.807218	-45.954581	4.242866
278.375967	-42.312601	4.342406
275.577153	-38.657027	4.532012
278.089065	-39.704168	5.142230
284.680030	-37.107765	4.764698
281.080678	-35.642113	4.814851
293.118953	-30.869609	5.250017
300.664667	-27.709781	3.220193
299.236840	-27.169971	4.053887
286.734747	-27.671541	2.966831
286.878516	-28.636837	5.454546
294.177147	-24.883725	4.579329
288.885304	-25.256817	4.651327
