# Completeness = 143 / 175
RA	Dec	magnitude
349.357228	-58.235370	3.891795
359.979591	-65.577236	4.459122
344.274944	-57.401422	4.896874
346.165547	-53.965373	4.774462
351.055421	-51.891337	5.075102
341.408071	-53.500043	4.463584
337.439214	-43.749206	2.980583
342.139504	-51.317143	3.487227
335.684400	-45.948043	3.592578
354.462928	-45.492407	4.734344
359.732844	-52.745531	4.795882
353.243261	-37.818178	4.347513
347.590576	-45.246835	3.625499
346.719415	-43.520413	4.309135
349.706129	-32.532377	4.076891
345.874630	-34.749040	5.041611
327.066712	-47.304930	5.419392
331.528548	-39.543909	4.023706
333.904075	-41.346577	4.551823
320.190551	-40.809506	4.715503
323.024597	-41.179262	4.975827
320.039519	-45.021876	5.002563
328.482769	-37.364948	3.013835
326.236872	-33.026201	4.315844
337.876686	-32.346159	4.263408
343.987145	-32.539479	3.941577
343.131212	-32.875611	4.480599
340.592114	-29.361137	5.012991
332.108073	-34.044061	4.440129
332.096274	-32.988585	4.465882
340.164060	-27.043622	4.161008
335.398148	-21.598607	4.810523
