# Completeness = 144 / 169
RA	Dec	magnitude
315.322721	-32.257788	4.431923
312.492085	-33.779809	4.634109
319.484809	-32.172655	4.688322
306.979922	-28.260999	4.232796
310.349147	-31.598555	5.017952
312.955332	-26.919144	3.399040
316.781820	-25.006049	3.781940
329.682579	-21.182944	5.071775
321.666776	-22.411215	3.530039
320.561786	-16.834522	4.049088
322.181482	-21.807204	4.268466
326.761392	-16.128607	2.836813
325.023618	-16.662414	3.641911
301.730315	-27.225132	4.542010
310.012162	-18.138756	4.298475
304.848375	-19.118573	4.824424
305.252980	-14.781406	2.836874
304.513844	-12.544841	3.327416
316.487168	-17.233137	4.078666
318.936953	-15.171482	4.277318
316.814315	-16.422755	5.397410
317.398959	-11.371759	4.251080
311.919109	-9.495932	3.774703
311.934329	-5.027880	3.449377
316.019745	-5.823092	5.499823
