# Completeness = 171 / 207
RA	Dec	magnitude
130.025656	-35.308447	3.735346
135.022293	-41.253379	4.261435
140.373229	-25.965484	3.915372
140.800399	-28.833759	4.462702
142.476995	-26.589612	5.072459
132.632342	-27.709458	3.609545
130.897995	-33.186339	3.663920
129.926849	-29.561491	4.624207
137.012172	-25.858537	3.955338
133.881945	-27.682301	4.841538
148.550431	-25.932087	4.499607
145.320721	-23.591500	4.648011
145.558125	-23.914401	4.772147
148.717305	-19.009519	4.228612
151.789653	-17.141982	5.024588
141.827575	-22.344518	4.378458
143.301819	-21.115655	4.752573
145.076392	-14.332379	5.028224
143.232359	-13.516799	5.383261
121.885630	-24.304116	2.750589
126.265433	-24.046090	4.754286
129.973099	-17.303661	4.317508
119.214629	-22.880092	4.017603
122.256766	-19.245052	4.357016
119.966895	-18.399411	4.592041
122.817810	-12.926959	4.458358
123.333137	-15.788241	4.706478
126.674390	-12.534719	5.169036
131.593982	-13.547790	4.067170
133.801873	-18.241162	5.317967
134.142152	-16.708871	5.354095
139.943130	-11.974798	4.520355
140.120837	-9.555824	4.564609
139.173996	-6.353131	4.894355
130.918167	-7.233735	4.358281
130.005761	-12.475366	4.475735
