# Completeness = 258 / 307
RA	Dec	magnitude
254.654913	-55.990299	2.510786
266.433173	-64.724123	3.279602
262.774129	-60.684284	3.596028
261.324886	-55.529997	2.391282
261.348555	-56.377786	3.304689
257.911243	-48.873419	4.816456
252.446821	-59.041495	3.105009
244.958985	-50.155737	3.717470
244.180385	-53.811116	4.425869
254.896041	-53.160343	3.547944
246.795927	-47.554884	4.484875
248.520919	-44.045325	4.815575
263.914802	-46.505860	4.523951
265.099982	-49.416365	4.630771
266.036155	-51.834902	4.942752
266.896164	-40.127021	2.866683
264.136801	-38.636218	3.923714
269.449149	-41.716361	4.083907
252.967559	-38.047481	3.069865
253.645092	-42.362333	3.145207
258.038441	-43.240469	3.234533
253.083870	-38.017637	3.542674
256.205639	-34.122937	4.735985
258.615225	-39.766656	5.324928
259.264671	-32.663084	5.404375
260.728235	-37.220963	5.621789
240.804024	-49.229651	4.400192
235.296347	-44.662390	4.520535
235.242387	-47.736284	5.500709
240.030433	-38.396826	3.407868
241.647999	-36.802414	4.156569
241.622599	-45.173094	4.676848
230.451037	-36.261754	2.965608
230.342921	-40.647608	3.214463
234.512438	-42.567087	3.828281
230.788858	-36.858579	4.513188
237.739687	-33.627326	3.958363
234.941613	-34.411971	4.385198
235.670803	-34.710550	4.717130
249.093714	-35.255284	3.491360
247.845498	-34.704450	4.183035
254.296586	-33.259534	4.792548
255.469292	-32.143746	5.013706
239.221068	-29.214180	3.866735
242.032106	-26.326709	4.422068
243.075791	-27.926484	4.525139
240.835595	-25.865412	4.570461
245.159046	-24.169404	4.124845
248.034258	-21.466226	4.425611
