pl_name,hostname,ra,dec,sy_dist,sy_plx,sy_gaiamag
Kepler-1505 b,Kepler-1505,292.0020614,41.7869639,495.1480000,1.9914600,12.9258000
Kepler-1506 b,Kepler-1506,290.1498822,41.4645625,2366.0200000,0.3931090,15.6243000
Kepler-1507 b,Kepler-1507,288.5616269,46.5361247,320.4780000,3.0914400,13.1038000
Kepler-1508 b,Kepler-1508,298.1188802,40.3750316,1260.2800000,0.7651670,14.3466000
Kepler-1509 b,Kepler-1509,283.7977792,46.9310139,2002.9600000,0.4697740,15.3316000
Kepler-151 b,Kepler-151,292.1627933,41.0231947,649.9190000,1.5101400,14.7189000
Kepler-151 c,Kepler-151,292.1627933,41.0231947,649.9190000,1.5101400,14.7189000
Kepler-1510 b,Kepler-1510,298.9591432,48.2578295,1696.2500000,0.5616500,15.1424000
Kepler-1511 b,Kepler-1511,288.4211892,43.1797730,1475.6000000,0.6488250,13.5024000
Kepler-1512 b,Kepler-1512,289.2744976,44.4704056,,,13.2634000
Kepler-1513 b,Kepler-1513,289.7917561,39.2852655,349.2470000,2.8345500,12.9559000
Kepler-1513 c,Kepler-1513,289.7917561,39.2852655,349.2470000,2.8345500,12.9559000
Kepler-1514 b,Kepler-1514,292.6274943,37.8601653,397.2920000,2.4885000,11.8292000
Kepler-1514 c,Kepler-1514,292.6274943,37.8601653,397.2920000,2.4885000,11.8292000
Kepler-1515 b,Kepler-1515,290.9739057,48.1782059,539.3210000,1.8255500,11.9975000
Kepler-1516 b,Kepler-1516,291.4945795,44.5234227,1358.9500000,0.7073170,14.4469000
Kepler-1517 b,Kepler-1517,287.8072115,43.1888008,847.2990000,1.1515600,12.1739000
Kepler-1518 b,Kepler-1518,300.3323404,44.9861065,903.5100000,1.0780800,13.2803000
Kepler-1518 c,Kepler-1518,300.3323404,44.9861065,903.5100000,1.0780800,13.2803000
Kepler-1519 b,Kepler-1519,296.6679448,49.4617774,1441.6300000,0.6651480,14.8034000
Kepler-152 b,Kepler-152,286.8653826,41.9889571,441.0900000,2.2382800,14.2437000
Kepler-152 c,Kepler-152,286.8653826,41.9889571,441.0900000,2.2382800,14.2437000
Kepler-1520 b,Kepler-1520,290.9662102,51.5047656,607.9170000,1.6166600,15.6932000
Kepler-1521 b,Kepler-1521,292.6903779,37.8350549,206.9830000,4.8025700,12.8476000
Kepler-1522 b,Kepler-1522,289.8432347,52.0702094,814.1250000,1.1995300,14.1963000
Kepler-1523 b,Kepler-1523,296.0540705,45.8270447,865.5960000,1.1269400,14.8369000
Kepler-1524 b,Kepler-1524,293.8853557,39.5198348,381.7730000,2.5907000,12.7003000
Kepler-1525 b,Kepler-1525,290.5594479,49.9428629,382.9890000,2.5823000,12.6919000
Kepler-1526 b,Kepler-1526,285.1197266,38.8664618,555.5740000,1.7717600,15.6551000
Kepler-1527 b,Kepler-1527,297.4144457,46.0608077,1842.1300000,0.5150250,15.0782000
Kepler-1528 b,Kepler-1528,287.4029864,46.5740084,817.5340000,1.1944600,14.4764000
Kepler-1529 b,Kepler-1529,289.8707469,41.0407482,661.0140000,1.4843800,15.3885000
Kepler-153 b,Kepler-153,282.4605020,48.2570293,459.3680000,2.1480700,14.2493000
Kepler-153 c,Kepler-153,282.4605020,48.2570293,459.3680000,2.1480700,14.2493000
Kepler-1530 b,Kepler-1530,288.1624396,48.1651530,489.8760000,2.0125000,14.0055000
Kepler-1530 c,Kepler-1530,288.1624396,48.1651530,489.8760000,2.0125000,14.0055000
Kepler-1530 d,Kepler-1530,288.1624396,48.1651530,489.8760000,2.0125000,14.0055000
Kepler-1531 b,Kepler-1531,285.1466220,39.3708055,666.3340000,1.4718700,13.1712000
Kepler-1532 b,Kepler-1532,296.9027840,41.1981424,798.2460000,1.2244100,14.8028000
Kepler-1533 b,Kepler-1533,295.9755645,44.7133739,966.8010000,1.0058300,13.1678000
Kepler-1534 b,Kepler-1534,292.3953730,43.8691326,,,16.2352000
Kepler-1535 b,Kepler-1535,286.6136850,38.8919507,897.7330000,1.0851900,14.1798000
Kepler-1536 b,Kepler-1536,291.5852554,45.7158742,387.2480000,2.5539100,15.1407000
Kepler-1537 b,Kepler-1537,294.3853917,43.8254461,517.2920000,1.9045300,14.5457000
Kepler-1538 b,Kepler-1538,283.3456110,45.2743573,1125.3000000,0.8600850,15.2279000
Kepler-1539 b,Kepler-1539,284.2194566,44.2685146,748.3260000,1.3080100,15.3085000
Kepler-154 b,Kepler-154,289.7805393,49.8965624,915.2120000,1.0639600,14.5121000
Kepler-154 c,Kepler-154,289.7805393,49.8965624,915.2120000,1.0639600,14.5121000
Kepler-154 d,Kepler-154,289.7805393,49.8965624,915.2120000,1.0639600,14.5121000
Kepler-154 e,Kepler-154,289.7805393,49.8965624,915.2120000,1.0639600,14.5121000
Kepler-154 f,Kepler-154,289.7805393,49.8965624,915.2120000,1.0639600,14.5121000
Kepler-1540 b,Kepler-1540,283.3445555,41.2017544,244.9600000,4.0533900,14.0831000
Kepler-1541 b,Kepler-1541,283.7870875,48.0296019,416.6920000,2.3709800,13.7908000
Kepler-1542 b,Kepler-1542,285.7284757,42.6544651,399.1140000,2.4769100,12.5876000
Kepler-1542 c,Kepler-1542,285.7284757,42.6544651,399.1140000,2.4769100,12.5876000
Kepler-1542 d,Kepler-1542,285.7284757,42.6544651,399.1140000,2.4769100,12.5876000
Kepler-1542 e,Kepler-1542,285.7284757,42.6544651,399.1140000,2.4769100,12.5876000
Kepler-1543 b,Kepler-1543,297.1242915,47.0369876,921.7840000,1.0561800,13.4193000
Kepler-1544 b,Kepler-1544,297.2852168,49.2124526,335.0900000,2.9554000,14.0390000
Kepler-1545 b,Kepler-1545,298.8988313,47.4630696,729.9640000,1.3415700,15.0334000
Kepler-1546 b,Kepler-1546,297.5839183,41.5411993,931.9560000,1.0449600,15.3680000
Kepler-1547 b,Kepler-1547,283.7640396,42.2220992,674.6950000,1.4532900,13.4085000
Kepler-1548 b,Kepler-1548,287.4711817,46.0805706,872.2790000,1.1179000,15.2455000
Kepler-1549 b,Kepler-1549,286.0524399,39.0960281,803.0520000,1.2167800,15.1516000
Kepler-155 b,Kepler-155,288.4957831,51.0819286,293.4990000,3.3785000,14.2400000
Kepler-155 c,Kepler-155,288.4957831,51.0819286,293.4990000,3.3785000,14.2400000
Kepler-1550 b,Kepler-1550,287.7646113,38.2947076,1179.0100000,0.8196530,14.8841000
Kepler-1551 b,Kepler-1551,295.7855238,39.9078956,1463.7200000,0.6553390,15.0975000
Kepler-1552 b,Kepler-1552,291.6768669,38.8749152,769.0960000,1.2717700,14.9308000
Kepler-1553 b,Kepler-1553,291.9191348,39.0221769,692.5940000,1.4154600,14.9914000
Kepler-1554 b,Kepler-1554,286.5760160,41.7415762,946.8470000,1.0281100,15.7147000
Kepler-1555 b,Kepler-1555,287.6354587,45.7160327,2013.2700000,0.4670860,15.3259000
Kepler-1556 b,Kepler-1556,288.3969751,40.2131892,944.5400000,1.0304400,15.2978000
Kepler-1557 b,Kepler-1557,293.8813592,46.8388172,1380.1600000,0.6961060,15.2987000
Kepler-1558 b,Kepler-1558,286.8194349,46.9117837,325.7370000,3.0410700,13.5998000
Kepler-1559 b,Kepler-1559,292.2866565,42.0725948,614.8270000,1.5980500,14.4880000
Kepler-156 b,Kepler-156,290.2964214,37.7494271,443.4830000,2.2261100,14.1564000
Kepler-156 c,Kepler-156,290.2964214,37.7494271,443.4830000,2.2261100,14.1564000
Kepler-1560 b,Kepler-1560,292.7846013,43.2160100,502.4970000,1.9612800,13.3846000
Kepler-1561 b,Kepler-1561,296.9235822,43.5664628,839.0760000,1.1636500,14.6480000
Kepler-1562 b,Kepler-1562,294.4556567,46.7435353,2060.7200000,0.4564470,15.2729000
Kepler-1563 b,Kepler-1563,288.5735936,51.4727698,616.6970000,,13.5682000
Kepler-1564 b,Kepler-1564,290.5861316,46.6427486,908.8050000,1.0718100,14.9531000
Kepler-1565 b,Kepler-1565,297.9529793,40.8067876,629.9300000,1.5593500,15.4317000
Kepler-1566 b,Kepler-1566,283.5875459,40.5749018,466.5860000,2.1144200,14.3122000
Kepler-1567 b,Kepler-1567,286.6951530,40.2918894,1206.1100000,0.8007770,15.6322000
Kepler-1568 b,Kepler-1568,289.1826808,47.8733301,916.3130000,1.0625600,13.9451000
Kepler-1569 b,Kepler-1569,292.2046748,37.2212065,945.4540000,1.0291300,13.9323000
Kepler-157 b,Kepler-157,291.0972257,38.8756049,773.7130000,1.2638000,14.0374000
Kepler-157 c,Kepler-157,291.0972257,38.8756049,773.7130000,1.2638000,14.0374000
Kepler-157 d,Kepler-157,291.0972257,38.8756049,773.7130000,1.2638000,14.0374000
Kepler-1570 b,Kepler-1570,299.8617842,45.8274232,918.9950000,1.0595100,13.9702000
Kepler-1571 b,Kepler-1571,300.9354067,45.5964836,675.3030000,1.4521300,13.7700000
Kepler-1572 b,Kepler-1572,281.8973341,46.7227061,946.6020000,1.0275700,13.7175000
Kepler-1573 b,Kepler-1573,292.9883129,49.4849664,1455.3600000,0.6585010,15.1693000
Kepler-1574 b,Kepler-1574,292.1586689,49.6377914,1384.1600000,0.6938320,15.0937000
Kepler-1575 b,Kepler-1575,293.7432102,45.7615507,1246.9200000,0.7737190,15.4185000
Kepler-1576 b,Kepler-1576,289.0739641,40.3660239,460.9100000,2.1407300,13.3354000
Kepler-1577 b,Kepler-1577,292.9552704,47.5730433,510.0290000,1.9321400,15.0571000
Kepler-1578 b,Kepler-1578,288.3021104,47.7756227,1064.0500000,0.9116850,15.3281000
Kepler-1579 b,Kepler-1579,293.2880220,43.5149061,,,15.2481000
Kepler-158 b,Kepler-158,284.0323723,39.7815365,315.1770000,3.1440500,14.4165000
Kepler-158 c,Kepler-158,284.0323723,39.7815365,315.1770000,3.1440500,14.4165000
Kepler-1580 b,Kepler-1580,285.9687099,41.3635264,1002.0200000,0.9694630,12.5755000
Kepler-1581 b,Kepler-1581,287.3713199,39.6036225,493.1750000,1.9990700,12.3525000
Kepler-1582 b,Kepler-1582,289.3765441,41.1580845,78.8906000,12.6475000,16.4142000
Kepler-1583 b,Kepler-1583,286.3869335,47.0165188,403.9330000,2.4468500,12.8414000
Kepler-1584 b,Kepler-1584,287.7626791,43.2743929,1416.3100000,0.6772380,14.8844000
Kepler-1585 b,Kepler-1585,296.1589897,44.5630457,944.4650000,1.0315200,15.9772000
Kepler-1586 b,Kepler-1586,298.2026236,44.9258585,552.5500000,1.7809900,13.0556000
Kepler-1587 b,Kepler-1587,292.6777294,49.6638666,1026.4800000,0.9454530,14.0315000
Kepler-1588 b,Kepler-1588,288.2327232,48.0021967,924.1410000,1.0533500,13.8210000
Kepler-1589 b,Kepler-1589,294.4418236,40.5716114,1513.1400000,0.6331580,14.9651000
Kepler-159 b,Kepler-159,297.0702037,40.8687340,373.7440000,2.6469700,14.8882000
Kepler-159 c,Kepler-159,297.0702037,40.8687340,373.7440000,2.6469700,14.8882000
Kepler-1590 b,Kepler-1590,291.4079141,48.0178915,771.1520000,1.2680400,14.0770000
Kepler-1591 b,Kepler-1591,296.5166659,44.6086233,1419.5800000,0.6763060,14.6583000
Kepler-1592 b,Kepler-1592,293.8506230,38.3977379,1639.4700000,0.5821080,14.7857000
Kepler-1593 b,Kepler-1593,300.4882018,44.4606698,638.2490000,1.5388600,15.8836000
Kepler-1594 b,Kepler-1594,293.6230451,47.9619127,976.8680000,0.9952270,14.7415000
Kepler-1595 b,Kepler-1595,285.7227502,43.0094855,845.0220000,1.1551500,15.4006000
Kepler-1596 b,Kepler-1596,285.5575066,49.3300866,2146.2300000,0.4357280,15.3662000
Kepler-1597 b,Kepler-1597,288.1639687,42.4810124,1221.0500000,0.7901570,14.1152000
Kepler-1598 b,Kepler-1598,288.4691070,46.7836464,619.8620000,1.5845300,13.8135000
Kepler-1599 b,Kepler-1599,286.2208685,41.1511886,1328.2000000,0.7241680,14.9023000
Kepler-16 b,Kepler-16,289.0758307,51.7572290,75.0852000,13.2893000,11.7472000
Kepler-160 b,Kepler-160,287.7735730,42.8692755,937.0130000,1.0385100,14.6160000
Kepler-160 c,Kepler-160,287.7735730,42.8692755,937.0130000,1.0385100,14.6160000
Kepler-160 d,Kepler-160,287.7735730,42.8692755,937.0130000,1.0385100,14.6160000
Kepler-1600 b,Kepler-1600,291.3993802,38.7877563,1030.8100000,0.9424060,15.8138000
Kepler-1600 c,Kepler-1600,291.3993802,38.7877563,1030.8100000,0.9424060,15.8138000
Kepler-1601 b,Kepler-1601,285.5129496,38.0798390,644.4560000,1.5228800,13.6782000
Kepler-1602 b,Kepler-1602,293.5808607,40.4275396,629.8040000,1.5589900,13.3012000
Kepler-1603 b,Kepler-1603,295.3298254,42.5349698,2712.5800000,0.3405360,15.3397000
Kepler-1604 b,Kepler-1604,285.4106549,44.4122318,541.1890000,1.8191200,14.8989000
Kepler-1605 b,Kepler-1605,287.1349405,47.4886251,546.2300000,1.8020900,12.4129000
Kepler-1606 b,Kepler-1606,286.3782987,43.0732287,831.2870000,1.1745300,15.1062000
Kepler-1607 b,Kepler-1607,296.0598685,42.6560582,1286.1000000,0.7494200,13.8751000
Kepler-1608 b,Kepler-1608,295.5635550,39.4175700,,,15.8947000
Kepler-1609 b,Kepler-1609,290.1465356,39.6658026,1826.0400000,0.5191260,14.9366000
Kepler-161 b,Kepler-161,290.5164698,43.0838642,434.6320000,2.2719700,14.1922000
Kepler-161 c,Kepler-161,290.5164698,43.0838642,434.6320000,2.2719700,14.1922000
Kepler-1610 b,Kepler-1610,295.9049795,45.4054296,864.3310000,1.1292000,15.8137000
Kepler-1610 c,Kepler-1610,295.9049795,45.4054296,864.3310000,1.1292000,15.8137000
Kepler-1611 b,Kepler-1611,296.5120204,49.7277506,908.4440000,,14.4116000
Kepler-1612 b,Kepler-1612,291.2503022,45.6550536,764.7260000,1.2791400,14.7157000
Kepler-1613 b,Kepler-1613,289.8750066,43.4209318,1508.3300000,0.6344240,14.0680000
Kepler-1614 b,Kepler-1614,284.8713893,49.7758867,1191.1900000,0.8110970,15.9408000
Kepler-1615 b,Kepler-1615,286.3592066,42.2273971,1393.8300000,0.6886440,14.5237000
Kepler-1616 b,Kepler-1616,286.5436691,45.3048716,1137.8100000,0.8500170,13.4295000
Kepler-1617 b,Kepler-1617,287.9371747,46.4184781,898.3100000,1.0844100,13.6555000
Kepler-1618 b,Kepler-1618,295.1753619,45.9308594,1229.2500000,0.7849160,13.5664000
Kepler-1619 b,Kepler-1619,285.7035950,44.4221528,734.8500000,1.3320000,13.2994000
Kepler-162 b,Kepler-162,297.2789115,43.7239693,855.6410000,1.1402300,14.2231000
Kepler-162 c,Kepler-162,297.2789115,43.7239693,855.6410000,1.1402300,14.2231000
Kepler-1620 b,Kepler-1620,297.2709026,46.9284743,895.0690000,,13.6228000
Kepler-1621 b,Kepler-1621,297.5885341,43.8411937,1631.6600000,0.5849890,15.0106000
Kepler-1622 b,Kepler-1622,297.3288329,47.8154590,796.4770000,1.2267500,13.3442000
Kepler-1623 b,Kepler-1623,294.0826970,39.5560655,837.4810000,1.1656200,14.9243000
Kepler-1624 b,Kepler-1624,292.5798564,37.3762616,258.9790000,3.8332300,15.6681000
Kepler-1625 b,Kepler-1625,295.4293220,39.8865068,2310.1100000,0.4064500,15.7627000
Kepler-1626 b,Kepler-1626,296.5004384,40.7212069,1368.8300000,0.7021190,14.2242000
Kepler-1627 b,Kepler-1627,284.0566675,41.5767277,317.4370000,3.1222300,13.0492000
Kepler-1628 b,Kepler-1628,281.6336936,43.4115547,,,16.9534000
Kepler-1629 b,Kepler-1629,280.2066276,43.7743281,336.0900000,2.9466800,12.7136000
Kepler-163 b,Kepler-163,295.0027458,46.9873389,689.8140000,1.4210800,14.3796000
Kepler-163 c,Kepler-163,295.0027458,46.9873389,689.8140000,1.4210800,14.3796000
Kepler-1630 b,Kepler-1630,297.5083004,43.7110543,331.2130000,2.9904300,14.2049000
Kepler-1631 b,Kepler-1631,294.6325781,43.8076687,1305.9900000,0.7380120,15.4951000
Kepler-1632 b,Kepler-1632,294.4948769,43.9135575,716.7600000,1.3663400,13.0660000
Kepler-1633 b,Kepler-1633,288.5151733,44.9232545,1114.9100000,0.8680800,13.3918000
Kepler-1634 b,Kepler-1634,294.0433990,45.1398201,617.3390000,1.5913000,14.4860000
Kepler-1635 b,Kepler-1635,285.3490542,45.5561768,1069.4500000,0.9069220,15.6928000
Kepler-1636 b,Kepler-1636,294.0575681,46.4409844,1947.5400000,0.4849460,15.7916000
Kepler-1637 b,Kepler-1637,282.2368006,48.1542016,567.1870000,,13.2726000
Kepler-1638 b,Kepler-1638,295.4823299,48.5244695,1525.5200000,0.6269330,14.7479000
Kepler-1639 b,Kepler-1639,283.0686510,48.8021209,1031.3100000,0.9408780,14.4686000
Kepler-164 b,Kepler-164,287.7808115,47.6298453,890.7580000,1.0938700,14.2329000
Kepler-164 c,Kepler-164,287.7808115,47.6298453,890.7580000,1.0938700,14.2329000
Kepler-164 d,Kepler-164,287.7808115,47.6298453,890.7580000,1.0938700,14.2329000
Kepler-164 e,Kepler-164,287.7808115,47.6298453,890.7580000,1.0938700,14.2329000
Kepler-1640 b,Kepler-1640,294.5577857,40.8504949,1859.7800000,,14.9622000
Kepler-1641 b,Kepler-1641,296.3594560,41.5745321,860.3700000,1.1339400,14.2231000
Kepler-1641 c,Kepler-1641,296.3594560,41.5745321,860.3700000,1.1339400,14.2231000
Kepler-1642 b,Kepler-1642,297.2121215,43.6437890,413.8730000,2.3874500,14.1012000
Kepler-1642 c,Kepler-1642,297.2121215,43.6437890,413.8730000,2.3874500,14.1012000
Kepler-1643 b,Kepler-1643,300.4310076,44.7510129,341.7740000,2.8972000,13.8271000
Kepler-1644 b,Kepler-1644,285.4750512,48.0348356,629.2700000,,14.1827000
Kepler-1645 b,Kepler-1645,297.4795142,48.4185820,1202.4700000,0.8031450,14.4405000
Kepler-1646 b,Kepler-1646,287.5264859,42.9129356,127.5910000,7.8088500,15.6554000
Kepler-1647 b,Kepler-1647,298.1500570,40.6561751,1212.4500000,0.7961760,13.5790000
Kepler-1649 b,Kepler-1649,292.5029676,41.8299933,92.1913000,10.8187000,16.2682000
Kepler-1649 c,Kepler-1649,292.5029676,41.8299933,92.1913000,10.8187000,16.2682000
Kepler-165 b,Kepler-165,280.6909200,47.8096702,560.8850000,1.7541800,14.7945000
Kepler-165 c,Kepler-165,280.6909200,47.8096702,560.8850000,1.7541800,14.7945000
Kepler-1650 b,Kepler-1650,297.7292296,42.8666919,134.3970000,7.4120300,15.7393000
Kepler-1651 b,Kepler-1651,283.6282602,48.3908081,66.4074000,15.0296000,13.0716000
Kepler-1652 b,Kepler-1652,294.3660313,49.9150219,,,16.0023000
Kepler-1653 b,Kepler-1653,296.4577020,41.2660210,,,
Kepler-1654 b,Kepler-1654,282.1856949,44.4344617,568.1170000,1.7313100,13.4057000
Kepler-1655 b,Kepler-1655,286.6895986,39.2120802,213.2600000,4.6602800,11.0141000
Kepler-1656 b,Kepler-1656,284.4722473,39.9118890,185.8750000,5.3511500,11.0622000
Kepler-1656 c,Kepler-1656,284.4722473,39.9118890,185.8750000,5.3511500,11.0622000
Kepler-1658 b,Kepler-1658,294.3565559,38.9473424,788.2380000,1.2405900,11.4200000
Kepler-166 b,Kepler-166,293.1600977,48.8812074,603.5300000,1.6282500,14.6848000
Kepler-166 c,Kepler-166,293.1600977,48.8812074,603.5300000,1.6282500,14.6848000
Kepler-166 d,Kepler-166,293.1600977,48.8812074,603.5300000,1.6282500,14.6848000
Kepler-1660 AB b,Kepler-1660 A,290.5519537,40.2350445,1188.5400000,0.8126120,13.4394000
Kepler-1661 b,Kepler-1661,285.1670927,41.9669383,410.6070000,2.4066000,14.1933000
Kepler-1663 b,Kepler-1663,290.4015156,48.8227234,337.9260000,2.9307000,15.6164000
Kepler-1664 b,Kepler-1664,286.8527157,49.2616668,626.6910000,,13.5307000
Kepler-1665 b,Kepler-1665,290.3962400,41.0399229,335.5150000,2.9516000,13.5913000
Kepler-1666 b,Kepler-1666,297.9516071,46.2647024,1379.3700000,0.6971480,15.0151000
Kepler-1666 c,Kepler-1666,297.9516071,46.2647024,1379.3700000,0.6971480,15.0151000
Kepler-1667 b,Kepler-1667,283.5329505,48.0943604,626.8190000,1.5665400,13.4461000
Kepler-1668 b,Kepler-1668,297.3523076,46.0959309,1335.6400000,0.7213990,15.6767000
Kepler-1669 b,Kepler-1669,297.4303826,39.8478795,543.4440000,1.8123200,15.9088000
Kepler-1669 c,Kepler-1669,297.4303826,39.8478795,543.4440000,1.8123200,15.9088000
Kepler-1669 d,Kepler-1669,297.4303826,39.8478795,543.4440000,1.8123200,15.9088000
Kepler-167 b,Kepler-167,292.6585253,38.3455558,341.9080000,2.8959300,14.0004000
Kepler-167 c,Kepler-167,292.6585253,38.3455558,341.9080000,2.8959300,14.0004000
Kepler-167 d,Kepler-167,292.6585253,38.3455558,341.9080000,2.8959300,14.0004000
Kepler-167 e,Kepler-167,292.6585253,38.3455558,341.9080000,2.8959300,14.0004000
Kepler-1670 b,Kepler-1670,290.3264599,43.1217550,2065.9800000,0.4548750,15.4200000
Kepler-1671 b,Kepler-1671,291.7484295,39.4467817,357.0590000,2.7718300,13.2783000
Kepler-1672 b,Kepler-1672,297.9400971,40.2785566,391.1810000,2.5279600,12.3961000
Kepler-1673 b,Kepler-1673,285.6671724,48.7195865,727.1870000,1.3462900,13.5988000
Kepler-1674 b,Kepler-1674,294.8160447,45.3060844,1012.4800000,0.9596260,15.4779000
Kepler-1675 b,Kepler-1675,283.8095478,41.0412517,651.1170000,1.5069800,13.5535000
Kepler-1676 b,Kepler-1676,287.2368778,43.5671665,,,
Kepler-1677 b,Kepler-1677,298.4932730,47.0130566,735.3690000,1.3311400,13.6440000
Kepler-1678 b,Kepler-1678,292.5916297,38.3995629,847.3390000,1.1521500,14.9068000
Kepler-1679 b,Kepler-1679,293.9005786,50.4270507,909.2800000,1.0722400,15.1144000
Kepler-168 b,Kepler-168,294.7101832,39.8250437,1343.6000000,0.7163330,14.6046000
Kepler-168 c,Kepler-168,294.7101832,39.8250437,1343.6000000,0.7163330,14.6046000
Kepler-1680 b,Kepler-1680,297.0746571,39.9338893,310.3150000,3.1936800,13.6931000
Kepler-1681 b,Kepler-1681,296.6972773,46.3716969,758.3000000,,14.5565000
Kepler-1682 b,Kepler-1682,293.9835827,39.5728474,1159.8500000,0.8349840,15.6780000
Kepler-1683 b,Kepler-1683,298.4501035,44.2840193,733.1430000,1.3357500,14.8429000
Kepler-1684 b,Kepler-1684,294.0054181,46.3106625,621.9960000,1.5796600,15.7650000
Kepler-1685 b,Kepler-1685,296.1882618,43.9368118,1141.8900000,0.8482960,15.9060000
Kepler-1686 b,Kepler-1686,291.6067189,42.0359783,729.8230000,1.3413900,13.7519000
Kepler-1687 b,Kepler-1687,289.7428363,50.7870626,417.0140000,2.3695800,15.4730000
Kepler-1688 b,Kepler-1688,289.5530051,41.2978532,,,13.9862000
Kepler-1689 b,Kepler-1689,291.5741663,38.6559433,294.1220000,3.3711600,12.1077000
Kepler-169 b,Kepler-169,285.9999204,40.9193822,406.5290000,2.4310500,14.1617000
Kepler-169 c,Kepler-169,285.9999204,40.9193822,406.5290000,2.4310500,14.1617000
Kepler-169 d,Kepler-169,285.9999204,40.9193822,406.5290000,2.4310500,14.1617000
Kepler-169 e,Kepler-169,285.9999204,40.9193822,406.5290000,2.4310500,14.1617000
Kepler-169 f,Kepler-169,285.9999204,40.9193822,406.5290000,2.4310500,14.1617000
Kepler-1690 b,Kepler-1690,288.1566649,41.8779417,703.7890000,1.3921800,14.6417000
Kepler-1691 b,Kepler-1691,286.2543962,41.0218373,1267.6700000,0.7601080,14.8807000
Kepler-1692 b,Kepler-1692,286.9241804,47.0537092,591.0190000,1.6632800,14.5049000
Kepler-1693 b,Kepler-1693,290.2015581,48.1857799,760.0650000,1.2871300,14.7438000
Kepler-1693 c,Kepler-1693,290.2015581,48.1857799,760.0650000,1.2871300,14.7438000
Kepler-1694 b,Kepler-1694,293.7936339,40.2410230,513.3290000,1.9193700,14.7519000
Kepler-1695 b,Kepler-1695,293.6193001,46.4134015,791.1750000,1.2353200,14.6234000
Kepler-1696 b,Kepler-1696,295.5761011,42.0233639,1506.3600000,0.6364000,15.4879000
Kepler-1697 b,Kepler-1697,287.6633310,43.4713782,247.7710000,4.0070500,13.3622000
Kepler-1698 b,Kepler-1698,293.3450181,39.2577469,222.3450000,4.4687600,12.8761000
Kepler-1699 b,Kepler-1699,292.1373281,48.9171579,818.7590000,,14.6614000
Kepler-17 b,Kepler-17,298.3952437,47.8149865,720.7530000,1.3588600,14.1311000
Kepler-170 b,Kepler-170,284.5211975,41.6296562,738.6570000,1.3251400,14.3469000
Kepler-170 c,Kepler-170,284.5211975,41.6296562,738.6570000,1.3251400,14.3469000
Kepler-1700 b,Kepler-1700,286.9497376,45.3537626,717.5970000,1.3647600,13.6285000
Kepler-1701 b,Kepler-1701,286.6088625,41.8892986,584.1420000,1.6832100,14.5504000
Kepler-1702 b,Kepler-1702,284.9724842,44.5674794,857.1400000,1.1386600,15.7743000
Kepler-1704 b,Kepler-1704,291.2012559,51.1442437,835.4550000,1.1680900,13.2514000
Kepler-1705 b,Kepler-1705,301.5785316,44.3121639,1633.4900000,0.5849030,15.4974000
Kepler-1705 c,Kepler-1705,301.5785316,44.3121639,1633.4900000,0.5849030,15.4974000
Kepler-1708 b,Kepler-1708,296.8241065,43.6248197,1666.6900000,0.5729540,15.6837000
Kepler-1709 b,Kepler-1709,283.3748873,43.7883708,273.9460000,3.6216300,11.6176000
Kepler-171 b,Kepler-171,296.7719082,41.7555958,863.8550000,1.1294000,14.9053000
Kepler-171 c,Kepler-171,296.7719082,41.7555958,863.8550000,1.1294000,14.9053000
Kepler-171 d,Kepler-171,296.7719082,41.7555958,863.8550000,1.1294000,14.9053000
Kepler-1710 b,Kepler-1710,291.6832878,37.7514726,305.1930000,3.2479700,12.5606000
Kepler-1711 b,Kepler-1711,298.1772916,42.2370289,590.2680000,,13.1844000
Kepler-1712 b,Kepler-1712,284.9986980,50.1466922,156.2640000,6.3705500,14.1997000
Kepler-1713 b,Kepler-1713,287.3456737,43.3783894,295.2930000,3.3577900,10.8652000
Kepler-1714 b,Kepler-1714,293.7164655,46.2266878,409.4600000,2.4136600,10.9663000
Kepler-1715 b,Kepler-1715,293.9297337,41.6029048,522.6050000,1.8872600,12.3012000
Kepler-1716 b,Kepler-1716,297.2717207,43.3330644,195.4390000,5.0879200,12.9403000
Kepler-1717 b,Kepler-1717,295.2126472,49.5621600,1008.7900000,0.9625860,13.3000000
Kepler-1718 b,Kepler-1718,292.2349191,42.9094618,375.5220000,2.6342400,12.7350000
Kepler-1719 b,Kepler-1719,284.7068546,38.9367566,905.4060000,1.0756200,13.3258000
Kepler-172 b,Kepler-172,283.3684093,41.8218390,828.5920000,1.1784600,14.5369000
Kepler-172 c,Kepler-172,283.3684093,41.8218390,828.5920000,1.1784600,14.5369000
Kepler-172 d,Kepler-172,283.3684093,41.8218390,828.5920000,1.1784600,14.5369000
Kepler-172 e,Kepler-172,283.3684093,41.8218390,828.5920000,1.1784600,14.5369000
Kepler-1720 b,Kepler-1720,296.8086813,47.1718557,629.4450000,1.5600100,14.6634000
Kepler-1721 b,Kepler-1721,283.5441984,45.2256548,641.3740000,1.5304600,14.8762000
Kepler-1722 b,Kepler-1722,296.6627402,41.2611985,772.2830000,1.2666300,14.8579000
Kepler-1723 b,Kepler-1723,294.4627362,46.8214022,811.2780000,1.2038900,14.2875000
Kepler-1724 b,Kepler-1724,296.1207272,47.9214736,1060.7700000,0.9142470,14.8169000
Kepler-1725 b,Kepler-1725,294.3735518,40.1946345,558.6520000,1.7613100,13.0267000
