pl_name,hostname,ra,dec,sy_dist,sy_plx,sy_gaiamag
K2-161 b,K2-161,183.7938491,-3.4956913,916.3190000,1.0626000,12.3574000
K2-162 b,K2-162,186.0383865,-1.1114790,124.4330000,8.0077600,11.9662000
K2-163 b,K2-163,182.3292517,-0.5393421,208.5290000,4.7694100,12.8062000
K2-164 b,K2-164,171.9336590,-0.0628488,375.6700000,2.6340900,11.0942000
K2-165 b,K2-165,184.9004881,0.9683270,134.5910000,7.4018800,11.3272000
K2-165 c,K2-165,184.9004881,0.9683270,134.5910000,7.4018800,11.3272000
K2-165 d,K2-165,184.9004881,0.9683270,134.5910000,7.4018800,11.3272000
K2-166 b,K2-166,185.1880932,2.2823788,476.8820000,2.0687700,11.9456000
K2-167 b,K2-167,336.5761233,-18.0116650,80.8994000,12.3328000,8.1035810
K2-168 b,K2-168,333.1100738,-16.3418863,243.9350000,4.0723500,12.0976000
K2-169 b,K2-169,337.0442461,-14.5993376,235.8670000,4.2132200,12.0063000
K2-17 b,K2-17,178.3296746,6.4123178,125.1060000,7.9646300,13.0023000
K2-170 b,K2-170,335.4506923,-14.5933554,392.8720000,2.5172500,12.4959000
K2-170 c,K2-170,335.4506923,-14.5933554,392.8720000,2.5172500,12.4959000
K2-171 b,K2-171,332.3407712,-13.4288624,606.1280000,1.6222900,12.4386000
K2-172 b,K2-172,335.3081368,-12.5569819,249.7420000,3.9759700,12.2809000
K2-172 c,K2-172,335.3081368,-12.5569819,249.7420000,3.9759700,12.2809000
K2-173 b,K2-173,60.3752402,15.6251296,228.6410000,4.3451100,12.1848000
K2-174 b,K2-174,60.7929729,16.3471660,99.9293000,9.9783000,12.0082000
K2-175 b,K2-175,52.5035514,17.5841081,247.2660000,4.0159100,10.6251000
K2-176 b,K2-176,58.2691796,17.9069486,247.3020000,4.0158600,12.6504000
K2-177 b,K2-177,55.2296156,20.7360891,492.1670000,2.0039400,12.4220000
K2-178 b,K2-178,52.8888524,22.4348186,214.7530000,4.6280100,12.1562000
K2-179 b,K2-179,58.7967878,23.7567524,190.8100000,5.2128100,12.6910000
K2-18 b,K2-18,172.5601410,7.5878315,38.0266000,26.2686000,12.4154000
K2-18 c,K2-18,172.5601410,7.5878315,38.0266000,26.2686000,12.4154000
K2-180 b,K2-180,126.4643579,10.2465770,203.8960000,4.8759800,12.4039000
K2-181 b,K2-181,127.5541103,10.9101444,360.9110000,2.7424500,12.5618000
K2-182 b,K2-182,130.1800460,10.9829509,154.8300000,6.4303800,11.7202000
K2-183 b,K2-183,125.0071770,14.0194586,329.0410000,3.0107600,12.6702000
K2-183 c,K2-183,125.0071770,14.0194586,329.0410000,3.0107600,12.6702000
K2-183 d,K2-183,125.0071770,14.0194586,329.0410000,3.0107600,12.6702000
K2-184 b,K2-184,129.1405227,14.4618826,75.5857000,13.2015000,10.1300000
K2-185 b,K2-185,130.2596625,14.6902225,268.3570000,3.6981100,12.0636000
K2-185 c,K2-185,130.2596625,14.6902225,268.3570000,3.6981100,12.0636000
K2-186 b,K2-186,135.3350487,18.8252879,330.7390000,2.9954200,12.1713000
K2-187 b,K2-187,132.5235618,23.1924709,330.9160000,2.9939000,12.8673000
K2-187 c,K2-187,132.5235618,23.1924709,330.9160000,2.9939000,12.8673000
K2-187 d,K2-187,132.5235618,23.1924709,330.9160000,2.9939000,12.8673000
K2-187 e,K2-187,132.5235618,23.1924709,330.9160000,2.9939000,12.8673000
K2-188 b,K2-188,129.8137008,23.3574367,446.8210000,2.2097300,12.4903000
K2-188 c,K2-188,129.8137008,23.3574367,446.8210000,2.2097300,12.4903000
K2-189 b,K2-189,203.6214411,-15.0365158,242.1130000,4.1017300,12.2538000
K2-189 c,K2-189,203.6214411,-15.0365158,242.1130000,4.1017300,12.2538000
K2-19 b,K2-19,174.9602543,0.6035960,289.8270000,3.4229800,12.8153000
K2-19 c,K2-19,174.9602543,0.6035960,289.8270000,3.4229800,12.8153000
K2-19 d,K2-19,174.9602543,0.6035960,289.8270000,3.4229800,12.8153000
K2-190 b,K2-190,205.3630485,-13.1608686,160.6790000,6.1951500,10.9586000
K2-190 c,K2-190,205.3630485,-13.1608686,160.6790000,6.1951500,10.9586000
K2-191 b,K2-191,201.6391407,-12.8066737,287.1880000,3.4534000,12.9948000
K2-192 b,K2-192,206.5823122,-11.5563527,221.7530000,4.4810100,12.4500000
K2-193 b,K2-193,205.2371043,-11.0093342,411.9230000,2.3988900,13.0947000
K2-194 b,K2-194,204.6089755,-8.9271609,629.5100000,1.5609100,12.8383000
K2-195 b,K2-195,199.8315191,-8.5095364,315.0140000,3.1462700,12.3238000
K2-195 c,K2-195,199.8315191,-8.5095364,315.0140000,3.1462700,12.3238000
K2-196 b,K2-196,200.4562487,-8.4717104,584.8770000,1.6832600,11.9274000
K2-197 b,K2-197,202.3934779,-7.3739779,247.6370000,4.0097600,11.9937000
K2-198 b,K2-198,198.8436817,-6.4649888,110.5670000,9.0162900,10.9955000
K2-198 c,K2-198,198.8436817,-6.4649888,110.5670000,9.0162900,10.9955000
K2-198 d,K2-198,198.8436817,-6.4649888,110.5670000,9.0162900,10.9955000
K2-199 b,K2-199,208.9014508,-6.1360833,107.5180000,9.2723200,11.9053000
K2-199 c,K2-199,208.9014508,-6.1360833,107.5180000,9.2723200,11.9053000
K2-200 b,K2-200,202.2512060,-4.6100532,184.1310000,5.4028600,12.2315000
K2-201 b,K2-201,293.5607117,-23.1312775,197.9320000,5.0238900,11.9432000
K2-201 c,K2-201,293.5607117,-23.1312775,197.9320000,5.0238900,11.9432000
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,269.8798333,-27.6074722,5260.0000000,,
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,269.8798333,-27.6074722,5200.0000000,,
K2-202 b,K2-202,283.2643203,-22.4070553,300.3970000,3.3004000,13.0435000
K2-203 b,K2-203,12.7736909,-1.1958844,166.1470000,5.9905700,12.1219000
K2-204 b,K2-204,17.3825067,-0.5177539,577.2350000,1.7039600,12.8893000
K2-205 b,K2-205,15.2175909,0.4259660,405.3010000,2.4393200,12.2509000
K2-206 b,K2-206,11.2564264,0.5931866,244.4430000,4.0627900,12.8274000
K2-207 b,K2-207,11.6996481,0.6406182,363.0640000,2.7259700,12.9687000
K2-208 b,K2-208,20.7789809,0.8890076,256.8870000,3.8645100,12.3135000
K2-209 b,K2-209,14.6903464,1.3828070,76.4986000,13.0435000,10.7447000
K2-21 b,K2-21,340.3037846,-14.4893256,83.6448000,11.9265000,12.2785000
K2-21 c,K2-21,340.3037846,-14.4893256,83.6448000,11.9265000,12.2785000
K2-210 b,K2-210,17.6412694,1.5784137,176.5100000,5.6373000,11.5845000
K2-211 b,K2-211,21.1061587,1.7049101,272.2970000,3.6444700,12.9329000
K2-212 b,K2-212,18.4241015,3.0970732,109.2180000,9.1280900,12.5500000
K2-213 b,K2-213,13.1403998,3.5077702,389.7020000,2.5377700,12.0409000
K2-214 b,K2-214,14.8759777,4.2277722,300.6400000,3.2979600,11.5990000
K2-215 b,K2-215,18.4700795,6.1238647,403.9640000,2.4469800,12.8302000
K2-216 b,K2-216,11.4802354,6.3470302,115.4610000,8.6324600,12.0576000
K2-217 b,K2-217,11.2983678,6.4815879,381.8780000,2.5905900,12.0279000
K2-218 b,K2-218,12.8096130,6.8464327,394.0830000,2.5099600,12.7137000
K2-219 b,K2-219,12.8452963,8.8675474,325.4000000,3.0448600,11.9110000
K2-219 c,K2-219,12.8452963,8.8675474,325.4000000,3.0448600,11.9110000
K2-219 d,K2-219,12.8452963,8.8675474,325.4000000,3.0448600,11.9110000
K2-22 b,K2-22,169.4827046,2.6190363,243.8360000,4.0728600,14.9537000
K2-220 b,K2-220,12.7700071,9.5167694,233.5140000,4.2541800,11.7214000
K2-221 b,K2-221,16.6550286,10.1897385,318.8100000,3.1091400,12.4149000
K2-222 b,K2-222,16.4625203,11.7537171,101.3210000,9.8412700,9.3607200
K2-223 b,K2-223,185.3061830,-10.2820915,198.6040000,5.0074400,11.2736000
K2-223 c,K2-223,185.3061830,-10.2820915,198.6040000,5.0074400,11.2736000
K2-224 b,K2-224,189.7041426,-10.0605942,275.2550000,3.6045900,12.5216000
K2-224 c,K2-224,189.7041426,-10.0605942,275.2550000,3.6045900,12.5216000
K2-225 b,K2-225,186.5410958,-9.6248232,357.7780000,2.7669800,11.5203000
K2-226 b,K2-226,183.6456643,-9.5626286,211.2650000,4.7062000,12.0917000
K2-227 b,K2-227,190.9484237,-8.4784159,187.2340000,5.3129500,11.4954000
K2-228 b,K2-228,187.2947047,-6.8342028,129.4600000,7.7079000,12.6527000
K2-229 b,K2-229,186.8729195,-6.7218474,102.5640000,9.7229100,10.7861000
K2-229 c,K2-229,186.8729195,-6.7218474,102.5640000,9.7229100,10.7861000
K2-230 b,K2-230,191.3631170,-6.5760510,540.7730000,1.8214300,12.5751000
K2-231 b,K2-231,289.0918242,-15.7712178,321.2150000,3.0851100,12.5593000
K2-232 b,K2-232,73.7667927,18.6543230,130.7200000,7.6214000,9.7262600
K2-233 b,K2-233,230.4799011,-20.2317975,67.5062000,14.7849000,10.4191000
K2-233 c,K2-233,230.4799011,-20.2317975,67.5062000,14.7849000,10.4191000
K2-233 d,K2-233,230.4799011,-20.2317975,67.5062000,14.7849000,10.4191000
K2-237 b,K2-237,253.7688479,-28.7105836,314.9950000,3.1485800,11.4668000
K2-238 b,K2-238,347.7043164,-7.8575592,537.9630000,,13.6635000
K2-239 b,K2-239,160.5941265,4.4413751,31.0849000,32.1414000,13.4367000
K2-239 c,K2-239,160.5941265,4.4413751,31.0849000,32.1414000,13.4367000
K2-239 d,K2-239,160.5941265,4.4413751,31.0849000,32.1414000,13.4367000
K2-24 b,K2-24,242.5734559,-24.9906029,170.5620000,5.8346500,10.9072000
K2-24 c,K2-24,242.5734559,-24.9906029,170.5620000,5.8346500,10.9072000
K2-240 b,K2-240,227.8493710,-17.8754464,72.9105000,13.6878000,12.6212000
K2-240 c,K2-240,227.8493710,-17.8754464,72.9105000,13.6878000,12.6212000
K2-241 b,K2-241,181.2386829,-6.8052985,149.4640000,6.6621500,11.7562000
K2-242 b,K2-242,179.8358421,-6.5178542,109.2370000,9.1258900,15.3818000
K2-243 b,K2-243,181.1211419,-4.8991358,266.8640000,3.7191400,10.7424000
K2-243 c,K2-243,181.1211419,-4.8991358,266.8640000,3.7191400,10.7424000
K2-244 b,K2-244,183.4686492,-3.8318097,212.9020000,4.6689100,11.6317000
K2-245 b,K2-245,185.1815630,-1.5909138,456.0640000,2.1644700,12.5639000
K2-246 b,K2-246,181.6296115,-1.1606000,703.6160000,1.3931800,14.3512000
K2-247 b,K2-247,188.8935189,-10.0692793,258.1130000,3.8456300,14.3583000
K2-247 c,K2-247,188.8935189,-10.0692793,258.1130000,3.8456300,14.3583000
K2-248 b,K2-248,182.8173343,-9.4141696,406.2540000,2.4329400,13.2616000
K2-249 b,K2-249,183.3667344,-8.9952309,521.7160000,1.8895300,12.4497000
K2-25 b,K2-25,63.2739346,15.2477027,44.9565000,22.2153000,14.3817000
K2-250 b,K2-250,185.0315429,-8.9757427,414.7080000,2.3829700,13.9725000
K2-251 b,K2-251,190.6892403,-8.5359826,147.0300000,6.7729100,14.7702000
K2-252 b,K2-252,182.3663818,-8.3096141,228.8390000,4.3414300,12.6201000
K2-253 b,K2-253,186.0853062,-6.3789537,876.5650000,1.1121300,14.7042000
K2-254 b,K2-254,185.5507926,-4.7172908,227.7750000,4.3615000,13.7427000
K2-254 c,K2-254,185.5507926,-4.7172908,227.7750000,4.3615000,13.7427000
K2-255 b,K2-255,189.9128532,-3.3705631,191.6080000,5.1905200,13.3087000
K2-257 b,K2-257,188.2782840,-1.9532879,64.0065000,15.5949000,12.8602000
K2-258 b,K2-258,187.6314027,-1.1609171,661.8730000,1.4821300,13.1388000
K2-259 b,K2-259,186.8026947,1.5668631,416.4570000,2.3732100,12.3750000
K2-26 b,K2-26,94.2064312,24.5958335,99.0504000,10.0674000,13.7519000
K2-260 b,K2-260,76.8673317,16.8676948,663.8340000,1.4785900,12.4667000
K2-261 b,K2-261,163.0323119,0.4931670,213.2830000,4.6601800,10.4594000
K2-263 b,K2-263,129.6821253,15.6806039,162.4810000,6.1262400,11.4055000
K2-264 b,K2-264,131.3583524,19.6984010,185.6050000,5.3598200,15.6625000
K2-264 c,K2-264,131.3583524,19.6984010,185.6050000,5.3598200,15.6625000
K2-265 b,K2-265,342.0316493,-14.4947789,138.6710000,7.1829000,10.9277000
K2-266 b,K2-266,157.9356855,0.9372782,77.5586000,12.8650000,11.3527000
K2-266 c,K2-266,157.9356855,0.9372782,77.5586000,12.8650000,11.3527000
K2-266 d,K2-266,157.9356855,0.9372782,77.5586000,12.8650000,11.3527000
K2-266 e,K2-266,157.9356855,0.9372782,77.5586000,12.8650000,11.3527000
K2-268 b,K2-268,133.7094899,11.8482712,327.7830000,3.0221400,13.5627000
K2-268 c,K2-268,133.7094899,11.8482712,327.7830000,3.0221400,13.5627000
K2-268 d,K2-268,133.7094899,11.8482712,327.7830000,3.0221400,13.5627000
K2-268 e,K2-268,133.7094899,11.8482712,327.7830000,3.0221400,13.5627000
K2-268 f,K2-268,133.7094899,11.8482712,327.7830000,3.0221400,13.5627000
K2-269 b,K2-269,130.1551381,13.0146799,360.7600000,2.7483600,11.3770000
K2-27 b,K2-27,171.5151874,1.2306237,249.6450000,3.9772300,12.4528000
K2-270 b,K2-270,131.2665588,13.5497322,280.5180000,3.5361600,13.4701000
K2-270 c,K2-270,131.2665588,13.5497322,280.5180000,3.5361600,13.4701000
K2-271 b,K2-271,125.2239144,16.0907958,564.4540000,1.7433500,13.6582000
K2-272 b,K2-272,132.6211743,17.5423852,423.0650000,2.3350500,13.6668000
K2-273 b,K2-273,129.7768928,19.0100046,308.1050000,3.2170000,13.1461000
K2-274 b,K2-274,129.2823699,20.3992512,228.3270000,4.3533300,12.8852000
K2-275 b,K2-275,132.1698795,20.4550162,123.4380000,8.0726700,11.8139000
K2-275 c,K2-275,132.1698795,20.4550162,123.4380000,8.0726700,11.8139000
K2-276 b,K2-276,125.9528309,22.6339399,488.1520000,2.0199300,14.3792000
K2-277 b,K2-277,202.0161895,-15.9379749,113.1230000,8.8115100,10.1214000
K2-278 b,K2-278,203.3018653,-14.5041057,786.4390000,1.2430100,13.2538000
K2-279 b,K2-279,204.7792935,-6.0417592,182.9830000,5.4366800,11.5907000
K2-28 b,K2-28,335.6233145,-7.9563525,62.9969000,15.8456000,14.6799000
K2-280 b,K2-280,291.5953596,-22.2477071,391.5370000,2.5266300,12.3604000
K2-281 b,K2-281,16.2274724,7.2692169,458.1390000,2.1541900,14.7677000
K2-282 b,K2-282,13.4321524,7.9952914,496.2890000,1.9862700,13.8183000
K2-283 b,K2-283,13.1943679,9.6929181,402.9150000,2.4532500,14.1316000
K2-284 b,K2-284,79.1407971,20.2549034,107.2720000,9.2934600,12.8598000
K2-285 b,K2-285,349.3843458,1.3001522,154.9610000,6.4248200,11.8040000
K2-285 c,K2-285,349.3843458,1.3001522,154.9610000,6.4248200,11.8040000
K2-285 d,K2-285,349.3843458,1.3001522,154.9610000,6.4248200,11.8040000
K2-285 e,K2-285,349.3843458,1.3001522,154.9610000,6.4248200,11.8040000
K2-286 b,K2-286,233.3698192,-16.7737113,76.1486000,13.1035000,12.1652000
K2-287 b,K2-287,233.0743401,-22.3583447,158.3350000,6.2875000,11.0670000
K2-288 B b,K2-288 B,55.4442857,18.2684913,65.6138000,15.2166000,14.5451000
K2-289 b,K2-289,246.6429443,-15.7925384,274.3000000,3.6170300,13.7943000
K2-29 b,K2-29,62.6704220,24.4016558,178.4750000,5.5745200,12.2008000
K2-290 b,K2-290,234.8578846,-20.1988975,272.9090000,3.6364800,10.8204000
K2-290 c,K2-290,234.8578846,-20.1988975,272.9090000,3.6364800,10.8204000
K2-291 b,K2-291,76.4459400,21.5481990,90.0562000,11.0758000,9.8663900
K2-292 b,K2-292,205.3758786,-9.9460704,114.2930000,8.7212200,9.7559700
K2-293 b,K2-293,351.6064952,-6.0279068,392.2510000,2.5211900,13.1611000
K2-294 b,K2-294,352.0516724,-7.6037856,373.0780000,2.6522200,12.3700000
K2-295 b,K2-295,19.6101417,6.8167277,232.8010000,4.2668600,13.5184000
K2-3 b,K2-3,172.3353708,-1.4551364,44.0727000,22.6610000,11.4785000
K2-3 c,K2-3,172.3353708,-1.4551364,44.0727000,22.6610000,11.4785000
K2-3 d,K2-3,172.3353708,-1.4551364,44.0727000,22.6610000,11.4785000
K2-30 b,K2-30,52.3420548,22.2993491,333.0420000,2.9739100,13.2056000
K2-308 b,K2-308,78.3391194,16.4141986,1314.5300000,,14.8949000
K2-31 b,K2-31,245.4405531,-23.5482730,110.5270000,9.0193100,10.5371000
K2-312 c,HD 80653,140.3390845,14.3678691,109.8600000,9.0743500,9.3073300
K2-315 b,K2-315,228.0210932,-20.1081634,56.9686000,17.5252000,15.6791000
K2-316 b,K2-316,233.6247336,-23.2594663,112.4860000,8.8622200,15.5140000
K2-316 c,K2-316,233.6247336,-23.2594663,112.4860000,8.8622200,15.5140000
K2-317 b,K2-317,228.6188638,-21.0227209,176.2910000,5.6471800,16.6387000
K2-318 b,K2-318,232.4461375,-17.5574630,147.8660000,6.7344600,14.3967000
K2-319 b,K2-319,166.8010058,3.0399357,209.0710000,4.7546100,11.9397000
K2-32 b,K2-32,252.4260080,-19.5430504,157.6820000,6.3136900,12.0036000
K2-32 c,K2-32,252.4260080,-19.5430504,157.6820000,6.3136900,12.0036000
K2-32 d,K2-32,252.4260080,-19.5430504,157.6820000,6.3136900,12.0036000
K2-32 e,K2-32,252.4260080,-19.5430504,157.6820000,6.3136900,12.0036000
K2-320 b,K2-320,163.2519122,5.3064776,108.7400000,9.1686700,16.3554000
K2-321 b,K2-321,156.4054989,2.5138829,77.6888000,12.8433000,12.8241000
K2-322 b,K2-322,156.6226981,4.7640203,123.4150000,8.0738200,13.3108000
K2-323 b,K2-323,159.4209874,6.2858689,118.3180000,8.4230900,14.0693000
K2-324 b,K2-324,157.6222171,6.8636732,136.6670000,7.2896700,14.5172000
K2-325 b,K2-325,353.9169507,-7.6867213,111.6380000,8.9298200,16.1370000
K2-326 b,K2-326,351.6122620,1.3375909,282.3080000,3.5139000,15.0082000
K2-329 b,K2-329,351.1353785,-5.1641451,233.2370000,4.2590700,12.4462000
K2-33 b,K2-33,242.5613635,-19.3193831,139.2680000,7.1530000,14.1570000
K2-330 b,K2-330,126.8968265,11.6674131,160.1250000,6.2170000,9.5127500
K2-331 b,K2-331,132.7376431,13.1702690,211.4300000,4.7011700,11.1945000
K2-331 c,K2-331,132.7376431,13.1702690,211.4300000,4.7011700,11.1945000
K2-332 b,K2-332,135.8832666,14.2504994,123.2020000,8.0894900,16.4791000
K2-333 b,K2-333,136.7892752,15.2056765,343.9900000,2.8787700,11.9866000
K2-334 b,K2-334,136.4894259,16.3255146,371.8230000,2.6612600,11.3479000
K2-335 b,K2-335,129.3896679,16.5220648,557.9930000,1.7642000,12.4741000
K2-336 b,K2-336,133.8382032,16.7940663,239.2890000,4.1507700,12.5114000
K2-337 b,K2-337,127.7611370,16.9004702,421.6360000,2.3441600,12.2299000
K2-338 b,K2-338,124.3609294,17.0241557,156.9510000,6.3425600,13.0455000
K2-339 b,K2-339,130.0825420,18.6929046,360.3600000,2.7466400,14.3436000
K2-34 b,K2-34,127.5787231,22.2359194,348.6460000,2.8402600,11.4357000
K2-340 b,K2-340,127.9373409,19.0745863,738.1360000,1.3260000,14.1327000
K2-341 b,K2-341,130.4971951,19.9166357,421.4080000,2.3446600,12.5585000
K2-342 b,K2-342,133.1218996,21.2386816,208.3570000,4.7709300,11.0702000
K2-343 b,K2-343,134.2021746,21.5026882,166.1690000,5.9893300,15.1312000
K2-343 c,K2-343,134.2021746,21.5026882,166.1690000,5.9893300,15.1312000
K2-344 b,K2-344,136.3614923,21.6685886,75.1691000,13.2747000,12.7423000
K2-345 b,K2-345,132.7075876,21.7890367,162.4080000,6.1286200,14.6951000
K2-346 b,K2-346,125.9864854,22.6632260,105.5800000,9.4428000,11.6828000
K2-347 b,K2-347,126.3726821,23.2974061,320.3360000,3.0932800,14.8131000
K2-348 b,K2-348,130.8783479,24.4229559,201.8560000,4.9254300,12.3271000
K2-348 c,K2-348,130.8783479,24.4229559,201.8560000,4.9254300,12.3271000
K2-349 b,K2-349,199.0996546,-14.4447454,453.5670000,2.1764200,14.1826000
K2-35 b,K2-35,170.1031027,1.2858679,252.5960000,3.9304000,13.9152000
K2-35 c,K2-35,170.1031027,1.2858679,252.5960000,3.9304000,13.9152000
K2-350 b,K2-350,204.0355092,-14.0092516,489.3680000,2.0148400,13.3115000
K2-350 c,K2-350,204.0355092,-14.0092516,489.3680000,2.0148400,13.3115000
K2-351 b,K2-351,206.6522408,-11.8049588,694.7340000,1.4110900,13.9854000
K2-352 b,K2-352,140.4451478,18.4696280,176.0510000,5.6521200,11.1147000
K2-352 c,K2-352,140.4451478,18.4696280,176.0510000,5.6521200,11.1147000
K2-352 d,K2-352,140.4451478,18.4696280,176.0510000,5.6521200,11.1147000
K2-353 b,K2-353,201.6168564,-2.2819018,268.5150000,3.6962500,12.0988000
K2-354 b,K2-354,129.1299193,10.1472175,91.7220000,10.8741000,14.3753000
K2-355 b,K2-355,124.6426189,13.5027816,500.4970000,1.9692500,13.5297000
K2-356 b,K2-356,128.3219134,13.6613758,355.5400000,2.7839800,13.1480000
K2-357 b,K2-357,131.9386628,16.3289144,517.6870000,1.9030800,13.4792000
K2-358 b,K2-358,133.8081054,18.9497263,480.3070000,2.0533200,13.5733000
K2-36 b,K2-36,169.4490102,3.8665038,109.7490000,9.0831800,11.5270000
K2-36 c,K2-36,169.4490102,3.8665038,109.7490000,9.0831800,11.5270000
K2-365 b,K2-365,238.8197061,-21.0269691,187.2220000,5.3128900,11.5285000
K2-366 b,K2-366,243.6800912,-19.3468837,185.9470000,5.3566500,12.1351000
K2-367 b,K2-367,337.8588454,-13.2644554,176.9650000,5.6221000,13.3983000
K2-368 b,K2-368,332.6357627,-11.1661157,206.6080000,4.8113800,13.2207000
K2-368 c,K2-368,332.6357627,-11.1661157,206.6080000,4.8113800,13.2207000
K2-368 d,K2-368,332.6357627,-11.1661157,206.6080000,4.8113800,13.2207000
K2-369 b,K2-369,329.7262534,-10.8750666,185.5500000,5.3612500,11.3732000
K2-37 b,K2-37,243.4509662,-24.7870527,179.9430000,5.5291300,12.2573000
K2-37 c,K2-37,243.4509662,-24.7870527,179.9430000,5.5291300,12.2573000
K2-37 d,K2-37,243.4509662,-24.7870527,179.9430000,5.5291300,12.2573000
K2-370 b,K2-370,67.8205302,19.8316901,144.2020000,6.9065200,10.8824000
K2-371 b,K2-371,128.0670932,11.6307099,442.8130000,2.2297900,14.3938000
K2-372 b,K2-372,130.7988719,13.0094226,463.8800000,2.1269800,13.4436000
K2-373 b,K2-373,123.1361518,13.6884986,229.5670000,4.3275600,10.4244000
K2-374 b,K2-374,137.3794986,16.3558324,359.4390000,2.7537200,12.6473000
K2-374 c,K2-374,137.3794986,16.3558324,359.4390000,2.7537200,12.6473000
K2-375 b,K2-375,130.5013137,20.3593003,696.1000000,1.4079100,12.9572000
K2-376 b,K2-376,132.7193327,25.0380824,161.6100000,6.1593700,10.2998000
K2-377 b,K2-377,202.8978870,-12.0951142,195.1490000,5.0957500,13.5859000
K2-378 b,K2-378,205.1596569,-11.1172332,687.9730000,1.4256700,15.5122000
K2-379 b,K2-379,283.0317641,-27.1807287,182.2070000,5.4598300,12.8995000
K2-38 b,K2-38,240.0333095,-23.1894196,192.6900000,5.1624800,11.1840000
K2-38 c,K2-38,240.0333095,-23.1894196,192.6900000,5.1624800,11.1840000
K2-380 b,K2-380,283.4346389,-26.5387308,249.3030000,3.9832000,11.4419000
K2-381 b,K2-381,288.0267612,-21.0075789,145.7010000,6.8350800,12.6373000
K2-381 c,K2-381,288.0267612,-21.0075789,145.7010000,6.8350800,12.6373000
K2-381 d,K2-381,288.0267612,-21.0075789,145.7010000,6.8350800,12.6373000
K2-382 b,K2-382,287.4125267,-19.6269336,278.4120000,3.5641200,12.7667000
K2-383 b,K2-383,282.0087650,-18.3795798,203.7880000,4.8793100,12.4429000
K2-384 b,K2-384,20.4998403,0.7509701,82.6603000,12.0702000,15.0276000
K2-384 c,K2-384,20.4998403,0.7509701,82.6603000,12.0702000,15.0276000
K2-384 d,K2-384,20.4998403,0.7509701,82.6603000,12.0702000,15.0276000
K2-384 e,K2-384,20.4998403,0.7509701,82.6603000,12.0702000,15.0276000
K2-384 f,K2-384,20.4998403,0.7509701,82.6603000,12.0702000,15.0276000
K2-385 b,K2-385,12.6140752,5.8712567,420.8190000,2.3478600,14.3355000
K2-386 b,K2-386,18.2999964,7.0130302,428.7850000,2.3038100,12.9931000
K2-387 b,K2-387,19.4418282,11.3684915,266.3180000,3.7268100,15.4948000
K2-388 b,K2-388,352.7139342,-11.0773564,290.4950000,3.4143900,12.6357000
K2-389 b,K2-389,355.6304152,-9.7135814,259.2080000,3.8295900,11.5697000
K2-389 c,K2-389,355.6304152,-9.7135814,259.2080000,3.8295900,11.5697000
K2-39 b,K2-39,338.3682095,-9.0229405,307.4700000,3.2244000,10.5959000
K2-390 b,K2-390,355.7023860,-9.5887124,456.1220000,2.1637100,13.3434000
K2-391 b,K2-391,356.2260152,-7.7015151,507.9400000,1.9413400,12.3302000
K2-392 b,K2-392,354.6499065,-7.4788816,406.9850000,2.4297500,12.6795000
K2-393 b,K2-393,348.5159113,-0.0821031,265.9140000,3.7322000,11.7768000
K2-394 b,K2-394,71.1100020,16.5185817,98.0152000,10.1739000,12.2095000
K2-395 b,K2-395,70.4438684,16.6743415,286.7270000,3.4592100,14.1559000
K2-395 c,K2-395,70.4438684,16.6743415,286.7270000,3.4592100,14.1559000
K2-396 b,K2-396,74.6928607,17.2690562,274.8640000,3.6097600,12.9345000
K2-396 c,K2-396,74.6928607,17.2690562,274.8640000,3.6097600,12.9345000
K2-397 b,K2-397,79.9516586,21.2591617,199.3540000,4.9877700,11.6421000
K2-398 b,K2-398,161.7349738,1.9367044,606.9920000,1.6187900,13.0091000
K2-398 c,K2-398,161.7349738,1.9367044,606.9920000,1.6187900,13.0091000
K2-4 b,K2-4,174.7455392,-3.9055746,231.8280000,4.2850600,14.3403000
K2-400 b,K2-400,154.5110307,3.6969271,62.3804000,16.0021000,13.9899000
K2-401 b,K2-401,154.9876040,3.9548275,200.7270000,4.9533000,13.6941000
K2-402 b,K2-402,161.4519130,6.4193180,523.0550000,1.8842300,12.8360000
K2-403 b,K2-403,164.1893864,9.6739464,246.5990000,4.0267300,12.1520000
K2-404 b,K2-404,160.3249517,12.1911149,121.6300000,8.1930000,13.8429000
K2-405 b,K2-405,164.3759959,12.5356140,197.2340000,5.0419100,12.5911000
K2-406 b,K2-406,230.8872242,-25.3706149,85.3751000,11.6852000,9.4937900
K2-407 b,K2-407,232.5552584,-23.0067371,218.3760000,4.5507400,11.9956000
K2-407 c,K2-407,232.5552584,-23.0067371,218.3760000,4.5507400,11.9956000
K2-408 b,K2-408,227.9168555,-17.6842698,162.3060000,6.1329600,11.7345000
K2-409 b,K2-409,228.4551125,-16.3512966,431.0310000,2.2923000,12.6144000
K2-411 b,K2-411,58.0036310,19.3909877,298.2190000,3.3254200,11.9872000
K2-412 b,K2-412,76.2621295,21.5801620,654.0850000,1.5010800,15.1491000
K2-413 b,K2-413,353.4175668,-7.6120272,285.1620000,3.4784900,14.5773000
K2-413 c,K2-413,353.4175668,-7.6120272,285.1620000,3.4784900,14.5773000
K2-414 b,K2-414,351.6361913,-4.6066569,260.0360000,3.8170600,13.9384000
