sourceid,RA,Dec,prlx,magnitude
5823248090239625088,229.726618,-68.679685,17.180884,-0.9424604718937601
229898024422755840,59.463595,40.010095,5.33162,-3.461425057903921
1517698716348324992,194.005616,38.318621,32.722738,0.4786411755683302
2079784488001577600,296.243918,45.131025,21.147412,-0.45739686789636735
2093931938472201600,283.626141,36.898629,4.235187,-3.943458045585908
5249119024128109952,146.775357,-65.071973,3.737304,-4.210279871532197
2281778105594488192,354.835781,77.633125,72.516692,2.245146923138215
6270558110774003968,211.593124,-26.682988,30.888912,0.39744405709192954
3520586071217872896,187.46509,-16.516051,38.059982,0.8672488927841044
6007749027577770496,230.451037,-36.261754,11.661558,-1.7006091168381143
6762701233364896000,286.734747,-27.671541,28.319548,0.2272625871309657
1614731957531452544,231.23232,58.966143,32.523885,0.5339320839471089
4356298849169862784,244.58075,-4.692332,30.513635,0.39968073477175103
6520955322608285824,337.439214,-43.749206,9.155561,-2.2109921974232227
1851924859353116928,318.234089,30.226697,21.813032,-0.32427081760192067
248577867988535296,55.731412,47.787393,6.243475,-3.040555114682416
4269932382607207040,275.325059,-2.901943,52.441308,1.5888175769988893
3098404220680931968,124.128632,9.185324,10.102593,-1.9776527147206018
4314399312979641728,286.352505,13.863053,38.232949,0.913306987483681
2896572746685604480,95.078337,-30.063349,9.492206,-2.1055132264346383
6586825380598949632,328.482769,-37.364948,17.808001,-0.7330891431088098
757565233820538752,169.6196,33.09443,7.98231,-2.4689120500895356
1696877570753454208,230.181871,71.834102,6.595867,-2.881772550574558
1487434040320076800,218.018818,38.308923,37.912547,0.9161028085590459
5614471482318442240,117.323539,-24.859795,3.005899,-4.586328080288448
2921635736292220800,105.756124,-23.833277,0.87149,-7.257987959406403
5786929090848333568,211.331114,-76.796907,8.380805,-2.3332493207704417
2162316545207257600,316.232812,43.927857,2.836314,-4.672330456798589
5971289565647972608,252.967559,-38.047481,1.873246,-5.567160930456412
1018776176872261248,143.20754,51.674906,73.828398,2.4128602239145476
4164319171172759040,269.756599,-9.774151,22.90306,-0.12354544586977134
3288921720025503360,72.462124,6.961331,124.619801,3.5658572670655904
196944217825405184,89.983717,45.9367,4.515407,-3.6382184904425348
1061909811871141504,172.850404,69.330992,8.645797,-2.213040828753231
6058271964884299520,185.338493,-60.40074,14.199862,-1.134754381228987
5926920079553285760,252.446821,-59.041495,10.699332,-1.748207680625363
1014058103758571520,134.798964,48.040871,68.000999,2.283549464781217
4676528209144882304,63.606558,-62.473613,20.343132,-0.3320049144892039
5333974693006467328,173.944994,-63.019867,8.276957,-2.281360505092646
4573412435280434560,258.757857,24.838506,42.480845,1.271774734245045
2470140321630664064,17.148439,-10.182882,27.060321,0.2943127203068805
3400796031719045632,83.053136,18.594217,1.520702,-5.955986414401227
6444391655040244992,300.436621,-59.376004,5.910175,-3.0044712974472567
6210176643031265920,234.255955,-28.135058,15.526662,-0.9032795052588956
454491381981202944,42.674338,55.895434,3.265745,-4.285233647011513
5964991494281655808,253.645092,-42.362333,24.235331,0.06745177791547796
1041808368494264576,127.564911,60.71769,17.933453,-0.5823254053780005
6195030801635544704,202.427988,-23.281267,6.73551,-2.7056615737211978
1632499034644723968,257.196437,65.714791,7.827424,-2.374893702260673
200929706966014976,75.619586,41.075746,1.42438,-6.068591664846467
1284537517514584704,217.956938,30.371969,19.854976,-0.3463661677987453
5849837854861497856,220.624723,-64.976177,60.992955,2.0937593733064377
1621259036510505344,224.395007,65.932598,9.851445,-1.8627043147710811
201261278441958656,76.628902,41.234172,14.020761,-1.0937940683905243
5557271829408912896,99.440299,-43.195953,8.819389,-2.0975745069486003
2195115561168483712,311.323206,61.842419,69.597554,2.3908828831843154
5888394463447019392,228.070415,-52.09957,28.761642,0.47409038129121406
4084834822776246272,284.43266,-21.106718,8.409229,-2.1875001032904784
399402894487590144,24.498582,48.627714,18.54894,-0.44884151792775917
1278391075717325312,228.876127,33.314335,27.074646,0.3740939347505643
4942522955488925696,28.410824,-46.303055,9.749879,-1.8412628702039253
6005678131793146752,230.342921,-40.647608,6.729572,-2.6455997798823727
6750856228950043264,300.664667,-27.709781,7.267748,-2.4728076985830914
2211820991085587584,342.419347,66.19985,27.286898,0.40226883737213104
2429978803998630400,4.856911,-8.824082,11.699613,-1.4324245180829571
3561350430457837056,169.834632,-14.777619,17.017002,-0.6177957504999227
5044368071870093312,44.565014,-40.304575,19.904728,-0.27683376357354206
5965222838410499328,258.038441,-43.240469,44.571147,1.4798020521182425
4594497769766809216,266.613214,27.717275,119.924808,3.632950159158205
1352588216303348608,250.724223,38.921875,29.25948,0.5759630178430211
1296713990316692096,225.486272,40.390434,13.878018,-1.0433807677941829
3352485999058854912,101.32183,12.894743,54.189438,1.9159212347847365
5253796346624992128,158.005933,-61.685286,6.443815,-2.7071036826921517
2043823929421342848,284.735912,32.689563,4.965623,-3.27115728016466
4224225924761329792,302.826353,-0.821443,14.268698,-0.9782912693997865
5843518239925459456,195.571439,-71.548962,37.388633,1.1186479340340458
3748360796947806208,156.522011,-16.836645,13.370996,-1.1024482055774882
488354175450563968,57.380327,65.52591,3.328806,-4.121122572105733
2404579570000684544,343.662368,-15.820937,23.145108,0.09466005817021284
1876510592179455744,342.501514,24.601393,28.933976,0.5816245844536176
5164120762333028736,55.811663,-9.760084,110.025391,3.4830316030047577
2921973698674974592,103.533116,-24.184193,1.286929,-6.173889062520731
5909069886210174080,266.433173,-64.724123,8.865302,-1.981930326993517
48026706558487040,67.154674,19.180273,22.365354,0.02833188299494971
2082600852679281408,303.407962,46.741338,2.916701,-4.393285447304828
5136659462996725888,30.001923,-21.07794,10.272551,-1.6583174696229381
2983168461421919488,78.233127,-16.205535,19.177506,-0.2942523635286509
3478394889483944320,173.249379,-31.857808,24.963222,0.27897619481821323
2442861747380543104,0.490291,-6.01425,7.875849,-2.2257280949038627
2452378776434477184,26.009055,-15.93368,273.809745,5.487644503949907
5242895960110588160,153.433777,-70.037875,8.297806,-2.104669615259011
5922299347569528832,261.348555,-56.377786,3.938725,-3.7185327018843957
2977433305691613440,70.11058,-19.671908,7.522864,-2.3099709469079315
1575287046603605888,183.857348,57.032653,40.327901,1.3391300914613113
2084154943646648320,303.868019,47.714216,3.255838,-4.119559061691172
6351709524967494528,335.008503,-80.439939,11.121963,-1.4509777702312867
2478112158887431296,21.005505,-8.184157,29.033881,0.6331034623529721
425040000962559616,12.285227,57.812728,168.83216,4.457342883847761
3897724469419137664,176.464737,6.528562,9.844624,-1.7130453320343673
6456322112116572160,313.702664,-58.454254,5.642557,-2.9196362253534076
6880093650314169984,304.513844,-12.544841,29.913987,0.7067875029203936
2386316510063903616,347.361905,-21.172281,12.671005,-1.1579706885485699
786420645182229504,176.511644,47.779532,16.438163,-0.5920145871244493
867815979158660352,116.111711,24.397771,22.09068,0.060184423110534624
3970052886914547712,168.559745,15.429221,20.315988,-0.1211852618356577
4679407039823519232,60.224219,-62.159127,7.024682,-2.4207996551721696
725422076533653504,154.172666,23.41728,14.037679,-0.9167464641718883
1197588859547184640,237.18466,18.141172,8.52307,-1.9982157234042255
2603370653827638656,342.39786,-13.5928,10.017146,-1.645461981667781
511974502720839040,28.599189,63.670018,7.003721,-2.4186898139237147
5773473920382493440,221.965343,-79.044826,6.550918,-2.556207183706121
6427464123776727168,302.19504,-66.187091,163.954415,4.437753579693623
5778842011026728704,245.086454,-78.695914,5.250753,-3.032167054117986
699870869414974336,137.661599,30.962986,6.64902,-2.517461803526567
3662636823132300032,203.672067,-0.595618,43.746746,1.5785737728715006
3312744219988782720,67.166081,15.870784,21.812516,0.07143681434359017
6112195451032545024,207.375997,-41.687803,8.047562,-2.0927413436968934
11166438229308672,51.203028,9.028539,15.078813,-0.7257902233125861
2591891443195067264,22.870999,15.345818,8.733507,-1.9111976366226031
1421593566062037120,268.382968,56.872993,29.060315,0.7007725876662354
872128538640246144,113.980461,26.895273,12.876057,-1.064613547191101
5537302945910490240,118.05423,-40.575749,8.983793,-1.8393743171220471
6801963487915169920,312.955332,-26.919144,5.897469,-2.747631666509694
4871775051598300160,66.009555,-34.016634,11.126967,-1.3679879998319517
3312052249215275904,64.948886,15.627538,21.664549,0.08150526287088233
1939115478598580352,354.392041,46.456277,38.573581,1.335802793545679
6425343818681031040,311.239085,-66.203166,23.801133,0.28847615585739206
5998019895874780928,240.030433,-38.396826,7.594244,-2.189709266326634
1243381938292692096,207.368908,15.798083,13.422819,-0.9507413300836411
5330160246631998848,136.038353,-47.097775,10.826529,-1.4089357823230344
588551501854159744,145.286991,9.892142,24.197623,0.33966453058695834
5199386085968886528,158.866253,-78.607739,7.351357,-2.2464724316435447
5300534077635861888,137.741904,-58.96684,7.948093,-2.0768772994376086
4156500578347841408,278.801699,-8.245466,17.695164,-0.33650803968305887
6109087784495371648,207.403981,-42.473815,7.32693,-2.249192788011916
2461150714560126080,27.86531,-10.335213,12.877029,-1.0231586312096859
3683687763520080384,190.412427,-1.449023,83.193478,3.0337454043121195
4254395871029677952,286.562159,-4.88296,25.640893,0.47830873181167544
5512761468416162432,119.194435,-52.982241,5.685676,-2.784610461727093
5273030069128572928,126.433761,-66.137563,30.212781,0.8467505133850146
805881416880407936,154.273152,42.914194,14.459395,-0.7530073905526464
2658974606111711488,349.294785,3.282369,24.195792,0.3679382121157886
6913577284069471616,311.934329,-5.02788,6.4691,-2.4964036771986873
2632117385335567872,348.580823,-6.049875,14.34816,-0.762030945201408
866177431955478144,110.030594,21.982239,53.769204,2.1097940361175613
4584613194593381888,269.441608,29.247795,23.854365,0.35264130093950286
5164707970261890560,53.228293,-9.458168,310.577293,5.926600501565228
3827873938815011200,144.964212,-1.143089,12.905524,-0.9798227860196
3796442680948579328,177.677121,1.763519,90.894516,3.2612534071557784
5250032958818831360,146.311593,-62.507867,1.984169,-5.040932699614746
2965792913525710976,87.83149,-20.881972,28.423443,0.739670419564284
4937200425857908992,28.994283,-51.60757,56.850812,2.245485360475044
4609802834185436928,269.063271,37.250566,4.100249,-3.4618088431789023
3305012316783533056,60.17004,12.490288,8.039726,-1.9981617604342148
2964000159821218432,86.114391,-22.450023,112.296028,3.7286449759560245
4081642115877635840,286.171129,-21.741756,23.81209,0.36418357669521484
4296708789290712064,298.828509,6.404627,73.524875,2.8141464741677966
6513525544581729536,342.139504,-51.317143,25.790227,0.5445028236042928
4529285391533766400,275.925478,21.768672,26.963635,0.6412351978524597
6709267613942522496,276.743291,-45.968696,11.669601,-1.1759809641864543
622052899598187392,151.83313,16.76266,1.79652,-5.237125717954077
5583216215017531648,102.460199,-32.508459,4.83004,-3.0891433631085423
6020624858523492352,249.093714,-35.255284,10.345329,-1.434918467179461
738259665062428416,163.328359,34.213654,32.920994,1.0814896980410538
5267405895350690304,107.187255,-70.498448,24.477474,0.44275098965840876
4125171197089493760,264.39647,-15.398819,32.882798,1.083849822968415
873035017257455104,111.431035,27.797701,24.02013,0.40942676765122954
3314024566919613952,65.734225,17.542391,20.309197,0.05450776144471092
4672726716408826240,56.053175,-64.806543,30.44037,0.9338096347078082
5308225539451195520,149.215484,-54.56777,1.90304,-5.081531415904083
3296627028792695168,73.133183,14.250398,5.812463,-2.652968993260032
4840356816072211712,63.500728,-42.295271,27.720986,0.7406983675674503
3337991583943473280,83.784497,9.93415,2.593574,-4.402403780894536
2952868119987647744,103.546874,-12.038692,12.067551,-1.0624502854293958
6828125061423674752,321.666776,-22.411215,7.371114,-2.1322953602351173
643819484617141504,148.189835,26.006706,26.097074,0.6131140851800465
1977100856572910336,324.010798,45.374591,5.175965,-2.89893734519587
5338833263117260672,163.374239,-58.852998,33.522466,1.1601137948388862
5318547273548061824,130.073101,-52.921815,7.082317,-2.2141081919917163
433103132037681536,47.375221,44.856842,28.731432,0.8275783607636997
1986628812013105152,337.3826,47.706882,1.483848,-5.606692921640038
1671148277108755200,207.858082,64.723278,7.715734,-2.0251097653814867
3366754155291545344,106.027177,20.570294,3.072913,-4.022735676353619
2996171698248699904,86.738857,-14.821954,44.793977,1.7971421133485395
5971244451311982336,253.08387,-38.017637,5.663246,-2.691998865430717
2139664063041544576,289.276144,53.369005,26.485325,0.6590395325428311
6093220251160674688,214.850841,-46.058117,9.328554,-1.6063823506619386
4822106194362165760,82.803265,-35.470651,11.72999,-1.107854790635768
5935906628641616128,254.896041,-53.160343,8.852009,-1.7168467659469258
5855802671046171648,191.569549,-68.108147,10.240972,-1.3994181063503586
4870527586937201408,64.473926,-33.798372,18.400194,-0.12414399020086897
5521599549054493696,130.156507,-46.64872,0.43116,-8.273173683738628
4936685751336237056,34.128099,-51.512265,21.686248,0.2369330998939585
5337891256535666176,167.147403,-58.975032,0.222755,-9.703425694636387
5828952940687722496,243.859494,-63.685742,4.576632,-3.1369340356290962
4878631812268014464,68.887403,-30.562398,15.450089,-0.4894190724262941
3019816764523863552,93.713863,-6.27486,5.105584,-2.8888868707538027
1931192500887330688,345.480384,42.325986,9.305137,-1.5804121417332286
3312748824193704832,67.144232,15.962025,24.769256,0.5466858088784718
3168265196643846400,109.523032,16.540226,32.606819,1.1464671635895378
1064092789129355136,142.883175,63.061979,42.090359,1.7029291498917027
5173421634271199104,44.107224,-8.899117,24.21777,0.5040057515738745
3207534529304666240,79.401547,-6.84445,6.014664,-2.5155631442156334
5300734910309994240,139.050069,-57.541533,6.250076,-2.429577508335665
6518817665843312000,335.6844,-45.948043,6.185846,-2.450426480977754
4757601523650165120,83.406311,-62.489769,2.930785,-4.071618199412088
939307084189685248,103.197236,33.961047,16.870076,-0.2707938045095357
6203033940614597504,220.913985,-35.174458,14.508191,-0.5976866778856369
5912398348432135552,262.774129,-60.684284,14.468825,-0.6018056805264465
3174163561130003840,69.544734,-14.304709,28.876933,0.9037813260828989
4990516294443333504,2.353434,-45.748222,22.608141,0.37310926536808964
1273423791421021568,231.956281,29.106104,27.925632,0.8344440532545541
2090687795056051328,282.519991,33.36265,3.598248,-3.6146665366369106
5642935536248627456,132.632342,-27.709458,15.514237,-0.4368028921612339
2891816671700460288,95.528315,-33.43663,15.04904,-0.5010580172943424
916230087468692864,125.708659,43.187683,8.882832,-1.6435057578796606
3214077516844988800,81.119237,-2.397152,1.578305,-5.39367533827704
2365464065885835904,3.659946,-18.93319,7.079731,-2.1343922168018867
66526127137440128,57.290689,24.053212,8.118448,-1.8368399335098484
5775835843156608256,248.359946,-78.897496,21.303271,0.2622924604293253
2059372363884259072,299.076364,35.083297,23.548195,0.48319011749812013
5236306071562633344,176.400656,-66.728604,23.728944,0.5011860570417053
6265374394490973184,233.881872,-14.789501,20.259289,0.15856399860725467
6539947667988856320,347.590576,-45.246835,15.856633,-0.3734461269454332
2392584791494639744,350.742035,-20.101017,19.855754,0.11639191779574354
3992011061833780096,168.800828,23.095482,4.293597,-3.205250605844604
2989528414633822464,77.845442,-11.848831,6.077663,-2.4472739237960113
2995725777563537792,89.101033,-14.167081,66.857338,2.761601403391179
660136821288588416,131.17116,18.153296,23.827111,0.5227139400539453
4803692295174064256,89.786802,-42.815181,7.402087,-2.0155730737795956
6838023243053666688,325.023618,-16.662414,19.103692,0.047497537882179586
2251191616254289152,297.044173,70.268108,21.321935,0.2872230753395897
6705977119250947712,271.657724,-50.091523,2.946987,-4.009127899713247
2851617392714906880,359.439521,25.141262,6.424684,-2.3153391418753593
5114760146310175488,56.535819,-12.101324,6.394298,-2.3204716386170734
1667976701458958848,211.096744,64.375924,12.515551,-0.8603271286040322
1195823284391343104,236.547201,15.421607,21.592367,0.32528026602322235
1398822783330261248,240.662772,47.240631,8.162068,-1.7825419567197986
3458053271535395712,87.872418,39.148527,16.141362,-0.3009611125901781
6419476755916988032,280.758918,-71.42882,15.149521,-0.437528492688088
3041619014955371392,115.311462,-9.551221,22.383914,0.4105221428605468
5263150888430619904,115.455737,-72.606033,22.437703,0.4167359756021707
243276881910517120,56.298378,42.578541,5.476644,-2.643649443667641
1891598193816300544,331.754226,25.345221,84.005356,3.2854058831124178
5639188675501966464,130.897995,-33.186339,4.108941,-3.2674304734891244
418001477279154304,9.242984,53.896868,6.665666,-2.216420257751171
1907131544341497600,333.992454,37.748735,4.810812,-2.923736072022111
3287731945364911232,72.801516,5.605108,3.871504,-3.3923434384570736
644306911864817152,142.930035,22.96782,8.755453,-1.61782789478403
4929469381645492864,22.813872,-49.072018,22.793479,0.4599290860138794
2939555954755196160,99.171285,-19.256191,48.849033,2.117515854918718
1876331990259358976,341.633101,23.565612,8.598704,-1.6411480042836573
1201067439457715072,245.479838,19.15332,16.867048,-0.17305759579546276
3232262786334597888,73.562907,2.440678,3.294488,-3.7190443500423456
1193030490492925824,239.114697,15.655913,89.564664,3.4551095049683784
65271996684817280,56.219005,24.113133,8.345685,-1.6944810567505417
6521011466420795392,337.317539,-43.495576,9.998097,-1.3006762705234713
4426032591025363200,237.704589,4.478007,45.329258,1.9816710504949615
4254220979971917056,285.420019,-5.739281,21.566909,0.3692925293058149
12730974556132096,51.792571,9.73255,16.791442,-0.17273103159332948
1049765396704695936,147.744782,59.03806,28.378298,0.9703777245689142
441161693272718336,43.564429,52.762456,12.372554,-0.8300052101741109
6304988355324252928,213.223967,-10.273086,11.587768,-0.9701450421983093
4482432246132106496,271.837158,9.564198,38.126306,1.6182846458894709
2630576144911349248,349.212167,-7.72656,6.161173,-2.3362219822539174
5935306123457567616,244.958985,-50.155737,23.569837,0.5792528955988523
3296329370379163520,74.092476,13.514269,18.09035,0.006395846902227831
6406700636957782144,338.250642,-61.98221,11.527418,-0.9707827922025789
4506929502678142336,284.905417,15.067972,18.182102,0.024954448948532715
3655377057091634304,221.561669,1.892793,24.281386,0.654744364852224
5449188358930264704,156.787497,-31.067736,8.906941,-1.5186321223101444
5626529620176041600,130.025656,-35.308447,8.459814,-1.6278499269216908
1810711143451975296,309.909829,15.912024,13.729808,-0.5757866798481093
5606936597848690432,109.145737,-27.881007,7.622758,-1.8501773378761293
2022881668925464320,292.175757,24.664431,11.223782,-1.0081868860907939
2136270970154631168,292.426642,51.730346,26.636304,0.869264814247356
1713631344821548544,216.881595,75.696086,9.321548,-1.4080137987276586
3490322803937287680,177.187671,-26.749825,6.976927,-2.03641510522972
4240272953377646592,298.118243,1.005622,3.671496,-3.4281137030426105
5255378028454342272,156.969587,-58.739396,2.111081,-4.626095514707201
4472097420946809600,266.973063,2.706948,33.61738,1.3856673165045956
1971163631220899968,323.495066,45.591423,25.935916,0.8244819546729643
1220404653534258816,239.396494,26.877609,13.492248,-0.5933454233756219
2804918316384272128,11.834198,24.266822,18.00829,0.03783137897210764
6396597121531742336,322.188226,-69.50559,7.835541,-1.7682090628541598
6717964750922730624,287.507344,-39.340963,5.86454,-2.3962632359830227
1459043241342371328,207.947702,34.444095,6.203666,-2.2704699613373656
6337717036911729024,220.765591,-5.659606,52.181506,2.354708045155954
5823955832142075776,234.180364,-66.317283,15.199373,-0.3227096353605283
1797346167298274304,322.487178,23.638856,7.282392,-1.9195007368326422
1790202365373760256,320.522162,19.80479,20.848168,0.3673484902066573
1006142960069707648,94.478342,61.515276,4.409635,-3.005794785139516
6903096911032851584,311.919109,-9.495932,13.361941,-0.5959492510836455
3143460557918325248,112.04053,8.925574,3.133952,-3.742784297624908
3553136288324444544,164.941441,-18.298215,20.369308,0.32281937551472417
5269012591076800256,109.207541,-67.957115,4.752157,-2.8368910986493336
1148730170578687744,112.768493,82.411282,6.55487,-2.137591585348126
6803883097774049280,316.78182,-25.006049,7.062866,-1.973155166544407
1732693474833518720,318.95621,5.247493,17.19852,-0.04025762112744502
705156050012755712,131.67414,28.759699,9.412396,-1.348264046984447
1988193348344678656,337.823877,50.28257,31.494325,1.274868523991973
1144716265942885888,144.27155,81.326307,3.542272,-3.4683674687455053
3626724299468272384,193.588079,-9.539057,5.020505,-2.7106809803280587
285049252792128512,75.854496,60.442182,3.880002,-3.266144252713577
1362451076122760320,264.866151,46.006348,6.515744,-2.13953493609897
1505343882144388864,211.982385,43.854315,6.01102,-2.3130111351733937
1812371096773414144,309.478198,18.268857,8.431493,-1.577926581057497
6687035763708945792,298.815472,-41.868033,16.207208,-0.15821297098564813
1561883759343666304,205.18432,54.681588,5.596264,-2.4630740307305494
3334901543952614528,84.227062,9.289316,28.672197,1.0849558596435216
6634378296431076864,275.806806,-61.493872,4.404128,-2.9811573366873336
5059348952161258624,48.020701,-28.98487,71.433704,3.070954849324571
1117104986348319232,135.635961,67.629696,10.165762,-1.1610463109083824
3360277997443303424,108.342875,16.15878,5.030954,-2.6883822679106117
2315550051916217856,6.981968,-33.007386,5.898389,-2.342543945134647
4679700059672168960,59.68654,-61.400248,6.038162,-2.291202196575984
5301472064124336000,133.761617,-60.644438,11.194109,-0.9463663428423281
6110381256839901440,209.567631,-42.100843,7.100154,-1.9347551573730097
203855713561818240,69.172598,41.264752,3.600314,-3.408298103774003
5540591825707339648,122.839504,-39.61853,2.383067,-4.304108736397719
6704767209778958976,277.208693,-49.07161,26.698399,0.9466860959029324
3631753877970312576,202.990722,-6.256019,6.949899,-1.9750855339281337
2391835199442300544,351.511365,-20.642302,10.587357,-1.0609802124822494
3695061317957036928,184.976184,-0.666875,13.169162,-0.5862602992058648
5842864786417716608,188.11597,-72.133015,8.60153,-1.510952458051145
4389237503121158016,261.628676,4.140389,3.757824,-3.307292821042749
4951967794731342464,40.167597,-39.855498,22.285267,0.5618252086988207
4792774797545800832,86.821235,-51.066136,50.930691,2.3581398424409947
2793343001564046976,7.01268,17.893217,6.002456,-2.2838050739117257
5524834518404115840,131.099636,-42.649191,14.038718,-0.437759748405222
3870025847369674624,158.202765,9.30657,1.591272,-5.165611894970926
1186417202929896960,221.524378,15.131856,5.108427,-2.6311010417796243
6001701610563428224,234.512438,-42.567087,15.283841,-0.2505564449409796
2714292032537154944,346.75112,9.409438,9.919737,-1.1866322102789386
4589549005370416256,271.88563,28.762527,9.348675,-1.3141346894692507
3864344017954021120,164.006016,6.18534,8.745384,-1.4563785819158444
