dist,ra,dec
319.7411262185364,1.568210096535968,-0.051886952930688235
6383.637048077135,1.5706859226101857,0.04255744272091967
2824.0806442589464,1.5705437492775103,0.03660414514040022
315.2125963265341,1.5681662388638844,-0.05330041998461812
2913.9551830078976,1.5705515048956773,0.03648181416688891
1335.7027317394761,1.5702491487867969,0.024068801478473886
2306.244128929098,1.5704852408730698,0.03393184816844894
834.9478374093246,1.5698979678004266,0.009884904924884648
1473.8816888670065,1.570302544232015,0.02645209512745529
872.9859475528311,1.5699406502796471,0.012030891972104116
306.6624018818152,1.5680830830453,-0.055635313395520886
662.017897327498,1.569850648156236,-0.012944154925493015
986.76367367716,1.5701919359599508,0.002144593260564725
1250.448075037402,1.5703298170972861,0.008785447227609879
3148.9206729437938,1.5706204442158274,0.023513298651184063
265.9859838710821,1.5679636542459001,-0.08131500396875486
1601.3770279017604,1.5704388861035345,0.014357675078900808
6602.596722809664,1.5707140504683772,0.028597494074918496
472.9330453826667,1.5693980483934469,-0.03081788510267144
1834.126710157046,1.5704866393853127,0.016865831739227562
2119.5721492607604,1.570530514142367,0.0189541097497454
32292.06493668866,1.5707797295827437,0.033746544674464564
1736.6840655852463,1.5703910916241564,-0.022886793059152068
927.1475306990626,1.5700121229961252,-0.03705226145410439
162.80899245468086,1.5650661145660298,-0.1793290919249564
759.8556203855277,1.569824927591915,-0.043402682309213604
1952.6714247555078,1.5704367700530384,-0.02126266140655458
2482.8242627170757,1.5705156536424831,-0.01790605396963708
941.532044665121,1.5700235488965957,-0.03655339824817381
908.1797100850893,1.569993211239979,-0.03765670502517381
430.17980275594874,1.568975373142691,-0.07170408257263874
1372.0583884787418,1.5702775299078973,-0.02696986316834691
738.3960412973928,1.5700339872065299,-0.042411128094156356
2419.4455547254915,1.5705897705712177,-0.015637630651880636
754.0810720504204,1.5700524915779988,-0.04148222099545395
1509.2053706226766,1.570453760543007,-0.02254802933410203
35551.063436428325,1.5707830087958912,-0.004585715200983541
713.3693572745744,1.5700019063883615,-0.043853484812414856
1269.385221523121,1.5703822144104862,-0.025840187270459707
1034.0025345863864,1.5702762928605347,-0.03096447235720226
1479.0956837494914,1.57044609321983,-0.022490232674772632
2556.391607746424,1.5706012522905992,-0.014564730473432047
1312.8658432380844,1.5703401430635109,-0.08795922339204534
2602.3001311050516,1.5705752393518255,-0.07851690854999491
20182.487212763604,1.5707688705937268,-0.07003690187761802
2780.0188764555924,1.5705900363380398,-0.07790778357319954
1621.903895891851,1.5704329475753256,-0.08411887279278339
2575.778011162229,1.570573177089628,-0.07859234830188482
576.4369349391612,1.5696570585010665,-0.11138147514409644
187.93460769396629,1.566244829920932,-0.19663278882139215
3193.3295988631157,1.5706178398711803,-0.0762897412286014
1040.5236592699612,1.570210402163157,-0.0921886452382938
773.428714265533,1.5699809944524132,-0.1007588758852474
767.3960971204625,1.569973798139366,-0.1009247866367974
24747.242152352606,1.5707680518898643,0.04701888239354388
718.7938360566036,1.569742223918803,0.004548786852671121
2442.1936317652026,1.5705032475615914,0.03556949251946915
627.1678942527728,1.5695734473645366,-0.0024683097876742996
1234.855109363241,1.570202206395407,0.02241591300659704
1889.0931213975975,1.570414419207658,0.031583905331756236
1052.8401958387415,1.5700937674421445,0.018198621619241247
2985.302972385104,1.5705574373858826,0.03765116959415103
376.146217488255,1.5686440855797534,-0.03603848805558287
1713.8605568382852,1.5703737599291285,0.030073843254631336
1237.5631508400393,1.5703244925310693,0.008923281024152387
657.339669457579,1.5698431267156796,-0.012268666585998077
4228.557763912467,1.570666552855376,0.026592404052244212
375.42651931060624,1.5689534537581082,-0.04797830948964568
874.516980993539,1.5701067751740327,-0.0017790333771498675
1963.8940793579916,1.5705089358715876,0.01738350317785571
756.798487573819,1.5699851323915794,-0.006681306135880526
1204.3909180463509,1.5703112359854452,0.008094895141645535
583.7796310817349,1.5697044301373992,-0.018559956535701697
1500.0180663003018,1.570413636145815,0.013284067092832298
918.0002090881958,1.5700024792367737,-0.03713207455102303
3408.8292952141023,1.5705933374663998,-0.014477776725635903
36849.67862168791,1.5707779046880446,-0.006818976174609826
814.6851414278708,1.5698940173059723,-0.040681224243184065
534.2391799527821,1.569367652997291,-0.0585763888166312
223.52206545036432,1.5668979670086456,-0.13186866515313508
2260.9339961977466,1.5704875527990483,-0.01832845837623855
769.714998042424,1.5698374091792486,-0.04252994405522574
1698.2946746747978,1.5703810294736749,-0.022267717222469254
776.0584235281519,1.56984579373455,-0.04193486302118295
1359.8268777902338,1.570412453248294,-0.024322794808856782
710.1720488404454,1.5699961941947582,-0.04408626167404863
895.5777169944988,1.5701833405924477,-0.035930320619254205
1056.3153269592449,1.5702878082494294,-0.03082912174748207
2018.4586319798677,1.5705452733426752,-0.018076103297654196
1226.2775163211631,1.5703654088281804,-0.027224667440533902
563.6987359531886,1.569747096726255,-0.05418009359298087
3289.679076962388,1.5706462393758733,-0.012452042286375576
639.5498016383849,1.5698918369791086,-0.048361233849405
915.8335013329579,1.5701985810615098,-0.03488971568237968
664.4277759091003,1.569931570725409,-0.04646378170019071
3494.3038640217374,1.5706336409328499,-0.07539893108934775
