RA,Dec
258.835162,-42.896730
258.839668,-42.904214
258.830106,-42.900304
258.831579,-42.889516
258.828760,-42.892907
258.833371,-42.904102
258.834629,-42.893634
258.827077,-42.898216
258.839710,-42.897660
258.831593,-42.901620
258.825817,-42.895908
258.825111,-42.897945
258.827374,-42.890992
258.810934,-42.932561
217.971270,-56.690565
217.961861,-56.685120
217.987780,-56.683775
217.977086,-56.682537
217.972233,-56.680896
217.967747,-56.682218
217.975748,-56.677557
217.978539,-56.675797
217.975195,-56.691258
217.969697,-56.684618
217.971177,-56.687478
217.984057,-56.688088
217.972757,-56.696079
217.971321,-56.691227
253.194394,-30.931312
253.198218,-30.929041
253.204379,-30.938384
253.201152,-30.927945
253.197096,-30.933726
253.205609,-30.931670
253.213311,-30.921972
253.217803,-30.921735
253.212094,-30.919191
253.220028,-30.916139
253.210138,-30.915112
253.214923,-30.914741
253.213263,-30.911270
253.210745,-30.919244
253.205186,-30.922666
253.202887,-30.920448
318.754585,42.571753
318.752020,42.573172
318.748833,42.571723
318.746067,42.573833
318.741910,42.570456
318.750313,42.579786
318.738277,42.573279
318.742160,42.578099
318.744008,42.574448
318.747275,42.564147
318.748354,42.568492
318.754291,42.576550
318.750129,42.574193
318.745854,42.575028
318.758702,42.580749
110.801930,48.617281
110.812661,48.608818
110.814305,48.629443
110.806782,48.631658
110.813808,48.633668
110.818815,48.624875
110.816937,48.632815
110.790024,48.619450
110.775807,48.634749
110.779388,48.632176
110.795865,48.646131
110.789592,48.642397
110.781969,48.643110
110.755067,48.615219
315.597893,41.244062
315.592356,41.250573
315.590041,41.255679
315.596145,41.254675
315.593624,41.258605
315.592385,41.253774
315.591779,41.249084
315.592697,41.260321
315.598005,41.249487
315.589826,41.251474
315.591112,41.251481
315.592097,41.257198
315.605922,41.252469
315.598166,41.266485
315.601414,41.253955
256.050993,-32.678828
256.039834,-32.678240
256.043220,-32.676123
256.038896,-32.675849
256.044819,-32.682223
256.048732,-32.675497
256.042061,-32.672090
256.054989,-32.678261
256.043734,-32.679855
256.045782,-32.667001
256.048441,-32.676834
256.050453,-32.682801
256.051420,-32.678702
256.051724,-32.673932
142.604788,-50.222854
142.602325,-50.225113
142.596997,-50.220712
142.598136,-50.219694
142.596124,-50.218674
142.592191,-50.213666
142.597152,-50.234524
142.597563,-50.222127
142.597249,-50.217393
142.592768,-50.223388
142.582161,-50.224124
142.598728,-50.225741
142.610085,-50.221492
142.601473,-50.214458
251.566364,-33.389376
251.565435,-33.389054
251.566272,-33.387013
251.563749,-33.385887
251.563112,-33.390829
251.573943,-33.381341
251.578927,-33.381006
251.574502,-33.377807
251.578046,-33.375330
251.574013,-33.373674
251.574085,-33.370933
251.578204,-33.368418
251.582351,-33.372126
251.572075,-33.381735
251.571663,-33.374854
219.453043,-57.241492
219.452092,-57.240948
219.459090,-57.236385
219.447346,-57.237373
219.440145,-57.237329
219.445483,-57.235373
219.450617,-57.233003
219.449377,-57.229771
219.437460,-57.231245
219.447591,-57.229548
219.443505,-57.227317
219.444209,-57.231133
219.451387,-57.237997
219.456417,-57.226725
259.272756,-43.306483
259.282393,-43.308326
259.277091,-43.309525
259.281059,-43.303466
259.279262,-43.299831
259.278365,-43.303186
259.284116,-43.309421
259.287315,-43.310543
259.276891,-43.300777
259.278162,-43.309837
259.289860,-43.318065
259.289508,-43.317205
259.289689,-43.316144
259.291481,-43.307788
259.278443,-43.302062
254.253863,-31.701266
254.257355,-31.703093
254.250353,-31.699128
254.259988,-31.692360
254.255368,-31.690877
254.250041,-31.693177
254.266143,-31.694518
254.259511,-31.695184
254.253302,-31.694085
254.255543,-31.704184
254.260969,-31.700353
254.261272,-31.697948
254.257117,-31.698272
254.252549,-31.699477
254.260784,-31.693299
254.249580,-31.697787
254.258022,-31.691489
254.256249,-31.691550
220.087356,-57.473782
220.092189,-57.470782
220.074539,-57.472209
220.078224,-57.471668
220.083553,-57.470821
220.095548,-57.468639
220.070589,-57.472161
220.074075,-57.471021
220.085093,-57.468570
220.090173,-57.464818
220.089272,-57.462981
220.083745,-57.475711
220.082374,-57.472466
220.046905,-57.476685
220.061006,-57.474971
140.861714,-49.753659
140.857577,-49.754491
140.852020,-49.758596
140.850749,-49.747488
140.853564,-49.751369
140.861315,-49.754580
140.850030,-49.755086
140.856667,-49.756546
140.854938,-49.761361
140.857134,-49.736527
140.865837,-49.737028
140.873166,-49.737711
140.863088,-49.744210
140.863816,-49.748509
140.864881,-49.733931
217.932040,-57.755996
217.943140,-57.756821
217.933559,-57.751838
217.955742,-57.755394
217.938475,-57.750762
217.948438,-57.752435
217.943772,-57.751062
217.943078,-57.746615
217.938794,-57.767730
217.934457,-57.760620
217.940085,-57.747840
217.940598,-57.755487
217.927482,-57.757117
217.949380,-57.760337
217.941548,-57.761306
217.933430,-57.761701
126.769075,-59.799966
126.777143,-59.802800
126.778468,-59.805900
126.768104,-59.812312
126.773388,-59.809782
126.681054,-59.830510
126.693558,-59.837787
126.681238,-59.833220
126.686426,-59.827356
126.692353,-59.825365
126.681493,-59.831367
126.691270,-59.830930
126.694091,-59.832513
126.696478,-59.821983
105.447239,46.927590
105.487254,46.919434
105.478251,46.932314
105.475671,46.937737
105.481770,46.941497
105.486120,46.945885
105.451301,46.940427
105.468269,46.930423
105.464579,46.951198
105.464074,46.958106
105.614599,46.883307
105.603708,46.878731
105.613327,46.875114
105.612069,46.886455
105.615723,46.883775
108.229093,49.126287
108.231682,49.126992
108.229479,49.132797
108.230174,49.140845
108.231040,49.137578
108.213918,49.137129
108.217569,49.140835
108.200193,49.151540
108.199381,49.151174
108.202894,49.145712
108.207676,49.150966
108.203577,49.156626
108.208920,49.150790
108.151620,49.081021
316.727593,41.417672
316.729449,41.407193
316.720811,41.416449
316.727391,41.414927
316.716608,41.409500
316.723649,41.402306
316.724252,41.416230
316.728315,41.414666
316.725888,41.416011
316.724268,41.418207
316.724652,41.418980
316.714576,41.411486
316.733111,41.409531
316.721860,41.416403
316.720894,41.417333
316.733576,41.417001
318.589309,41.727813
318.586876,41.731057
318.584116,41.735495
318.594908,41.741603
318.608899,41.742941
318.597676,41.742687
318.596196,41.749685
318.611993,41.745333
318.603257,41.755031
318.600856,41.749851
318.605506,41.742559
318.603155,41.748282
318.600545,41.753207
318.597511,41.753411
251.744736,-33.788435
251.735580,-33.789976
251.734515,-33.787701
251.754020,-33.787545
251.752313,-33.780869
251.748149,-33.777236
251.748668,-33.771817
251.759136,-33.777527
251.748255,-33.783581
251.754513,-33.773459
251.754724,-33.777206
251.754202,-33.787314
251.753802,-33.787775
251.754850,-33.784850
251.751762,-33.786760
125.555493,-58.638300
125.548682,-58.635097
125.557366,-58.643592
125.567064,-58.639512
125.554377,-58.644565
125.526127,-58.637207
125.532461,-58.627680
125.521977,-58.642305
125.535202,-58.630579
125.538348,-58.633700
125.530618,-58.625491
125.548063,-58.620594
125.550483,-58.617611
125.558952,-58.624228
91.988308,50.726564
91.978056,50.733622
91.986259,50.719129
91.993386,50.717113
91.999474,50.712421
91.949147,50.722107
91.967868,50.705908
91.969245,50.703658
91.965345,50.723152
91.964923,50.724435
91.972364,50.722383
91.959496,50.719066
91.942036,50.716583
91.936399,50.717012
109.076169,46.169179
109.066798,46.159766
109.066952,46.183558
109.054161,46.183152
109.058372,46.188519
109.053892,46.193723
109.051888,46.197445
109.087193,46.181420
109.062977,46.206511
109.055197,46.216164
109.069118,46.218144
109.127741,46.183857
109.133831,46.185862
109.135184,46.180197
109.134909,46.208716
254.056263,-32.198238
254.054702,-32.198470
254.048665,-32.199891
254.062404,-32.194228
254.050579,-32.197890
254.052764,-32.195243
254.059352,-32.191042
254.059053,-32.191407
254.061356,-32.193595
254.065066,-32.198461
254.059815,-32.194282
254.056243,-32.201572
254.060596,-32.209259
254.057630,-32.191399
254.057482,-32.200170
254.058204,-32.193934
256.053201,-32.678890
256.046819,-32.685576
256.041121,-32.678923
256.037807,-32.676265
256.045667,-32.680261
256.048321,-32.677527
256.055105,-32.677323
256.049815,-32.674251
256.053785,-32.673698
256.047620,-32.669683
256.048620,-32.668619
256.052975,-32.680646
256.053001,-32.680573
256.047173,-32.685680
256.048908,-32.683096
91.410849,53.479903
91.404418,53.481486
91.401317,53.469547
91.396382,53.487641
91.381791,53.487554
91.382351,53.490579
91.388229,53.492112
91.389594,53.486296
91.416261,53.485820
91.406866,53.486889
91.404327,53.493051
91.415342,53.494164
91.408333,53.495617
91.425555,53.490984
105.548281,47.021833
316.118666,42.154005
316.110925,42.157890
316.108211,42.159779
316.122785,42.163427
316.116959,42.163075
316.119856,42.167625
316.115913,42.169790
316.111134,42.166092
316.122134,42.158678
316.116843,42.155648
316.123492,42.163999
316.117191,42.159326
316.122106,42.164358
316.121071,42.167989
218.461986,-57.090697
218.452167,-57.091913
218.455569,-57.091337
218.454868,-57.091390
218.457585,-57.091021
218.460856,-57.090265
218.446454,-57.091028
218.447140,-57.089647
218.447226,-57.090226
218.447470,-57.089702
218.460664,-57.084640
218.462031,-57.085667
218.461022,-57.085868
218.452691,-57.085948
218.461586,-57.083541
218.462864,-57.081042
218.463851,-57.079547
140.027006,-49.970183
140.018909,-49.970790
140.019290,-49.971923
140.023423,-49.973452
140.030583,-49.969996
140.019819,-49.977944
140.024286,-49.966176
140.023712,-49.972279
140.020542,-49.979501
140.008846,-49.968693
140.025016,-49.968629
140.017804,-49.977278
140.028085,-49.966629
140.033694,-49.963430
251.565694,-33.369118
217.977572,-56.691858
217.969962,-56.688657
217.978836,-56.689301
217.969919,-56.685178
217.983964,-56.687703
217.982571,-56.687645
217.970171,-56.684670
217.983171,-56.684893
217.981982,-56.684088
217.988849,-56.684667
217.980360,-56.679512
217.982378,-56.679972
217.978904,-56.677496
217.977848,-56.675672
217.974053,-56.694980
217.965498,-56.688773
315.610112,41.257403
315.600403,41.264107
315.603706,41.256239
315.596821,41.266149
315.600098,41.265965
315.600886,41.264050
315.605858,41.267167
315.602780,41.260454
315.605655,41.266183
315.602888,41.267940
315.596864,41.263996
315.584714,41.270229
315.576201,41.258984
315.576940,41.267489
315.575866,41.258820
253.462110,-30.591888
253.447060,-30.595208
253.445298,-30.595109
253.449437,-30.593065
253.444154,-30.593682
253.444494,-30.593393
253.448893,-30.592513
253.463747,-30.595557
253.456888,-30.591123
253.459394,-30.597370
253.457975,-30.598136
253.452040,-30.597817
253.448339,-30.596614
253.447908,-30.596673
253.450268,-30.597183
253.456137,-30.596144
254.564613,-31.903507
254.561259,-31.912583
254.566907,-31.910004
254.563694,-31.912657
254.563479,-31.910993
254.571610,-31.913507
254.571992,-31.911283
254.564842,-31.921593
254.563948,-31.916673
254.573003,-31.912624
254.556819,-31.916327
254.545828,-31.918523
254.547739,-31.917637
254.549831,-31.915732
254.532630,-31.913929
254.537007,-31.918262
128.035599,-58.118350
128.025699,-58.114523
128.037215,-58.110337
128.027107,-58.108995
128.024649,-58.123879
128.032214,-58.116614
128.023745,-58.108066
128.014659,-58.112475
128.034458,-58.116300
128.031325,-58.105921
128.040053,-58.108069
128.039311,-58.096737
128.035819,-58.105422
128.049691,-58.103316
128.057322,-58.103520
253.204715,-30.919653
253.204458,-30.918197
253.206319,-30.916835
253.211044,-30.928510
253.212834,-30.926611
253.212730,-30.923751
253.213102,-30.916163
253.217604,-30.921316
253.217554,-30.921522
253.214288,-30.920383
253.210376,-30.919723
253.211855,-30.917353
253.210049,-30.917041
253.209748,-30.915074
253.209658,-30.914691
253.210202,-30.914852
253.211840,-30.912280
110.750850,48.615601
110.765264,48.626622
110.753033,48.634783
110.733541,48.625070
110.743294,48.623364
110.764769,48.636523
110.766427,48.642116
110.740281,48.655998
110.754606,48.653884
110.745764,48.659384
110.762593,48.667175
110.827608,48.643154
110.829989,48.647915
110.818431,48.661501
110.812975,48.653974
318.759658,42.583097
318.753438,42.586013
318.758702,42.589268
318.763535,42.578862
318.770295,42.585013
318.767843,42.583572
318.760498,42.577910
318.758605,42.578044
318.755222,42.577493
318.754337,42.578348
318.755584,42.592242
318.764241,42.581443
318.759379,42.575821
318.758182,42.578592
105.496878,47.008188
219.470082,-57.223213
219.473099,-57.224696
219.461085,-57.222048
219.468668,-57.217835
219.472353,-57.211583
219.462759,-57.219643
219.477244,-57.217145
219.475422,-57.219487
219.477942,-57.224254
219.471846,-57.221633
219.470466,-57.227943
219.473688,-57.227431
219.468241,-57.227926
108.825212,49.012026
142.608785,-50.213320
142.601615,-50.210899
142.599658,-50.208612
142.605394,-50.210672
142.604570,-50.203866
142.602790,-50.203333
142.610027,-50.206833
142.604878,-50.211777
142.605538,-50.207203
142.602835,-50.204996
142.610404,-50.220766
142.596752,-50.214484
142.606159,-50.206289
142.606056,-50.206618
142.611058,-50.214610
258.794618,-42.919005
258.797101,-42.916130
258.811340,-42.923843
258.801692,-42.922976
258.794082,-42.916118
258.800542,-42.914755
258.805665,-42.918777
258.806945,-42.923475
258.795767,-42.917910
258.795997,-42.915326
258.802356,-42.916538
258.803443,-42.928415
258.803853,-42.923494
258.807590,-42.921244
140.865136,-49.731031
140.863698,-49.742147
140.858683,-49.733453
140.809184,-49.767113
140.810665,-49.764656
140.819250,-49.764684
140.803354,-49.762923
140.824366,-49.762209
140.815230,-49.755002
140.813275,-49.761603
140.822723,-49.765254
140.825744,-49.764989
140.811012,-49.762469
140.818667,-49.757805
105.581427,46.899239
105.589222,46.899916
105.594244,46.907233
105.613841,46.912968
105.629016,46.900344
105.626443,46.914320
105.627991,46.913448
105.613083,46.921810
105.624310,46.909241
105.609454,46.914109
105.600653,46.931681
105.596600,46.935349
105.611866,46.922076
105.566549,46.906495
105.560790,46.904555
105.561841,46.907278
108.158132,49.079729
108.158159,49.073632
108.170630,49.093635
108.167751,49.092666
108.170860,49.093758
108.136620,49.097231
108.142882,49.091395
108.134159,49.098808
108.137132,49.106936
108.132465,49.112346
108.173231,49.096773
108.161210,49.108694
108.178231,49.121529
108.145800,49.114886
217.945310,-57.759349
217.930874,-57.760664
217.932556,-57.759354
217.949836,-57.756611
217.929762,-57.758160
217.934451,-57.754131
217.938216,-57.751929
217.935734,-57.749888
217.949620,-57.751646
217.927290,-57.756133
217.932572,-57.760904
217.933335,-57.755716
217.965695,-57.747545
217.951562,-57.745426
254.253011,-31.692374
254.253474,-31.690772
254.249088,-31.691912
254.249559,-31.691715
254.252363,-31.693058
254.255409,-31.696495
254.250981,-31.694248
254.251258,-31.694032
254.256089,-31.697213
254.256283,-31.696888
254.261765,-31.699000
254.253605,-31.698131
254.262043,-31.693003
254.249256,-31.697272
254.251551,-31.699352
254.256824,-31.684528
254.235526,-31.703446
126.695501,-59.832373
126.704256,-59.821629
126.714215,-59.815321
126.716889,-59.821037
126.699154,-59.819195
126.712260,-59.824613
126.700482,-59.820464
126.697742,-59.819333
126.711404,-59.825878
126.717764,-59.813134
126.706202,-59.819083
126.679104,-59.824623
126.674172,-59.818267
126.683054,-59.816967
251.761875,-33.779376
251.750666,-33.785751
251.755117,-33.781177
251.756051,-33.780424
251.749848,-33.782877
251.757882,-33.776915
251.755012,-33.778168
251.745773,-33.783415
251.750763,-33.777857
251.751510,-33.776183
251.755073,-33.772315
251.753720,-33.773043
251.746068,-33.777162
251.751054,-33.773435
251.746408,-33.775871
125.541702,-58.624271
125.534378,-58.622037
125.533258,-58.624741
125.553296,-58.623098
125.561121,-58.623120
125.539212,-58.618328
125.534881,-58.624316
125.535954,-58.619483
125.536509,-58.619046
125.484407,-58.649209
125.483423,-58.647367
125.475822,-58.650386
125.486378,-58.645403
125.477647,-58.638229
125.491991,-58.640763
125.500752,-58.639120
91.944085,50.719445
91.939472,50.720046
91.924553,50.728766
91.924000,50.728567
91.945693,50.716147
91.925660,50.733710
91.942285,50.727058
91.924554,50.736116
91.928479,50.739502
91.959208,50.730274
91.955636,50.733252
91.961111,50.735777
91.959969,50.740012
91.970830,50.735102
256.047302,-32.683692
256.046151,-32.684014
256.053527,-32.679114
256.054635,-32.676659
256.054812,-32.676752
256.048348,-32.682068
256.048888,-32.682073
256.049174,-32.682185
256.047402,-32.682412
256.057550,-32.674396
256.046100,-32.681700
256.054236,-32.676148
256.053937,-32.675864
256.054018,-32.676469
256.053928,-32.676677
256.048434,-32.680457
256.048117,-32.680711
256.047030,-32.681277
318.618568,41.749040
318.615975,41.749425
318.620529,41.745864
318.626285,41.749215
318.622683,41.744061
318.621548,41.745068
318.615599,41.748758
318.620699,41.751553
318.627101,41.754550
318.625554,41.737875
318.628017,41.747647
318.624358,41.747025
318.629642,41.760765
318.640656,41.757809
217.963829,-56.687790
217.974840,-56.689723
217.968127,-56.685501
217.964591,-56.684141
217.984878,-56.687919
217.973254,-56.684583
217.977463,-56.685253
217.985480,-56.686175
217.980887,-56.685082
217.965393,-56.681340
217.967481,-56.681540
217.971852,-56.682045
217.971076,-56.680718
217.971010,-56.681083
217.984704,-56.684206
217.987818,-56.684855
251.567552,-33.374971
251.576501,-33.372989
251.571509,-33.379770
251.569732,-33.380780
251.575548,-33.367800
251.575289,-33.385809
251.567929,-33.373839
251.577343,-33.380611
251.572276,-33.378398
251.578446,-33.378507
251.580822,-33.371719
251.583055,-33.373176
251.578712,-33.384038
251.585906,-33.375406
251.571248,-33.379303
251.569751,-33.379571
259.275586,-43.303614
259.283617,-43.314264
259.275409,-43.310167
259.283255,-43.306172
259.287485,-43.315691
259.286154,-43.311730
259.284356,-43.308355
259.276414,-43.299383
259.290417,-43.300007
259.289115,-43.301582
259.279776,-43.286353
259.274122,-43.291382
259.280724,-43.291698
259.288340,-43.299661
259.289927,-43.294338
254.051342,-32.198391
254.060965,-32.197212
254.055129,-32.204098
254.067317,-32.200440
254.057368,-32.208725
254.054069,-32.195130
254.053629,-32.197347
254.050183,-32.200721
254.058894,-32.199378
254.063916,-32.204719
254.059240,-32.210049
254.060746,-32.195801
254.063218,-32.203445
254.054618,-32.202774
254.063153,-32.196254
254.051433,-32.203257
254.049508,-32.199811
254.065904,-32.202975
254.062334,-32.201786
109.107459,46.203417
109.110511,46.206512
109.107252,46.199868
109.130981,46.215679
109.133217,46.221984
109.147496,46.216150
109.146796,46.212329
109.144081,46.226875
109.114386,46.242466
109.123474,46.247086
109.097307,46.215212
109.090263,46.213151
109.097067,46.221470
109.062251,46.229039
220.057999,-57.469140
220.051503,-57.470255
220.061919,-57.467793
220.051482,-57.480307
220.050782,-57.476762
220.055361,-57.475953
220.055852,-57.475678
220.061618,-57.472749
220.041823,-57.474770
220.061847,-57.470929
220.056643,-57.470221
220.059255,-57.468243
220.042529,-57.470526
220.048149,-57.469536
220.047827,-57.468261
140.025137,-49.954516
140.032497,-49.949622
140.027459,-49.948964
140.030199,-49.953129
140.028894,-49.966942
140.020899,-49.955387
140.030648,-49.962056
140.059360,-49.967914
140.051916,-49.954485
140.048471,-49.956158
140.055869,-49.956700
140.061546,-49.959012
140.061698,-49.961727
140.045424,-49.957896
140.134217,-49.974400
318.766706,42.589418
318.733844,42.575013
318.740755,42.580513
318.729929,42.581078
318.742893,42.581958
318.735121,42.587041
318.729051,42.587394
318.743913,42.589670
318.738801,42.583478
318.732634,42.583652
318.738090,42.579148
318.734912,42.582586
318.734539,42.584648
318.741783,42.590612
254.037385,-32.189636
91.428446,53.496985
91.420583,53.500054
91.414508,53.500378
91.376793,53.504508
91.376527,53.507364
91.377941,53.509196
91.381803,53.504039
91.394716,53.493006
91.388359,53.501828
91.399619,53.508687
91.388709,53.514894
91.376249,53.514885
91.385039,53.519589
91.488196,53.480970
315.578431,41.265784
315.586219,41.267508
315.574351,41.263998
315.587110,41.264444
315.578597,41.255587
315.589291,41.261174
315.578566,41.268198
315.576358,41.265149
315.592191,41.278109
315.588042,41.271061
315.597845,41.273886
315.590005,41.281310
315.593520,41.282790
315.593140,41.285027
315.592721,41.284802
316.739201,41.422225
316.730583,41.427713
316.735980,41.430401
316.732966,41.428539
316.740256,41.419181
316.742094,41.419077
316.740993,41.418537
316.740681,41.420069
316.742822,41.424506
316.741507,41.428929
316.734988,41.425308
316.740450,41.430155
316.733219,41.428338
316.743538,41.422550
316.735592,41.418871
316.110097,42.161119
316.125023,42.160324
316.126027,42.161138
316.120252,42.155425
316.118319,42.165079
316.115747,42.161170
316.115074,42.163403
316.122668,42.158754
316.118617,42.159004
316.114958,42.156114
316.117458,42.160567
316.130759,42.169378
316.132539,42.170578
316.120305,42.169885
316.134984,42.173016
253.216643,-30.926428
253.221836,-30.920745
253.212824,-30.923973
253.219741,-30.917625
253.220438,-30.916674
253.208289,-30.918000
253.211131,-30.915363
253.209129,-30.915901
253.214538,-30.913400
253.214197,-30.913636
253.215817,-30.913013
253.214456,-30.911441
253.212805,-30.910634
253.212065,-30.909830
253.222215,-30.921125
253.209094,-30.925407
218.456698,-57.099140
218.457418,-57.095620
218.465047,-57.092520
218.470028,-57.090665
218.467062,-57.089305
218.460711,-57.082096
218.460765,-57.081217
218.451827,-57.094142
218.455898,-57.094313
218.452605,-57.092472
218.457455,-57.084879
218.470141,-57.091204
218.459879,-57.092305
218.471617,-57.089810
218.448726,-57.087424
218.460281,-57.085673
258.808825,-42.929128
258.808939,-42.930949
258.809591,-42.922726
258.812451,-42.926960
258.795536,-42.923482
258.811705,-42.932962
258.811644,-42.931934
258.813693,-42.923755
258.807025,-42.917178
258.798853,-42.922520
258.798184,-42.922022
258.796463,-42.922808
258.803602,-42.917857
258.793188,-42.921491
258.799752,-42.914392
219.473635,-57.225588
219.469970,-57.225797
219.482414,-57.222020
219.468890,-57.222590
219.467542,-57.220619
219.478192,-57.217908
219.464672,-57.218396
219.457553,-57.219050
219.463054,-57.214271
219.468960,-57.217256
219.466153,-57.230055
219.466114,-57.229536
219.467709,-57.227534
219.460238,-57.223710
219.474611,-57.223403
217.966839,-57.743987
217.959575,-57.741807
217.966591,-57.738965
217.962237,-57.747718
217.973234,-57.745844
217.964846,-57.744988
217.960095,-57.750345
217.955536,-57.750862
217.965230,-57.741901
217.968353,-57.737829
217.961158,-57.752671
217.960448,-57.753516
217.960118,-57.751617
217.961112,-57.744752
253.450623,-30.600636
253.460541,-30.598895
253.450754,-30.587525
253.450230,-30.590251
253.462793,-30.593899
253.451930,-30.599982
253.449708,-30.598674
253.455399,-30.594009
253.451110,-30.595220
253.455828,-30.585426
253.455432,-30.603334
253.452277,-30.594922
253.450364,-30.591709
253.454515,-30.603263
253.460273,-30.594993
253.457963,-30.594907
253.459277,-30.593002
253.457713,-30.592767
142.616342,-50.211909
142.593907,-50.212014
142.604316,-50.214578
142.609061,-50.209076
142.610320,-50.222066
142.598826,-50.217355
142.597664,-50.216407
142.605195,-50.210416
142.603967,-50.209589
142.603563,-50.208969
142.600434,-50.205435
142.605326,-50.207478
142.611107,-50.209219
142.607601,-50.223849
142.608856,-50.217187
128.053771,-58.099852
128.055048,-58.101232
128.036143,-58.105214
128.050622,-58.103175
128.048745,-58.098440
128.052711,-58.096084
128.079343,-58.108592
128.091097,-58.101230
128.075693,-58.095927
128.081056,-58.094126
128.078667,-58.095211
128.080048,-58.107909
128.074706,-58.099486
128.069893,-58.100608
140.816403,-49.770254
140.825836,-49.763312
140.814681,-49.765715
140.811683,-49.760137
140.821764,-49.765763
140.822651,-49.752889
140.832523,-49.753013
140.818374,-49.751478
140.826478,-49.750984
140.831589,-49.748600
140.837168,-49.748471
140.821577,-49.747673
140.831807,-49.749975
140.826751,-49.750681
140.836836,-49.748790
105.558915,46.903495
105.579336,46.917396
105.583565,46.916225
105.552707,46.907134
105.542853,46.929639
105.556718,46.930438
105.558723,46.923754
105.560247,46.924167
105.544985,46.936859
105.573489,46.926887
105.571228,46.932007
105.572239,46.931045
105.588890,46.936942
105.589905,46.940143
254.538081,-31.912276
254.533004,-31.912758
254.545297,-31.907549
254.541399,-31.905811
254.543533,-31.923579
254.541615,-31.919464
254.541727,-31.914569
254.543463,-31.914634
254.548880,-31.914565
254.547322,-31.913588
254.549785,-31.914145
254.541266,-31.910713
254.546852,-31.920122
254.545874,-31.920358
254.547057,-31.919460
254.233645,-31.700680
254.236108,-31.699591
254.232114,-31.699124
254.235178,-31.697026
254.242082,-31.691984
254.229396,-31.691924
254.242341,-31.696110
254.238193,-31.688418
254.240161,-31.692293
254.227013,-31.691507
254.228142,-31.690638
254.228749,-31.694765
254.239485,-31.697234
254.240879,-31.698083
110.789326,48.663135
110.790235,48.664500
110.791622,48.663464
110.803021,48.652267
110.800671,48.665359
110.827628,48.666598
110.822504,48.672137
110.828126,48.666346
110.836165,48.665230
110.836491,48.676143
110.829958,48.676927
110.815626,48.681152
110.800057,48.679136
110.805819,48.693634
110.824273,48.692336
91.962026,50.742014
91.962793,50.746097
91.955629,50.747313
91.973829,50.746151
91.975541,50.747121
91.940067,50.757359
91.930051,50.767238
91.935821,50.763618
91.939592,50.763699
91.893140,50.596719
91.894000,50.596539
91.903094,50.601351
91.898208,50.602042
91.908367,50.601457
251.750983,-33.772306
251.749054,-33.771237
251.747882,-33.786151
251.748757,-33.784771
251.761170,-33.780155
251.749211,-33.783436
251.759560,-33.779393
251.748880,-33.781828
251.759684,-33.778278
251.750421,-33.778272
251.757669,-33.775773
251.743803,-33.779459
251.752561,-33.776712
251.748856,-33.776170
251.749012,-33.775489
251.747959,-33.774121
251.752316,-33.772259
126.676282,-59.828625
126.667521,-59.817237
126.675990,-59.814672
126.687545,-59.819410
126.678443,-59.820909
126.675629,-59.821697
126.672251,-59.819804
126.687264,-59.823259
126.709800,-59.802927
126.701189,-59.801198
126.695243,-59.813127
126.704787,-59.809005
126.687247,-59.808712
126.702903,-59.801670
126.698933,-59.808247
108.149675,49.136869
108.150816,49.136125
108.117847,49.109987
108.121097,49.105666
108.116950,49.109637
108.124848,49.108287
108.118333,49.121810
108.114005,49.122350
108.125336,49.107797
108.088887,49.125752
108.093495,49.112237
108.107023,49.132021
108.124662,49.146328
108.131450,49.144107
108.137354,49.131157
315.591124,41.275268
315.591201,41.272938
315.590271,41.278554
315.587825,41.278133
315.587241,41.271095
315.595140,41.268887
315.584485,41.272063
315.591761,41.272333
315.598354,41.279677
315.594137,41.270457
315.589595,41.267085
315.617652,41.268103
315.615736,41.275512
315.613865,41.274244
318.635291,41.762920
318.636442,41.767686
318.638472,41.755614
318.633286,41.751527
318.636671,41.757590
318.631186,41.758319
318.638044,41.767336
318.635778,41.751619
318.637514,41.768135
318.635291,41.768289
318.630896,41.760707
318.643296,41.759844
318.638696,41.755534
318.638939,41.760243
318.626977,41.761775
318.604647,41.759568
109.060653,46.229773
109.065035,46.238020
109.072374,46.249011
109.082729,46.261381
108.986987,46.098628
108.990374,46.089966
108.997844,46.105900
109.003004,46.107141
108.980897,46.118295
108.982882,46.118684
109.005180,46.108495
109.005816,46.121156
108.999299,46.140782
109.006379,46.130949
217.984395,-56.682356
217.972868,-56.678297
217.975587,-56.678708
217.970525,-56.677503
217.972481,-56.677775
217.977394,-56.673821
217.984543,-56.684858
217.974678,-56.694360
217.966471,-56.686904
217.967114,-56.691162
217.967483,-56.688558
217.978465,-56.690327
217.968746,-56.686684
217.978849,-56.688998
217.975735,-56.684942
127.820825,-58.225609
259.291857,-43.295464
259.292244,-43.298129
259.292922,-43.301426
259.286803,-43.302846
259.286797,-43.302203
259.289758,-43.299610
259.286376,-43.301211
259.286558,-43.300439
259.283951,-43.299571
259.282870,-43.299881
259.287269,-43.295000
259.284910,-43.293626
259.280469,-43.295814
259.280819,-43.295050
259.280341,-43.291736
125.490316,-58.627726
125.493517,-58.625650
125.506809,-58.633861
125.486939,-58.645296
125.492439,-58.630832
125.489571,-58.642976
125.452406,-58.637302
125.457272,-58.628071
125.462106,-58.624692
125.444407,-58.636707
125.444719,-58.634727
125.455003,-58.635851
125.453825,-58.636500
125.454264,-58.644533
251.580589,-33.371567
251.573531,-33.373557
