RA,Dec
316.736718,41.402165
316.729429,41.396105
220.083556,-57.479001
220.087701,-57.477807
220.083504,-57.477025
220.083612,-57.476475
220.081888,-57.474484
220.094798,-57.472143
220.089055,-57.470757
220.076790,-57.471016
220.089784,-57.469655
220.093475,-57.468977
220.072523,-57.470335
220.086795,-57.468226
220.068904,-57.470404
220.071775,-57.469544
259.294966,-43.300332
259.295258,-43.302435
259.301217,-43.302041
259.309056,-43.315028
259.303772,-43.308561
259.300932,-43.304105
259.313534,-43.311348
259.315256,-43.309846
259.306024,-43.314802
259.294689,-43.307847
259.296688,-43.303410
259.299572,-43.298185
259.299738,-43.298390
259.303144,-43.309790
259.307188,-43.309377
259.304510,-43.314021
254.058449,-32.208013
254.054688,-32.197895
254.056936,-32.199352
254.057148,-32.209364
254.063837,-32.198888
254.055386,-32.202012
254.055468,-32.201146
254.056621,-32.201089
254.055420,-32.196048
254.057126,-32.194116
254.059265,-32.205304
254.062049,-32.205708
254.061133,-32.207329
254.067374,-32.202248
254.063637,-32.204361
140.844129,-49.771848
140.833641,-49.766684
140.845395,-49.767052
140.843292,-49.758698
140.850667,-49.760544
140.865308,-49.766791
140.867010,-49.765157
140.871136,-49.763559
140.861519,-49.764405
140.860984,-49.762951
140.876894,-49.764115
140.855681,-49.762458
140.871099,-49.772409
140.874081,-49.766214
142.551556,-50.239319
142.563796,-50.242893
142.550609,-50.235299
142.551697,-50.238122
142.557019,-50.230240
142.560033,-50.238632
142.548577,-50.239567
142.553046,-50.241715
142.562138,-50.245351
142.557133,-50.237637
142.562019,-50.229756
142.561809,-50.225024
142.566688,-50.223918
142.571767,-50.223468
142.559160,-50.222731
251.564476,-33.392994
251.563738,-33.391972
251.563964,-33.392205
251.567627,-33.386762
251.564797,-33.386161
251.561967,-33.387985
251.561247,-33.385507
251.559753,-33.386270
251.560290,-33.385916
251.560581,-33.385639
251.555031,-33.387664
251.563253,-33.378770
251.563992,-33.394635
251.572603,-33.388723
251.569843,-33.381021
251.568543,-33.380068
318.720723,42.561292
318.709785,42.553250
318.711971,42.566058
318.706459,42.562603
318.720862,42.563614
318.710382,42.562608
318.727783,42.566736
318.716927,42.568563
318.722883,42.568254
318.723637,42.571676
318.728673,42.572090
318.726588,42.577629
318.729870,42.577786
318.722697,42.580203
318.781154,41.901335
318.780710,41.902927
318.785758,41.887840
318.783450,41.892993
318.790599,41.898490
318.789029,41.899163
318.785588,41.891059
318.782079,41.897832
318.788407,41.906109
318.783611,41.891167
318.786423,41.904300
318.607055,41.721420
318.599850,41.724215
318.601207,41.719085
318.600253,41.721000
125.454511,-58.647235
125.443215,-58.635991
125.494712,-58.679161
125.501109,-58.670108
125.484285,-58.669959
125.500207,-58.668786
125.491339,-58.673992
125.502672,-58.676602
125.507862,-58.668333
125.520496,-58.665978
125.528527,-58.659612
125.504480,-58.660110
125.526743,-58.655843
125.521468,-58.661352
217.961741,-57.759180
217.936984,-57.763411
217.941296,-57.757397
217.937583,-57.752175
217.940530,-57.750082
217.940118,-57.751578
217.945590,-57.754896
217.945750,-57.757668
217.945727,-57.753237
217.946349,-57.749154
217.951080,-57.759058
217.936259,-57.764422
217.949412,-57.760637
217.940502,-57.760909
218.331389,-57.151414
91.530228,53.494252
91.541349,53.487780
91.538184,53.492085
91.542824,53.490549
91.532205,53.502348
91.498748,53.498545
91.508133,53.497452
91.507767,53.507711
91.509563,53.508665
91.492196,53.520656
91.517831,53.501163
91.517061,53.510315
91.464624,53.438049
91.477586,53.443652
91.471158,53.438808
253.199530,-30.928304
253.194361,-30.929998
253.200796,-30.925391
253.203971,-30.922306
253.194755,-30.933422
253.200579,-30.931076
253.191654,-30.930555
253.197404,-30.926484
253.195268,-30.926790
253.201272,-30.940133
253.200001,-30.937839
253.207495,-30.933086
253.211170,-30.931380
253.200424,-30.924040
253.199667,-30.927802
219.461191,-57.232144
219.452446,-57.239395
219.452070,-57.238123
219.455855,-57.237291
219.456336,-57.237211
219.456398,-57.237628
219.442160,-57.239103
219.446086,-57.237611
219.447206,-57.238451
219.461945,-57.235565
219.440877,-57.236345
219.457804,-57.233068
219.451096,-57.232364
219.451692,-57.232647
219.457022,-57.231843
219.448128,-57.233027
139.977128,-49.974725
139.984294,-49.976203
139.982824,-49.981793
139.993176,-49.968548
139.999722,-49.973620
139.984886,-49.971971
139.988514,-49.976660
139.969238,-49.976066
139.972519,-49.967941
139.960189,-49.965538
139.965872,-49.961611
139.966112,-49.968533
139.964438,-49.971233
139.966782,-49.966383
139.962469,-49.963641
256.026447,-32.673740
256.027231,-32.672879
256.025172,-32.670338
256.025357,-32.669775
256.022316,-32.671351
256.024388,-32.669469
256.022418,-32.668328
256.025589,-32.686062
256.026242,-32.685426
256.024300,-32.683992
256.026680,-32.680162
256.016625,-32.675890
256.026278,-32.669110
256.031003,-32.673800
256.028167,-32.668236
256.028256,-32.679802
256.029991,-32.676872
256.021851,-32.679707
316.742358,41.393807
316.741030,41.397857
316.734143,41.402277
316.732712,41.402380
316.735472,41.396119
316.742246,41.395472
316.737592,41.398515
316.746205,41.400168
316.740793,41.416459
316.747635,41.418830
316.745319,41.417125
316.754926,41.408022
316.754498,41.412798
316.754761,41.408284
316.745640,41.419658
128.088679,-58.120071
128.092326,-58.111801
128.098158,-58.119077
128.085767,-58.118472
128.080044,-58.114118
128.091898,-58.116689
128.100604,-58.114131
128.091918,-58.104260
128.123163,-58.103985
128.104397,-58.103276
128.102815,-58.098009
128.105686,-58.097968
128.109144,-58.092765
128.111524,-58.093051
128.115587,-58.092384
110.917973,48.630612
110.884090,48.627123
110.881784,48.643739
110.897688,48.641948
110.900332,48.635375
110.863043,48.628443
110.851850,48.634130
110.837116,48.627559
110.830850,48.632640
110.828271,48.629839
110.834699,48.624396
110.842980,48.626875
110.846195,48.640669
110.834957,48.650229
110.849045,48.635244
91.966536,50.662394
91.952463,50.663561
91.950774,50.666038
91.954930,50.667041
91.963414,50.662331
91.970172,50.672571
91.956286,50.673993
91.946739,50.680047
91.939425,50.671107
91.943483,50.671712
91.922021,50.677273
91.944546,50.670926
91.921173,50.676607
105.444056,46.861294
105.445493,46.870022
105.434954,46.874562
105.443266,46.876479
105.468940,46.872302
105.469167,46.871008
105.456957,46.877166
105.474834,46.882841
105.464621,46.887133
105.449556,46.905682
105.512467,46.884063
105.503705,46.879761
105.522676,46.892657
105.509670,46.902664
91.745498,53.498852
254.256168,-31.701970
254.262700,-31.699004
254.262203,-31.698020
254.262151,-31.697462
254.258086,-31.698427
254.252833,-31.697931
254.258508,-31.695024
254.257698,-31.694632
254.254518,-31.692976
254.253007,-31.693382
254.249209,-31.694185
254.258919,-31.690601
254.257176,-31.687676
254.253469,-31.687429
254.265895,-31.695909
217.960261,-56.692382
217.958991,-56.689331
217.963700,-56.689351
217.959919,-56.688224
217.960220,-56.686233
217.950609,-56.697091
217.946254,-56.700379
217.952971,-56.690430
217.948657,-56.700986
217.954841,-56.692213
217.964517,-56.693248
217.961749,-56.692943
217.954613,-56.704791
217.957739,-56.705382
217.958489,-56.704854
217.955035,-56.703344
217.961044,-56.702743
108.245763,49.073596
108.230072,49.073182
108.226952,49.077718
108.229655,49.077891
108.227195,49.084772
108.204240,49.051555
108.205793,49.048764
108.192793,49.056355
108.191756,49.053581
108.188089,49.069031
108.188339,49.067436
108.180550,49.072630
108.178664,49.083355
108.205755,49.076559
315.633394,41.261762
315.625376,41.255617
315.624351,41.253117
315.618504,41.261321
315.628274,41.268530
315.626904,41.250969
315.627546,41.252594
315.624982,41.254360
315.631988,41.261069
315.625052,41.263674
315.631896,41.267531
315.619756,41.260738
315.623060,41.260915
315.624737,41.271745
315.632866,41.264819
316.125258,42.152159
316.132749,42.152530
316.127579,42.138247
316.130495,42.152533
316.121279,42.150007
316.124481,42.154292
316.117815,42.148767
316.128495,42.145597
316.123456,42.152936
316.129159,42.154215
316.130679,42.155704
316.121415,42.145154
316.137346,42.146245
316.136903,42.149025
316.140886,42.151534
254.068961,-32.199704
254.059712,-32.204550
254.059686,-32.204933
254.066004,-32.200265
254.062239,-32.202218
254.067788,-32.198155
254.064679,-32.199311
254.059112,-32.203047
254.060745,-32.201644
254.059985,-32.201533
254.062367,-32.199889
254.063079,-32.199605
254.063050,-32.199312
254.063869,-32.197948
254.060509,-32.199296
220.072929,-57.468105
220.090632,-57.464598
220.090225,-57.464558
220.083487,-57.461378
220.075527,-57.477020
220.071603,-57.470601
220.097184,-57.470203
220.097869,-57.470392
220.081696,-57.466097
220.082680,-57.464072
220.088066,-57.474348
220.085980,-57.466769
220.085736,-57.464188
220.091871,-57.466292
220.092516,-57.466417
220.084713,-57.464807
254.563388,-31.920107
254.565775,-31.912273
254.563929,-31.908257
254.559915,-31.908778
254.566825,-31.915479
254.557208,-31.912914
254.568080,-31.910967
254.558250,-31.918410
254.566221,-31.915531
254.565346,-31.916821
254.563629,-31.924089
254.561769,-31.906309
254.560763,-31.910915
254.568469,-31.917212
254.563414,-31.920695
254.567148,-31.921075
254.566852,-31.918075
254.565521,-31.918777
251.740955,-33.795853
251.738970,-33.796388
251.747811,-33.793275
251.743045,-33.794502
251.742313,-33.794614
251.745880,-33.793286
251.742053,-33.793971
251.746904,-33.792488
251.736762,-33.795269
251.749742,-33.790610
251.741732,-33.791785
251.735961,-33.793330
251.746364,-33.789870
251.735915,-33.792370
251.736731,-33.791862
251.734904,-33.791976
251.747340,-33.787960
251.734853,-33.790472
109.180204,46.148920
109.185775,46.174633
109.180768,46.170387
109.188136,46.161974
109.216802,46.166247
109.227072,46.173426
109.207020,46.188300
109.192317,46.198089
109.173182,46.166262
109.166293,46.173646
109.164226,46.187930
109.164862,46.174646
109.180043,46.172270
109.147796,46.173670
258.830106,-42.917015
258.836843,-42.909657
258.826545,-42.903028
258.823798,-42.900280
258.832748,-42.904022
258.826905,-42.893482
258.826676,-42.895789
258.839642,-42.906904
258.839529,-42.899559
258.842272,-42.897700
258.833053,-42.894872
258.835902,-42.905637
258.829348,-42.900751
258.829865,-42.902756
126.718852,-59.837147
126.725585,-59.838857
126.727048,-59.823915
126.733251,-59.827263
126.731902,-59.821503
126.715088,-59.832296
126.748044,-59.833329
126.753611,-59.829073
126.756382,-59.837001
126.756976,-59.837600
126.767602,-59.830064
126.757155,-59.837836
126.761131,-59.827966
126.771723,-59.828940
318.610920,41.727233
318.609055,41.726798
318.599648,41.723719
318.603292,41.733715
318.601118,41.721220
318.607546,41.727394
318.598750,41.723759
318.611758,41.722711
318.609387,41.717296
318.603851,41.733597
318.605408,41.714584
318.595848,41.725193
318.601370,41.732137
318.617408,41.732971
318.607322,41.734783
142.566421,-50.220235
142.561069,-50.219953
142.566093,-50.216836
142.574112,-50.219957
142.572488,-50.219474
142.576432,-50.226875
142.574049,-50.222180
142.563216,-50.230897
142.561495,-50.220787
142.570173,-50.223627
142.565046,-50.217900
142.571261,-50.230439
142.575103,-50.230685
142.564673,-50.230653
142.572785,-50.232010
125.509779,-58.655116
125.519868,-58.657699
125.515716,-58.655097
125.516419,-58.668919
125.479964,-58.662554
125.481701,-58.666805
125.496950,-58.661175
125.488248,-58.658850
125.493906,-58.657173
125.476769,-58.657346
125.485474,-58.650727
125.478233,-58.662911
125.497948,-58.642182
125.517489,-58.649468
140.876735,-49.763811
140.866497,-49.770044
140.874636,-49.753309
140.883759,-49.752670
140.881251,-49.747418
140.881683,-49.744466
140.881864,-49.751960
140.882558,-49.745971
140.872575,-49.756298
140.873652,-49.755502
140.870910,-49.752636
140.883944,-49.757339
140.885380,-49.757041
140.884805,-49.752296
140.876594,-49.748995
251.564877,-33.381958
251.566093,-33.380352
251.565032,-33.378429
251.566455,-33.396163
251.568200,-33.393331
251.567637,-33.393164
251.564358,-33.393787
251.566820,-33.392154
251.572524,-33.390315
251.574029,-33.387876
251.572812,-33.387758
251.571319,-33.387579
251.562458,-33.388868
251.560687,-33.389114
251.570491,-33.386043
251.568982,-33.385637
91.472905,53.441008
91.460876,53.454550
91.478440,53.451753
91.477052,53.453241
91.459882,53.454874
91.473410,53.446746
91.479147,53.445057
91.475979,53.445316
91.469191,53.449986
91.445353,53.453883
91.451416,53.461080
91.431398,53.473068
91.450292,53.456350
91.467150,53.469672
91.483854,53.461908
253.457093,-30.593660
253.457470,-30.593563
253.460849,-30.590401
253.459662,-30.590640
253.455819,-30.592695
253.455210,-30.593011
253.449805,-30.596447
253.457665,-30.590062
253.458308,-30.589051
253.455407,-30.590654
253.455738,-30.590428
253.458485,-30.588105
253.458615,-30.587872
253.458197,-30.587483
253.456450,-30.587245
253.456962,-30.587839
253.456565,-30.587629
318.725765,42.580524
318.723856,42.563437
318.729290,42.575879
318.722442,42.567066
318.726570,42.566246
318.726191,42.565476
318.724106,42.565583
318.730149,42.571842
318.729661,42.572410
318.721770,42.567020
318.723435,42.572704
318.720879,42.572614
318.721585,42.574834
318.716190,42.574027
318.734578,42.571325
318.720089,42.574158
217.935736,-57.761733
217.930616,-57.760853
217.949221,-57.756576
217.941845,-57.757664
217.942113,-57.757791
217.930067,-57.757888
217.936709,-57.757090
217.950460,-57.755349
217.944744,-57.755509
217.927711,-57.757603
217.953226,-57.754023
217.935396,-57.755992
217.936672,-57.753991
217.936750,-57.754382
217.950670,-57.752004
217.938310,-57.749157
219.455261,-57.231218
219.442853,-57.231865
219.448225,-57.229522
219.445101,-57.226992
219.453285,-57.225450
219.449931,-57.223938
219.441121,-57.234636
219.443872,-57.233658
219.437193,-57.231926
219.440446,-57.231891
219.439833,-57.231442
219.443004,-57.230352
219.462934,-57.234260
219.445912,-57.230537
219.451946,-57.230730
218.488575,-57.098509
218.499057,-57.095003
218.492353,-57.095229
218.497065,-57.093060
218.484834,-57.092834
218.498153,-57.089614
218.485870,-57.090366
218.499902,-57.085790
218.487174,-57.084234
218.492801,-57.081378
218.468564,-57.093393
218.461174,-57.089948
218.462240,-57.080872
105.519432,46.893968
105.523884,46.891321
105.509339,46.900763
105.487814,46.890020
105.487692,46.894255
105.492027,46.898007
105.485737,46.897382
105.505627,46.902106
105.515315,46.905098
105.520470,46.919176
105.523351,46.919068
105.526836,46.911896
105.525142,46.922162
105.528131,46.921278
251.742928,-33.775616
259.304413,-43.310821
259.286633,-43.307556
259.272197,-43.305300
259.278007,-43.299265
259.280518,-43.309017
259.277453,-43.309057
259.272139,-43.306842
259.272139,-43.304155
259.273966,-43.300352
259.279194,-43.309971
259.286817,-43.310196
259.288028,-43.314297
259.288122,-43.309504
259.288548,-43.304312
108.204150,49.080525
108.214396,49.098694
108.205196,49.099798
108.183921,49.103212
108.262505,49.072623
108.265606,49.076633
108.256776,49.089081
108.255796,49.075839
108.248314,49.083919
108.262610,49.080045
108.270400,49.084648
108.241684,49.106699
108.248605,49.105594
108.264644,49.107386
217.803223,-57.795866
316.750578,41.412658
316.740716,41.411941
316.743897,41.403622
316.747601,41.406867
316.747952,41.406517
316.739790,41.410393
316.749509,41.408642
316.741849,41.413438
316.747276,41.412330
316.747916,41.413463
316.746622,41.418399
316.743645,41.411525
316.741433,41.416024
316.754838,41.413073
316.749563,41.410804
139.963423,-49.961515
139.962607,-49.972246
139.972941,-49.964730
139.981010,-49.967060
139.976825,-49.967076
139.968282,-49.956445
139.982134,-49.952065
139.985159,-49.962468
139.977671,-49.956615
139.988281,-49.960315
139.977031,-49.961462
139.972688,-49.950004
139.978648,-49.960172
139.970196,-49.959950
139.969976,-49.954629
141.289611,-50.073389
253.193571,-30.928807
253.197490,-30.927736
253.201719,-30.932948
253.202425,-30.920742
253.198017,-30.924898
253.204434,-30.924898
253.196698,-30.929988
253.200032,-30.929037
253.207381,-30.925514
253.206614,-30.932514
253.203516,-30.935277
253.206419,-30.927720
253.203504,-30.939512
253.208715,-30.931126
253.195219,-30.934613
253.206958,-30.933036
253.205790,-30.935045
253.203225,-30.930589
218.362282,-57.136852
316.142260,42.153622
316.138080,42.153150
316.134162,42.154905
316.141510,42.155568
316.141164,42.157561
316.136484,42.159805
316.130379,42.161670
316.140423,42.163377
316.148238,42.159351
316.147131,42.160591
316.132943,42.161446
316.142119,42.161774
316.144375,42.168023
316.138743,42.148970
316.138173,42.154573
91.927839,50.676981
91.920231,50.679836
91.946510,50.685802
91.935671,50.688816
91.955331,50.682330
91.967218,50.697986
91.934557,50.693976
91.927703,50.699280
91.925487,50.705797
91.941310,50.688964
91.945776,50.706498
91.934302,50.709072
91.923879,50.711053
91.923542,50.712959
125.454993,-58.619402
258.821504,-42.894359
258.822247,-42.892497
258.827699,-42.894903
258.839415,-42.895740
258.827255,-42.895951
258.839217,-42.903446
258.833462,-42.902074
258.835432,-42.896176
258.834690,-42.893309
258.827231,-42.898380
258.828472,-42.896194
258.829387,-42.895273
258.827358,-42.893021
258.827509,-42.891177
258.839513,-42.904944
258.838043,-42.899683
128.113627,-58.094737
128.107667,-58.110374
128.110606,-58.105723
128.104769,-58.101380
128.112573,-58.095606
128.113601,-58.091495
128.118615,-58.102130
128.107738,-58.109178
128.051111,-58.124939
128.038307,-58.126372
128.031081,-58.130308
128.039583,-58.127581
128.050814,-58.128910
128.050600,-58.127552
128.048252,-58.125557
128.045577,-58.116030
110.861088,48.652818
110.865761,48.651378
110.876730,48.647170
110.867032,48.658196
110.868417,48.664751
110.855299,48.651450
110.857677,48.671967
110.858836,48.667037
110.792968,48.591905
110.799555,48.610509
110.801356,48.597193
110.772836,48.608181
110.770038,48.612906
110.765438,48.606962
254.267255,-31.694388
254.265456,-31.692700
254.264061,-31.691941
254.264318,-31.692129
254.253847,-31.692029
254.250733,-31.692949
254.257095,-31.690579
254.252184,-31.691999
254.255685,-31.686885
254.255510,-31.686132
254.261208,-31.694598
254.258974,-31.698349
254.259220,-31.702681
254.259429,-31.686489
254.251854,-31.697806
254.252610,-31.693939
254.253372,-31.699874
254.254409,-31.701175
315.640612,41.270985
315.637804,41.273228
315.635832,41.275918
315.629204,41.276768
315.643740,41.279537
315.629280,41.271860
315.634896,41.274243
315.639754,41.275803
315.636853,41.265588
315.631365,41.274863
315.636638,41.263508
315.597706,41.247425
315.591091,41.249118
315.595088,41.251061
109.143624,46.173079
109.155683,46.191265
109.175431,46.196305
109.167431,46.192731
109.184935,46.206830
109.161681,46.194928
109.160417,46.202076
109.160006,46.201587
109.153081,46.204009
109.153796,46.209933
109.147946,46.201829
109.162712,46.198998
109.162684,46.209678
109.171098,46.211504
109.161427,46.213814
251.731819,-33.790989
251.744802,-33.786714
251.741359,-33.787673
251.733316,-33.788341
251.739797,-33.784940
251.740132,-33.783144
251.739607,-33.782891
251.741179,-33.782111
251.736910,-33.783262
251.738818,-33.782620
251.740734,-33.800542
251.735912,-33.791635
251.732692,-33.789935
251.743856,-33.794304
251.742189,-33.784994
251.736113,-33.785271
251.736631,-33.783921
220.087006,-57.466645
220.090758,-57.471899
220.091736,-57.473223
220.082121,-57.472452
220.083602,-57.473238
220.075292,-57.473465
220.087131,-57.478670
220.082818,-57.477623
220.077616,-57.479070
220.079982,-57.479902
220.080957,-57.480700
220.090237,-57.466361
220.080454,-57.471247
220.070855,-57.470841
220.084633,-57.466216
220.078102,-57.468736
220.080479,-57.466844
220.080697,-57.478524
256.028357,-32.668307
256.020252,-32.675551
256.020754,-32.673326
256.015131,-32.675132
256.049158,-32.679432
256.046567,-32.683961
256.045183,-32.678078
256.045788,-32.675391
256.055839,-32.677487
256.055725,-32.672703
256.041332,-32.673748
256.043866,-32.673852
256.049281,-32.668646
256.046753,-32.670844
256.048788,-32.682638
254.061756,-32.197554
254.054078,-32.202257
254.063623,-32.195255
254.063664,-32.194890
254.063848,-32.194460
254.061510,-32.195483
254.059954,-32.196508
254.063544,-32.193932
254.058364,-32.196942
254.051722,-32.201479
254.052768,-32.200686
254.051671,-32.200373
254.052885,-32.198657
254.053356,-32.198797
254.058114,-32.195392
254.051704,-32.199065
217.955817,-56.700616
217.961860,-56.694322
217.962286,-56.692349
217.963705,-56.692177
217.953005,-56.689285
217.957939,-56.686615
217.956084,-56.703005
217.948690,-56.697913
217.943974,-56.696326
217.961738,-56.691704
217.955760,-56.688806
217.961777,-56.688503
217.962261,-56.697954
217.946046,-56.693795
217.972382,-56.692863
126.758163,-59.834029
126.791313,-59.820983
126.789028,-59.817092
126.777876,-59.815898
126.781026,-59.825061
126.780102,-59.826295
126.788780,-59.816866
126.784380,-59.814347
126.776153,-59.821895
126.783322,-59.810901
126.782342,-59.810080
126.751896,-59.810726
126.747485,-59.828408
126.752076,-59.825968
219.454615,-57.230398
219.463016,-57.231901
219.463530,-57.230794
219.451386,-57.225408
219.455267,-57.223498
219.452934,-57.222438
219.453559,-57.222765
219.451194,-57.224159
219.458956,-57.232160
219.449407,-57.239444
219.451072,-57.240274
219.444871,-57.238709
219.450486,-57.241050
219.443208,-57.239091
219.449517,-57.241751
219.454324,-57.232413
219.449492,-57.238274
251.564736,-33.384932
251.558459,-33.386270
251.567416,-33.382763
251.568337,-33.382410
251.556574,-33.385852
251.564489,-33.381493
251.558573,-33.383215
251.563699,-33.378383
251.563554,-33.382603
251.561675,-33.393591
251.569456,-33.386194
251.564732,-33.397928
251.566209,-33.395019
251.571008,-33.391526
251.562995,-33.393676
251.570205,-33.388201
142.568822,-50.224052
142.597114,-50.235076
142.595129,-50.232603
142.601361,-50.230647
142.589244,-50.230431
142.594679,-50.229479
142.600574,-50.228927
142.591066,-50.227045
142.602337,-50.223954
142.600998,-50.225470
142.600171,-50.221748
142.596620,-50.221811
142.599346,-50.231467
142.606424,-50.226118
318.731233,42.574937
318.731251,42.573468
318.723874,42.568979
318.731825,42.575992
318.733696,42.570212
318.720555,42.575310
318.716443,42.574000
318.747681,42.573608
318.752690,42.569314
318.755528,42.571777
318.742600,42.572270
318.748058,42.575430
318.750714,42.579453
318.748088,42.564726
318.752510,42.569001
125.504709,-58.646331
125.507731,-58.639478
125.514896,-58.645798
125.515088,-58.644099
125.551959,-58.647503
125.541114,-58.645381
125.539445,-58.642122
125.534690,-58.646368
125.548782,-58.650621
125.539723,-58.653608
125.534116,-58.644830
125.570951,-58.632915
125.553845,-58.640182
125.557433,-58.630766
125.566225,-58.630342
125.565767,-58.629173
140.883190,-49.759853
140.879332,-49.748691
140.883055,-49.750606
140.876938,-49.753026
140.866596,-49.751108
140.883987,-49.757686
140.885259,-49.757286
140.878982,-49.749717
140.851448,-49.750905
140.860896,-49.748597
140.853589,-49.745880
140.851245,-49.744712
140.851416,-49.741083
140.859132,-49.755082
259.289202,-43.305407
259.272577,-43.299351
259.292153,-43.310493
259.289932,-43.309783
259.282814,-43.310544
259.289312,-43.305806
259.287924,-43.305686
259.280938,-43.309782
259.287639,-43.304635
259.283145,-43.302461
259.275799,-43.303818
259.275647,-43.299002
259.283710,-43.313925
259.282492,-43.305189
259.276856,-43.308473
108.260225,49.117235
108.260429,49.131773
108.245069,49.129308
108.249832,49.136532
108.246546,49.135248
108.225634,49.096811
108.225177,49.096209
108.219632,49.113567
108.221680,49.116285
108.188561,49.120505
108.197821,49.125344
108.211114,49.128969
108.201851,49.133748
108.237285,49.121125
316.752859,41.412959
316.751436,41.414224
316.752430,41.412586
316.728868,41.404478
316.726859,41.405520
316.721816,41.408649
316.724904,41.409530
316.720742,41.410197
316.728531,41.418185
316.728175,41.419241
316.730457,41.410531
316.726828,41.414195
316.725995,41.415878
316.722922,41.414839
316.715941,41.408851
316.728091,41.405346
105.528842,46.911887
105.525727,46.917719
105.490333,46.916851
105.513134,46.929189
105.494473,46.928789
105.467615,46.900295
105.463237,46.902796
105.479530,46.901505
105.480819,46.915585
105.472164,46.917157
105.485881,46.910768
105.458673,46.913743
105.453635,46.914192
105.453738,46.919648
318.613284,41.737014
318.611416,41.741724
318.614967,41.743914
318.620649,41.732007
318.615357,41.728428
318.611920,41.728242
318.613689,41.731169
318.616984,41.744377
318.619519,41.732112
318.609433,41.734535
318.608557,41.740877
318.619285,41.732907
318.585908,41.731218
318.594098,41.733560
218.454291,-57.085507
218.465213,-57.094589
218.466973,-57.091053
218.468518,-57.082093
218.465580,-57.096353
218.456888,-57.095103
218.459490,-57.094711
218.451139,-57.095054
218.451224,-57.094517
218.467680,-57.092199
218.457051,-57.092224
218.457292,-57.092627
218.471327,-57.090398
218.462912,-57.091354
218.456329,-57.091792
217.938429,-57.748906
217.943110,-57.760316
217.951624,-57.758336
217.941217,-57.756070
217.952433,-57.753772
217.946177,-57.754162
217.929253,-57.755470
217.937919,-57.765283
217.934657,-57.761910
217.929911,-57.759930
217.940346,-57.761974
217.945602,-57.763033
217.946266,-57.762283
217.933287,-57.756549
217.942934,-57.758674
217.927564,-57.755126
126.742536,-59.825759
126.746191,-59.819031
126.753433,-59.813263
126.754026,-59.812900
126.749048,-59.820744
126.752346,-59.812970
126.740294,-59.816618
126.743541,-59.823188
126.747868,-59.822723
126.756208,-59.813246
126.777637,-59.811590
126.777725,-59.802125
126.766405,-59.815702
126.761258,-59.810849
91.924517,50.717877
91.935981,50.712309
91.938464,50.711258
92.002280,50.707522
91.993050,50.695819
91.992500,50.702357
92.024484,50.709824
92.004425,50.713345
92.024144,50.707172
92.011400,50.721821
92.026968,50.716231
92.021730,50.722170
91.982269,50.719714
91.986071,50.723360
254.562640,-31.919757
254.566860,-31.916832
254.562049,-31.920652
254.560926,-31.919033
254.568733,-31.913230
254.564379,-31.914639
254.558913,-31.917725
254.567917,-31.910340
254.569113,-31.908382
254.559972,-31.913031
254.563743,-31.909844
254.562791,-31.910255
254.558786,-31.911799
254.561142,-31.907534
254.559766,-31.908036
316.137648,42.162585
316.133707,42.156704
316.142924,42.165141
316.136377,42.162556
316.135533,42.153526
316.146677,42.156317
316.137716,42.151979
316.136532,42.163132
316.145910,42.155565
316.144546,42.156281
316.139797,42.152791
316.143161,42.163714
316.138266,42.162488
316.142775,42.167414
316.132009,42.158417
139.970638,-49.961428
139.975617,-49.959037
140.039745,-49.986367
140.035639,-49.976238
140.035286,-49.987496
140.036211,-49.978608
140.040069,-49.979771
140.031786,-49.987166
140.037070,-49.965999
140.047691,-49.963782
140.037819,-49.974139
140.048131,-49.971703
140.048325,-49.976079
140.034640,-49.971534
140.012808,-49.970927
254.059460,-32.193476
254.059054,-32.193116
254.057879,-32.192970
254.053499,-32.194936
254.058874,-32.209433
254.057066,-32.207841
254.064884,-32.196789
254.064139,-32.196877
254.051865,-32.197535
254.056774,-32.205917
254.064518,-32.202101
254.066771,-32.199860
254.065733,-32.198639
254.055018,-32.200271
254.060514,-32.197975
109.156443,46.220140
109.115796,46.142410
109.111791,46.134732
109.122908,46.152231
109.094874,46.146867
109.095217,46.150099
109.085901,46.156903
109.101051,46.168471
109.126360,46.158695
109.118565,46.169396
109.125079,46.182751
109.093278,46.187958
109.104508,46.171260
109.111339,46.191847
109.102670,46.197454
128.033106,-58.129975
128.026741,-58.124916
128.038123,-58.126546
128.050920,-58.128605
128.045480,-58.129560
128.060682,-58.115817
128.049837,-58.115330
128.069201,-58.111771
128.063856,-58.106651
128.061483,-58.106261
128.064037,-58.107384
128.059732,-58.118759
128.056148,-58.110485
128.071039,-58.115703
128.063228,-58.108358
91.477845,53.479326
91.455625,53.470405
91.441501,53.476167
91.450320,53.482549
91.455623,53.487366
91.433610,53.495938
91.450465,53.481125
91.443402,53.490169
91.429427,53.454555
91.424817,53.458668
91.425958,53.466163
91.420022,53.470402
91.413709,53.471885
91.411744,53.476556
253.453816,-30.588999
253.446419,-30.592498
253.456839,-30.601323
253.461513,-30.597641
253.456549,-30.598881
253.455705,-30.597148
253.461339,-30.593742
253.453961,-30.598634
253.452898,-30.596955
253.449401,-30.595243
253.449014,-30.594411
253.456893,-30.585719
253.460421,-30.598137
253.452897,-30.599652
253.453121,-30.597444
253.462812,-30.592515
258.829815,-42.898351
258.823431,-42.894344
258.829049,-42.887928
