# Completeness = 59 / 106
RA	Dec	magnitude
180.754740	-63.312900	4.220316
191.409577	-60.981613	4.397129
193.662975	-59.146768	4.571913
191.594373	-56.488883	4.611213
181.079902	-63.165697	4.675881
186.628290	-63.122296	4.806904
190.485490	-59.685839	4.860168
181.238151	-60.968280	5.096879
190.709317	-63.058642	5.136850
206.909596	-50.320691	4.966388
202.355213	-51.165165	5.011899
205.436208	-54.559537	5.242280
208.019973	-52.811649	5.245359
200.157383	-52.747897	5.433688
198.549884	-58.683994	5.612503
205.727580	-50.790304	5.663440
185.489200	-56.374387	5.338777
185.705657	-57.676183	5.355988
193.266596	-54.952454	5.498156
192.740970	-52.787477	5.688757
189.051090	-52.417770	5.855126
188.036421	-56.129507	5.856339
183.981386	-54.056855	5.892416
194.267918	-51.198823	5.137202
200.239941	-46.879916	5.452213
198.679533	-48.957411	5.556811
199.132515	-44.704376	5.567093
196.377868	-52.115620	5.584819
204.347640	-46.427971	5.886516
196.055078	-52.895758	5.943289
