# Completeness = 26 / 54
RA	Dec	magnitude
226.195209	-83.038389	5.262153
208.911118	-82.666296	5.387409
225.462374	-83.227414	5.396170
205.225834	-85.786146	5.530516
218.864649	-89.771754	5.533397
235.826845	-84.464848	5.542472
250.763612	-77.519010	3.925097
262.864342	-80.859328	4.697997
245.111866	-78.667636	4.764135
215.596412	-80.109022	4.977851
198.571998	-78.447473	5.532202
217.403652	-76.729205	5.711649
212.109039	-74.849489	5.875319
183.485165	-78.574028	5.996458
232.878441	-73.389673	5.355033
223.306916	-73.189955	5.532525
229.870837	-71.792092	5.588379
235.088737	-73.446785	5.612110
