# Completeness = 21 / 42
RA	Dec	magnitude
262.853979	-23.962757	4.746484
258.835117	-26.607898	4.828591
258.834120	-26.606807	4.831335
259.502557	-24.286938	4.839122
254.990472	-25.092270	4.991735
265.857008	-21.683392	4.730510
261.175041	-21.441595	5.594629
264.400837	-15.571028	5.830254
251.375735	-19.136942	5.605376
253.354928	-20.415738	5.690658
255.463401	-18.885606	5.804675
250.143895	-20.408520	5.958475
259.580317	-16.311827	5.433793
259.066142	-15.223688	5.653254
258.834469	-14.584225	5.703131
