# Completeness = 30 / 64
RA	Dec	magnitude
280.880310	-8.275192	4.526314
281.870426	-5.705294	5.057737
280.001524	-7.790958	5.216189
282.420653	-5.912916	5.375897
282.583518	-7.907641	5.442377
280.574658	-7.337326	5.742789
280.650464	-7.073694	5.854510
288.427967	2.293694	5.108940
290.148718	-0.892143	5.438675
290.590019	-0.252448	5.505726
284.319101	2.535292	5.523813
285.884441	1.818442	5.788736
289.712330	0.339090	6.121596
287.217748	-2.287101	6.156317
274.023192	2.377392	4.836709
277.420877	-1.985456	5.125818
276.802103	0.196077	5.134980
279.399906	-0.309568	5.750303
274.221333	-3.008619	5.758917
281.208117	2.059973	4.975778
283.864459	6.614910	5.265545
279.162675	6.671161	5.330893
276.959661	3.748526	5.416624
