# Completeness = 29 / 61
RA	Dec	magnitude
285.057041	50.533478	5.350681
291.137733	50.241354	5.368786
286.229827	53.396751	5.394147
290.985510	43.388044	5.613952
287.106716	52.425489	5.701045
283.696023	48.858803	5.729191
297.657101	52.987688	4.632448
288.479584	57.704754	4.655161
287.919330	56.859412	4.860448
295.517375	55.463051	4.892404
290.066991	57.645169	5.148570
292.830326	50.306909	5.153431
293.582672	51.235781	5.597351
280.658136	55.539565	5.006558
282.895380	52.976170	5.306511
278.628291	51.782139	5.525941
272.632652	54.287653	5.725761
281.679619	52.987938	5.861204
275.977208	58.801017	5.029228
285.180983	55.658267	5.290746
284.187428	57.814542	5.342968
279.389569	62.526796	5.717634
