# Completeness = 34 / 62
RA	Dec	magnitude
248.580399	-70.988151	5.185569
248.937123	-65.495533	5.245303
260.524457	-70.123257	5.332132
256.140301	-68.278794	5.351139
258.322703	-67.196990	5.556075
250.701746	-62.553967	5.687500
238.873223	-68.603029	4.795941
231.887677	-64.531591	4.978640
227.374603	-67.084150	5.571874
231.562836	-68.309125	5.616704
239.742168	-65.037610	5.726255
235.668078	-65.924615	5.875972
242.327165	-57.934584	5.565596
243.957386	-57.912571	5.592641
247.062981	-58.599951	5.639606
238.345561	-62.606627	5.710982
239.024282	-60.482812	5.750317
242.287696	-56.057965	5.792416
238.884442	-60.177962	5.806118
