# Completeness = 20 / 45
RA	Dec	magnitude
69.722850	-12.123147	4.909616
69.832683	-14.359741	5.148608
67.278859	-13.048372	5.358485
74.982418	-12.537805	4.700630
68.548882	-8.970752	4.705422
75.359780	-7.173934	4.735605
74.960330	-10.263907	5.160837
63.598663	-10.257005	4.551864
59.875553	-12.574593	5.064949
62.593833	-6.923904	5.208221
61.094720	-12.792222	5.322019
62.699220	-8.819805	5.418202
65.920000	-3.745716	5.148232
68.559019	-6.837982	5.622697
64.330022	-6.472199	5.674593
68.478015	-6.738938	5.729648
68.156555	-3.209612	5.751262
