# Completeness = 42 / 79
RA	Dec	magnitude
281.586015	-22.392180	4.714129
278.472847	-24.032315	4.740140
285.615194	-24.847612	5.282498
279.722149	-21.052556	5.679286
279.627964	-23.504987	5.751487
289.408614	-18.952955	4.610157
282.417114	-20.324507	4.703201
281.504762	-19.606338	4.890853
284.335315	-20.656375	4.982830
284.849261	-19.279485	5.238728
283.500390	-21.359930	5.294924
285.932201	-22.712067	5.435784
287.069620	-19.290293	5.438002
273.566177	-21.713268	4.895442
277.859551	-18.402796	5.105151
274.298427	-17.373966	5.228539
278.848950	-19.268596	5.262940
273.803783	-20.728276	5.279456
277.549598	-18.729201	5.338339
283.726933	-16.525435	5.376450
283.879066	-16.377457	5.442302
281.680517	-10.125059	5.498168
282.629855	-13.572290	5.797112
277.444930	-14.581921	6.008050
