# Completeness = 42 / 82
RA	Dec	magnitude
229.237029	-60.957272	5.008418
221.322921	-62.876010	5.282068
224.183198	-62.781057	5.357980
229.704736	-60.496349	5.378384
228.254212	-61.743810	5.439369
218.704494	-60.964280	5.500203
230.793022	-60.657282	5.523074
226.986604	-65.275474	5.638294
234.705868	-52.372839	5.415644
237.778324	-55.055554	5.721884
237.529310	-53.209945	5.768804
232.113346	-51.597957	5.808314
213.318281	-53.665710	4.928925
221.755264	-52.383883	4.960587
213.737880	-57.086217	5.011469
217.586951	-49.519216	5.368799
218.374856	-52.679587	5.561312
215.834306	-50.772282	5.595999
215.952018	-53.176290	5.692395
213.530575	-53.932005	5.714238
230.439776	-48.318856	5.482170
226.858291	-49.088572	5.538590
224.257779	-51.447339	5.644187
227.989650	-48.743880	5.688129
221.620542	-47.441186	5.723742
220.460145	-47.275208	5.934418
228.973646	-48.073732	5.936880
