# Completeness = 43 / 81
RA	Dec	magnitude
147.831849	-46.193705	5.285793
147.674465	-46.933778	5.455289
146.626462	-44.755061	5.530520
143.435483	-49.005040	5.563161
148.713204	-50.243930	5.710978
148.573460	-45.283488	5.792909
148.458650	-51.146706	5.910410
148.858779	-41.586865	5.446049
153.440899	-40.346012	5.556177
149.022079	-40.824627	5.607531
152.657331	-41.715822	5.616758
147.510581	-42.020387	5.732088
156.540390	-42.738667	5.824242
156.321714	-42.467460	5.929630
141.282425	-43.976419	5.085958
143.080378	-40.649366	5.149943
138.601878	-43.227430	5.213465
144.506217	-43.191099	5.254957
140.599950	-46.047337	5.508392
135.336802	-41.864206	5.530056
140.123524	-37.581789	5.570965
138.107056	-43.777345	5.646682
144.291367	-32.178747	5.344002
142.888546	-35.715517	5.462564
149.148072	-33.418398	5.470489
