# Completeness = 47 / 88
RA	Dec	magnitude
261.054475	-44.162703	5.088622
265.515106	-50.510774	5.112096
260.816944	-47.468275	5.205132
259.772654	-46.635758	5.301429
264.363800	-50.060096	5.583913
261.716524	-45.843156	5.709013
259.699207	-44.129819	5.741127
269.197545	-44.342329	4.472706
267.546315	-40.090441	4.686216
267.885228	-40.772708	5.054748
263.280803	-41.173080	5.798532
266.175066	-42.729250	5.845892
253.426668	-43.051114	4.462919
253.498862	-42.362045	4.526421
257.676121	-44.557984	4.794748
252.890503	-41.230537	5.168706
247.924017	-41.817158	5.176100
251.699724	-39.377084	5.227675
249.093991	-42.858876	5.267011
255.154092	-35.934423	5.641711
262.233692	-36.778310	5.653204
258.067439	-39.507267	5.653873
258.830208	-33.548432	5.668100
255.962772	-38.152727	5.808962
256.618210	-35.451054	5.937191
258.244001	-32.438340	5.937779
256.584081	-37.227702	5.963737
