# Completeness = 23 / 50
RA	Dec	magnitude
355.615994	-15.448124	4.823914
354.946354	-14.222372	4.910470
357.638858	-14.401593	5.117221
358.124521	-14.251221	5.465848
1.082688	-16.529307	5.500603
1.125468	-10.509575	4.390705
7.002454	-11.658869	4.942479
2.072898	-8.824267	5.716090
358.210820	-8.996866	5.425523
356.816075	-11.911548	5.453194
357.561994	-9.973790	5.618897
355.287448	-11.680637	5.678531
352.252558	-9.266203	5.701658
359.667969	-3.556286	4.660570
0.456113	-3.027549	5.090039
356.986015	-2.761575	5.251066
357.135329	-6.380511	5.573970
2.578797	-5.248719	5.583744
