# Completeness = 22 / 47
RA	Dec	magnitude
337.163588	-39.132499	5.208800
339.147446	-31.663968	5.514707
345.331065	-28.854057	5.104867
347.087488	-28.823821	5.371777
340.092377	-30.659805	5.445066
344.898955	-29.462290	5.445175
343.832148	-29.612485	5.513298
347.273160	-30.133953	5.552955
332.538845	-32.548349	4.804227
332.482012	-34.014839	5.317731
333.578246	-27.766898	5.418383
330.819853	-31.445236	5.447922
331.099331	-29.916520	5.739634
338.674533	-20.708870	5.094743
335.879019	-24.762676	5.291299
333.435492	-25.180865	5.457787
338.901692	-23.991123	5.729299
