# Completeness = 39 / 74
RA	Dec	magnitude
95.755884	-63.683058	5.469974
97.992948	-58.753829	5.712812
96.057392	-60.281185	5.773036
105.812825	-59.178047	5.842113
104.665088	-55.729483	5.940387
106.076394	-56.749702	5.104016
112.628924	-54.399243	5.194829
110.161628	-52.085921	5.357598
112.498674	-52.650917	5.597071
118.123888	-54.367125	5.651069
92.574590	-54.968607	4.720275
97.368424	-56.852623	4.879341
101.719317	-51.266066	4.914813
101.827947	-55.539877	4.976367
90.539043	-60.096793	5.140681
101.473796	-52.409650	5.270896
97.827112	-51.825495	5.448207
108.139224	-46.758827	4.383010
107.697720	-48.931219	4.713680
108.658891	-48.271928	4.721437
108.305469	-45.183126	4.855254
105.972952	-49.583276	4.893778
109.064481	-46.774389	5.160376
114.575843	-48.601409	5.465354
