# Completeness = 39 / 70
RA	Dec	magnitude
326.362155	61.120797	4.121482
333.762613	57.043803	4.122015
331.252219	62.785930	4.748856
333.093568	63.290966	4.776641
326.855307	60.692679	4.843841
329.723126	62.698054	4.885216
332.877341	59.414439	4.957484
333.008408	60.759144	5.022645
345.887268	67.209256	4.870152
356.978391	67.806802	5.031558
351.820898	70.359763	5.571363
324.480082	62.081923	4.653579
319.842644	64.871883	4.872150
321.942128	66.809007	5.396388
332.660762	70.132686	5.418816
336.503685	70.770925	5.109865
353.746081	71.642041	5.173991
348.907487	70.888075	5.488413
332.068388	72.768465	5.616502
354.837907	74.002630	5.752431
