# Completeness = 33 / 58
RA	Dec	magnitude
119.773756	-23.310385	4.783967
126.229786	-23.153615	5.646499
121.135923	-25.699806	5.731708
130.430583	-15.943816	4.571466
117.421926	-17.228929	4.761387
121.825119	-20.554339	5.301170
113.331633	-19.412838	5.328719
117.929050	-21.173510	5.363337
116.938324	-16.014485	5.595480
115.056349	-19.660804	5.602173
118.078629	-14.846176	5.602957
122.664792	-13.798947	5.398911
125.477098	-17.586403	5.417669
122.368856	-16.248940	5.628970
124.601049	-12.636562	5.755219
125.695021	-13.055001	5.859441
