# Completeness = 30 / 61
RA	Dec	magnitude
327.729752	-82.719055	5.217937
317.201689	-88.956479	5.374763
308.323763	-80.964959	5.416933
337.903940	-85.966980	5.488357
335.510428	-84.666291	5.525780
359.386198	-82.169912	5.440149
356.171397	-78.791408	5.446776
353.331911	-77.385329	5.655614
338.861740	-78.771618	5.668889
348.053006	-80.912743	5.839444
330.766388	-76.118781	5.848296
332.978001	-76.116200	5.865180
277.332516	-80.232988	5.615535
271.362748	-81.486781	5.782251
299.007681	-81.349845	5.909711
312.324927	-68.776742	5.103087
317.350227	-73.174545	5.512941
308.965889	-69.610779	5.693074
321.325455	-71.799034	5.698500
310.515999	-76.180634	5.872927
