# Completeness = 63 / 108
RA	Dec	magnitude
171.045993	-72.256618	5.524564
166.707543	-70.877940	5.549459
174.312811	-75.896549	5.553236
164.315577	-75.099744	5.599786
156.704744	-73.167874	5.618280
155.114290	-72.130140	5.754673
167.872853	-71.436177	5.864738
158.775924	-69.351553	5.867545
177.485791	-70.225793	4.519953
160.558647	-64.466375	4.757889
161.028606	-63.961028	4.777462
161.713221	-64.383430	4.806735
174.872874	-65.397780	4.918591
171.426571	-63.972770	5.042132
169.329503	-67.823547	5.066885
135.611629	-66.396499	3.970615
144.837154	-61.327959	4.481613
143.060464	-62.788803	4.928279
155.742025	-66.901445	4.929765
152.177440	-65.815256	5.011778
153.377252	-66.372760	5.107169
147.731472	-62.745078	5.157409
157.218891	-64.172272	4.359601
159.085133	-59.564566	4.739403
149.519913	-58.861155	4.818587
152.897525	-58.827650	4.938736
147.800549	-59.425968	5.305115
157.663532	-61.356421	5.480213
157.266178	-65.176082	5.536293
152.943487	-58.060515	5.623815
