# Completeness = 20 / 46
RA	Dec	magnitude
147.765541	-23.017346	5.313880
144.250554	-25.296599	5.381495
151.086681	-24.285439	5.628794
142.457781	-23.345351	5.676723
143.358206	-22.863643	5.908233
151.884031	-22.489612	5.610614
152.829589	-18.957520	5.768853
148.897356	-17.469530	5.793628
155.553737	-19.866532	6.111308
142.302585	-20.749095	5.017099
139.888236	-15.834902	5.395551
137.994465	-19.747428	5.456443
140.810601	-21.037670	5.706274
142.593248	-15.577646	5.505049
147.921881	-11.340689	5.606145
147.998123	-16.535084	5.814817
146.808496	-17.205873	6.040984
