# Completeness = 27 / 55
RA	Dec	magnitude
292.795921	-68.433982	5.256361
297.355537	-72.503310	5.346105
275.901949	-75.044189	5.458048
272.816159	-75.892842	5.483881
278.230738	-73.965989	5.655524
310.487921	-66.760784	5.112833
295.405435	-65.854733	5.429614
300.096026	-66.950266	5.436924
303.607475	-62.279233	5.606966
299.672903	-69.164401	5.702404
280.905707	-64.551637	5.518778
282.157532	-65.078028	5.659955
285.014981	-66.653813	5.741994
284.227971	-62.801880	5.888503
302.941361	-59.936934	5.041631
299.276484	-58.901417	5.233873
297.005720	-56.363222	5.297975
297.686883	-59.193723	5.634827
293.866354	-62.759357	5.741485
